46.66828021,-35.21823407,1509041854,,,eucl,X,Y,,
36.75904009,-43.45014901,1509041914,0.036648818,0.299450127,0.031195555,,,,
36.80853826,-43.12227254,1509041914,0.049498171,0.327876466,0.686059315,,,,
36.18606197,-42.417072,1509041914,0.62247629,0.705200543,0.561684284,,,,
36.03837911,-42.01197217,1509041914,0.147682864,0.405099832,0.300664925,,,,
35.65347003,-41.79159678,1509041914,0.384909077,0.220375385,0.525297777,,,,
35.81252429,-41.09695633,1509041914,0.159054261,0.694640455,0.68029125,,,,
36.07856196,-41.07414229,1509041914,0.266037674,0.022814038,0.452188774,,,,
35.74892652,-40.60363415,1509041914,0.329635446,0.470508142,0.470107668,,,,
36.26298304,-40.64171878,1509041914,0.514056518,0.038084637,0.742320466,,,,
35.60698955,-39.87500971,1509041914,0.655993489,0.766709074,0.676901013,,,,
35.35040346,-39.65480654,1509041914,0.256586083,0.220203168,0.100723339,,,,
35.64681817,-39.3420892,1509041914,0.296414709,0.312717338,0.293742706,,,,
35.1590001,-39.25219361,1509041914,0.487818069,0.089895591,0.671015707,,,,
35.21007256,-38.65287153,1509041914,0.051072456,0.599322081,0.321758764,,,,
35.45617201,-38.30946579,1509041914,0.246099454,0.343405743,0.134185306,,,,
35.21659756,-37.83203348,1509041914,0.239574453,0.47743231,0.402032589,,,,
34.76815579,-37.96594774,1509041914,0.44844177,0.133914266,0.527618354,,,,
