-78.62195758,10.33151421,,,,,,
-78.27317705,9.785820356,0.348780534,0.545693853,0.64763388,1924.06524,1563.9082,2753.339442
-78.47183746,9.896199052,0.198660414,0.110378697,0.227265081,,,
-78.48199379,9.95351856,0.010156325,0.057319508,0.058212343,,,
-78.87338994,9.666116732,0.391396155,0.287401828,0.485582909,,,
-78.51425183,9.230577965,0.359138112,0.435538767,0.564512356,,,
-78.76660018,9.230366975,0.252348349,0.00021099,0.252348438,,,
-78.98517124,9.136447212,0.218571054,0.093919764,0.237895413,,,
-78.93362205,9.381144239,0.051549188,0.244697027,0.250067899,,,
-79.32717097,9.195656295,0.393548924,0.185487944,0.435070722,,,
-78.86382269,9.211170273,0.463348283,0.015513978,0.463607933,,,
-78.77232261,9.093495053,0.091500081,0.11767522,0.149062813,,,
-78.96220301,9.236928569,0.189880404,0.143433516,0.237965841,,,
-79.06624421,8.799085147,0.104041202,0.437843422,0.450034925,,,
-78.63136662,8.627433236,0.434877588,0.171651911,0.467528497,,,
-78.69790989,8.769539611,0.066543266,0.142106375,0.156914716,,,
-78.80912866,8.417149116,0.111218773,0.352390495,0.369524934,,,
-79.14223126,8.242277528,0.333102595,0.174871587,0.37621458,,,
-79.13571747,8.036606658,0.006513787,0.20567087,0.205773993,,,
-79.06415372,8.506898359,0.071563753,0.470291701,0.475705429,,,
-79.56931535,8.462755588,0.505161635,0.044142771,0.507086641,,,
-79.47890411,8.39043409,0.090411242,0.072321499,0.115778201,,,
-79.74841247,8.179715129,0.269508356,0.21071896,0.342107051,,,
-80.10873208,8.138153447,0.360319617,0.041561682,0.362708699,,,
-79.62368687,8.35225985,0.485045218,0.214106403,0.530198468,,,
-80.05300576,8.159588876,0.429318898,0.192670975,0.470570739,,,
-80.32726135,8.089298026,0.274255582,0.070290849,0.283119989,,,
-80.97129238,7.688381113,0.644031033,0.400916913,0.75862398,,,
-80.4832835,7.832619651,0.488008876,0.144238538,0.50887859,,,
-81.39701482,7.714895807,0.913731313,0.117723844,0.921283787,,,
-81.65901777,7.699489744,0.262002952,0.015406064,0.262455508,,,
-81.54783462,7.147653887,0.111183151,0.551835857,0.562924956,,,
-82.04796939,7.298797545,0.500134772,0.151143658,0.52247411,,,
-81.79561425,7.187999785,0.252355136,0.110797759,0.275607072,,,
-81.87715428,7.207203944,0.081540025,0.019204158,0.08377097,,,
-82.72562229,6.967589121,0.84846801,0.239614823,0.881653689,,,
-82.59472287,6.911189173,0.130899418,0.056399948,0.142532845,,,
-82.91426793,7.002882724,0.319545056,0.09169355,0.332440597,,,
-82.64598702,7.217904691,0.268280902,0.215021967,0.343815486,,,
-82.5046982,7.059004339,0.141288829,0.158900352,0.212630795,,,
-82.79604004,7.312958272,0.291341844,0.253953933,0.386487607,,,
-82.40958476,7.003756218,0.386455277,0.309202054,0.494927865,,,
-82.38157714,7.120832816,0.02800762,0.117076598,0.12038005,,,
-82.50495053,7.416138767,0.123373389,0.295305952,0.320041557,,,
-82.41069846,7.387708792,0.094252075,0.028429976,0.098446519,,,
-81.97876963,7.510082495,0.431928827,0.122373703,0.448929654,,,
-82.35437407,7.055387405,0.375604441,0.45469509,0.589768023,,,
-82.1523264,7.35919057,0.202047675,0.303803165,0.364855623,,,
-82.40282187,7.644404802,0.250495472,0.285214232,0.379598656,,,
-82.07072112,7.581943709,0.332100749,0.062461093,0.337923506,,,
-82.95039787,8.143455784,0.879676756,0.561512075,1.043612479,,,
-82.44586827,7.966608363,0.504529603,0.176847421,0.534626159,,,
-82.50610644,8.168978449,0.060238171,0.202370087,0.211145185,,,
-82.41372146,8.008272915,0.092384981,0.160705534,0.185367887,,,
-82.31519728,8.129911119,0.09852418,0.121638204,0.156533915,,,
-82.09759029,8.090339677,0.217606989,0.039571442,0.221175724,,,
-82.12311863,8.021811695,0.025528333,0.068527982,0.073128518,,,
-81.53585917,8.200074286,0.587259459,0.17826259,0.613719173,,,
-81.34002792,8.267620014,0.195831245,0.067545729,0.207152847,,,
-81.28464795,8.599377832,0.05537997,0.331757818,0.336348318,,,
-80.43439779,8.172025174,0.850250165,0.427352658,0.951606872,,,
-79.97263559,7.964586547,0.461762202,0.207438626,0.50621647,,,
-80.03667181,8.104834241,0.064036227,0.140247694,0.1541754,,,
-79.4322879,8.023296933,0.604383918,0.081537308,0.609859207,,,
-79.42284994,8.101811555,0.009437954,0.078514622,0.079079838,,,
-79.14126262,8.364610988,0.281587323,0.262799433,0.385168745,,,
-79.18548077,8.405570405,0.044218147,0.040959418,0.060273696,,,
-78.42334431,8.511102874,0.762136459,0.105532469,0.769408269,,,
-78.58728755,8.572161717,0.163943242,0.061058843,0.174944474,,,
-79.42169,8.573391522,0.834402449,0.001229805,0.834403355,,,
-79.06593836,8.77341062,0.355751634,0.200019097,0.40812604,,,
-78.5693056,8.473833706,0.496632761,0.299576914,0.579991747,,,
-78.54373051,8.586946519,0.025575094,0.113112813,0.115968073,,,
-78.38431571,8.762437832,0.1594148,0.175491313,0.237087071,,,
-78.37570675,9.030609911,0.008608952,0.26817208,0.268310228,,,
-78.51962883,8.903972586,0.143922072,0.126637325,0.191704395,,,
-77.94536248,8.974538044,0.574266344,0.070565457,0.578585619,,,
-77.67491259,9.409521164,0.270449894,0.43498312,0.51220451,,,
-77.60156487,9.538675633,0.073347721,0.129154469,0.148528668,,,
-76.80415255,9.672644587,0.797412316,0.133968954,0.808587708,,,
-77.22245855,9.82205324,0.418305995,0.149408653,0.444187855,,,
-76.02103358,10.58477271,1.201424967,0.762719471,1.423082198,,,
-75.03686036,10.64884357,0.984173221,0.064070859,0.986256561,,,
-74.7862993,11.04890635,0.250561057,0.400062782,0.472049863,,,
-73.98975925,11.0039482,0.796540054,0.044958152,0.797807805,,,
-74.24603589,10.78050878,0.256276649,0.22343942,0.340004258,,,
-73.62700478,10.92794427,0.619031116,0.147435489,0.636346404,,,
-73.94898699,10.680053,0.32198221,0.247891264,0.40635283,,,
-74.09350684,11.07316398,0.144519853,0.393110973,0.418834365,,,
-73.56407999,10.62275001,0.529426854,0.450413966,0.695101097,,,
