X Position,Y Position,Time,_T,_X Pos,_Y Pos,,,,
2.214192673,-0.854831348,1509738109,,,,,Total Samples:,,5779
2.001202492,-0.963400954,1509738109,0.017560005,0.212990181,0.108569607,,Total X Distance:,,1020.042028
1.486406636,-1.092349651,1509738109,0.018750191,0.514795856,0.128948697,,Total Y Distance:,,1704.592813
1.408742593,-1.091582606,1509738109,0.021279812,0.077664043,0.000767045,,Total Time:,,120.9750202
0.627106479,-0.998422741,1509738109,0.029980183,0.781636114,0.093159865,,Avg Sampling Rate:,,47.77019249
-0.07969874,-0.986998505,1509738109,0.03125,0.706805219,0.011424236,,Total Distance,,2724.634842
-0.273048434,-0.907118594,1509738109,0.021209955,0.193349694,0.079879911,,,,
-1.11642923,-0.403366895,1509738109,0.019979954,0.843380796,0.503751699,,,,
-1.576178399,-0.040222361,1509738109,0.020349979,0.45974917,0.363144534,,,,
-1.709753638,0.251560797,1509738109,0.019779921,0.133575239,0.291783158,,,,
-1.824421986,0.59333174,1509738109,0.018740177,0.114668348,0.341770943,,,,
-2.451062745,0.64364494,1509738109,0.022469997,0.626640759,0.050313201,,,,
-2.809948572,0.89377705,1509738109,0.020020008,0.358885827,0.250132109,,,,
-3.227563041,1.034361418,1509738109,0.018669844,0.417614469,0.140584368,,,,
-3.45527611,1.53495135,1509738109,0.022540092,0.227713069,0.500589932,,,,
-3.45527611,1.53495135,1509738109,0.017499924,0,0,,,,
-3.97826444,2.151138084,1509738109,0.02624011,0.52298833,0.616186735,,,,
-4.087678997,2.368779667,1509738109,0.023749828,0.109414557,0.217641583,,,,
-4.52007897,3.619778268,1509738109,0.033750057,0.432399973,1.250998601,,,,
-4.712768367,4.082283253,1509738109,0.030009985,0.192689397,0.462504985,,,,
-4.650668693,5.336628356,1509738110,0.022540092,0.062099673,1.254345103,,,,
-4.5996661,6.195529434,1509738110,0.01996994,0.051002593,0.858901078,,,,
-4.504638282,7.828829236,1509738110,0.027470112,0.095027818,1.633299802,,,,
-4.393862589,8.654932969,1509738110,0.020009995,0.110775693,0.826103733,,,,
-3.802177095,9.363540422,1509738110,0.023759842,0.591685494,0.708607453,,,,
-3.19767482,10.50976841,1509738110,0.02876997,0.604502275,1.146227993,,,,
-2.698030347,11.50755463,1509738110,0.029960155,0.499644473,0.997786216,,,,
-2.500421862,11.72730576,1509738110,0.023759842,0.197608485,0.21975113,,,,
-2.273418504,11.39463229,1509738110,0.017500162,0.227003358,0.332673475,,,,
-2.140321125,10.64631738,1509738110,0.022490025,0.133097379,0.748314906,,,,
-2.616604898,9.60910189,1509738110,0.019999981,0.476283773,1.03721549,,,,
-2.616604898,9.60910189,1509738110,0.018719912,0,0,,,,
-2.478452268,8.910019393,1509738110,0.020050049,0.13815263,0.699082497,,,,
-2.593779382,8.831957056,1509738110,0.02125001,0.115327114,0.078062337,,,,
-2.649262397,8.441141793,1509738110,0.020009995,0.055483015,0.390815263,,,,
-2.799610722,8.257621947,1509738110,0.018759966,0.150348325,0.183519847,,,,
-2.596637637,7.524217624,1509738110,0.022469997,0.202973085,0.733404323,,,,
-2.82781382,7.269951492,1509738110,0.021260023,0.231176183,0.254266132,,,,
-2.729029503,7.192036938,1509738110,0.027509928,0.098784317,0.077914554,,,,
-2.585936234,6.883427482,1509738110,0.031229973,0.143093268,0.308609455,,,,
-2.39472163,6.620263978,1509738110,0.021510124,0.191214604,0.263163504,,,,
-2.336979686,6.187900328,1509738110,0.018490076,0.057741944,0.43236365,,,,
-2.405376697,5.79477967,1509738110,0.021229982,0.068397011,0.393120658,,,,
-2.23382518,4.826768017,1509738110,0.022519827,0.171551517,0.968011653,,,,
-2.236945786,4.412725901,1509738110,0.017510176,0.003120606,0.414042116,,,,
-2.025520323,4.177923756,1509738110,0.019989967,0.211425463,0.234802144,,,,
-2.580224075,3.375498665,1509738110,0.031219959,0.554703752,0.802425091,,,,
