X Position,Y Position,Time,_T,_X Pos,_Y Pos,,,,
40.24987133,-49.05552599,1509737810,,,,,Total Samples:,,5212
39.63280555,-48.31573719,1509737810,0.024990082,0.617065772,0.739788796,,Total X Distance:,,2363.086675
38.93670807,-47.35978752,1509737810,0.021260023,0.696097486,0.955949675,,Total Y Distance:,,6515.147994
38.39412789,-46.58414479,1509737810,0.018699884,0.542580182,0.77564273,,Total Time:,,120.93731
37.06682743,-44.28085427,1509737810,0.020009995,1.32730045,2.303290518,,Avg Sampling Rate:,,43.09670854
36.90073637,-42.97589204,1509737810,0.019989967,0.166091062,1.304962232,,Total Distance,,8878.234669
36.61155869,-41.7736542,1509737810,0.018740177,0.289177679,1.202237836,,,,
35.71321885,-40.77508589,1509737810,0.020020008,0.898339841,0.998568317,,,,
34.37877294,-39.53558401,1509737810,0.020059824,1.334445915,1.239501876,,,,
33.46758587,-39.37255986,1509737810,0.02621007,0.911187065,0.163024153,,,,
31.46521452,-39.76447939,1509737810,0.017549992,2.002371353,0.391919529,,,,
31.46521452,-39.76447939,1509737810,0.017450094,0,0,,,,
29.42831695,-40.97933492,1509737810,0.023749828,2.036897568,1.214855534,,,,
27.96969067,-41.49274749,1509737810,0.02128005,1.458626287,0.51341257,,,,
26.50357844,-43.3039871,1509737810,0.029989958,1.466112228,1.811239609,,,,
25.86272888,-44.68574365,1509737810,0.018759966,0.640849559,1.38175655,,,,
25.24522904,-46.06936844,1509737810,0.026200056,0.617499834,1.383624792,,,,
23.53509397,-48.58574754,1509737810,0.025010109,1.710135073,2.516379101,,,,
22.61149653,-51.29274957,1509737810,0.028739929,0.923597445,2.707002026,,,,
22.24506341,-52.76290935,1509737810,0.019989967,0.36643312,1.47015978,,,,
21.85638434,-53.93846666,1509737811,0.021239996,0.388679065,1.175557318,,,,
20.51512603,-54.62219093,1509737811,0.023770094,1.341258313,0.683724266,,,,
19.99197962,-53.64185241,1509737811,0.019989967,0.523146403,0.980338518,,,,
19.99197962,-53.64185241,1509737811,0.021270037,0,0,,,,
19.96131718,-53.03452485,1509737811,0.024980068,0.030662447,0.607327567,,,,
19.85875304,-52.62812874,1509737811,0.022479773,0.102564139,0.406396108,,,,
20.31839553,-51.75267195,1509737811,0.021320105,0.459642488,0.875456789,,,,
20.80367421,-50.37183681,1509737811,0.028640032,0.485278688,1.38083514,,,,
20.21673748,-47.79476434,1509737811,0.02132988,0.586936733,2.577072468,,,,
20.19805191,-46.28271494,1509737811,0.020020008,0.018685567,1.512049402,,,,
20.54802546,-41.07002052,1509737811,0.042500019,0.349973549,5.212694421,,,,
20.39302392,-36.07917978,1509737811,0.018730164,0.155001545,4.990840736,,,,
20.3353498,-34.06932217,1509737811,0.017429829,0.057674121,2.009857613,,,,
20.1535377,-32.88836387,1509737811,0.022570133,0.181812101,1.180958294,,,,
20.04017679,-32.05386181,1509737811,0.02125001,0.113360908,0.834502061,,,,
20.45799005,-30.46067943,1509737811,0.027499914,0.417813266,1.593182379,,,,
19.84101196,-27.91958422,1509737811,0.019989967,0.616978091,2.541095219,,,,
19.2596487,-26.62152596,1509737811,0.020009995,0.581363261,1.298058258,,,,
18.84254761,-24.95191989,1509737811,0.022530079,0.417101097,1.669606068,,,,
18.33897608,-21.50626323,1509737811,0.021140099,0.50357153,3.445656658,,,,
18.17431123,-20.19671255,1509737811,0.017589808,0.16466485,1.309550683,,,,
17.74338859,-18.80089845,1509737811,0.030030012,0.430922641,1.395814102,,,,
17.90574523,-17.55030392,1509737811,0.022510052,0.162356642,1.25059453,,,,
18.66021732,-17.9145803,1509737811,0.02128005,0.754472092,0.364276382,,,,
18.66021732,-17.9145803,1509737811,0.017390013,0,0,,,,
18.89699731,-18.50534254,1509737811,0.019999981,0.236779994,0.590762241,,,,
19.97624456,-19.67290515,1509737811,0.023750067,1.079247249,1.16756261,,,,
20.64031946,-20.3796085,1509737811,0.028749943,0.664074896,0.706703347,,,,
21.10646946,-20.36154686,1509737811,0.018689871,0.466150006,0.018061639,,,,
21.48413672,-19.86153974,1509737811,0.020030022,0.377667257,0.500007122,,,,
21.82780498,-19.11246525,1509737811,0.022439957,0.343668259,0.749074486,,,,
22.16892028,-18.05345432,1509737811,0.018810034,0.341115305,1.059010935,,,,
22.90474301,-16.48469762,1509737811,0.019980192,0.735822727,1.568756699,,,,
23.37292321,-14.93359244,1509737811,0.028809786,0.468180201,1.551105172,,,,
23.65331416,-14.19868522,1509737811,0.020040035,0.280390946,0.734907222,,,,
24.22098022,-13.89816415,1509737811,0.022490025,0.567666059,0.300521073,,,,
24.6064185,-13.94029391,1509737811,0.020009995,0.38543828,0.042129765,,,,
