X Position,Y Position,Time,_T,_X Pos,_Y Pos,,,,
35.61438717,-27.66134752,1509737576,0.018750191,0.010734446,0.10345734,,,,
35.19013388,-27.52692874,1509737576,0.028820038,0.424253292,0.134418777,,,,
34.83164312,-27.16397255,1509737576,0.01996994,0.358490752,0.362956192,,,,
34.81875319,-27.09964425,1509737576,0.02373004,0.012889929,0.064328297,,,,
34.42931741,-27.49067218,1509737576,0.028749943,0.389435783,0.391027928,,,,
34.01669259,-27.48869092,1509737576,0.019989967,0.412624821,0.001981259,,,,
33.97371516,-27.74396301,1509737576,0.020020008,0.042977427,0.255272083,,,,
33.75776086,-27.90695432,1509737576,0.018739939,0.215954306,0.162991317,,,,
33.0995152,-28.41244706,1509737576,0.031229973,0.658245658,0.505492741,,,,
32.58727073,-29.19324933,1509737576,0.028750181,0.512244474,0.780802261,,,,
32.12232061,-29.4038014,1509737576,0.019999981,0.464950112,0.210552072,,,,
31.20007428,-29.7574276,1509737576,0.021260023,0.922246339,0.353626203,,,,
30.78278362,-29.9096121,1509737576,0.019979954,0.417290652,0.152184495,,,,
29.63344899,-30.23058078,1509737576,0.029999971,1.149334631,0.320968686,,,,
28.22694807,-30.62719691,1509737576,0.032500029,1.40650092,0.396616123,,,,
27.59758473,-30.49613188,1509737576,0.018769979,0.629363338,0.131065029,,,,
26.83559177,-30.64151816,1509737576,0.02125001,0.761992967,0.145386286,,,,
25.72930074,-31.03467744,1509737576,0.021229982,1.106291029,0.39315928,,,,
25.09594049,-31.10169595,1509737576,0.017529964,0.63336025,0.067018513,,,,
24.39711013,-31.35366186,1509737576,0.02125001,0.698830355,0.251965905,,,,
23.37289057,-31.84715978,1509737576,0.018790007,1.024219562,0.493497921,,,,
23.04789328,-32.12926564,1509737576,0.021199942,0.324997292,0.282105864,,,,
21.71711554,-32.97987849,1509737576,0.022500038,1.330777736,0.850612843,,,,
20.20792963,-34.54208595,1509737576,0.027489901,1.509185916,1.562207462,,,,
19.19130984,-35.42783919,1509737576,0.023740053,1.016619791,0.88575324,,,,
18.26002693,-36.54201621,1509737576,0.018759966,0.931282909,1.114177018,,,,
16.8796965,-37.60778469,1509737576,0.020050049,1.380330422,1.065768484,,,,
14.87503468,-40.04506369,1509737576,0.018700123,2.004661826,2.437278999,,,,
13.70361092,-40.77374961,1509737576,0.020009995,1.171423757,0.728685922,,,,
12.81650181,-41.28310076,1509737576,0.022500038,0.887109117,0.509351149,,,,
