-0.007955264,-19.8555907782,1506365255.4243,Time Diff,X dist,Y dist
-6.6523860345,-8.5035125036,1506365267.41576,0.0262470245,0.1399335239,0.241868555
-6.1007911393,-9.7075023765,1506365267.44076,0.0250020027,0.5515948952,1.2039898729
-6.0179484213,-10.1180218927,1506365267.46076,0.0200021267,0.082842718,0.4105195163
-5.5753611612,-11.168878056,1506365267.49076,0.0299949646,0.4425872601,1.0508561633
-5.6833675413,-11.6102807883,1506365267.512,0.0212409496,0.1080063801,0.4414027323
-5.2590749608,-12.608054664,1506365267.54199,0.0299959183,0.4242925805,0.9977738757
-4.8908690112,-13.8552996699,1506365267.56829,0.0262920856,0.3682059495,1.2472450059
-4.4934361348,-14.3709016521,1506365267.59326,0.0249710083,0.3974328764,0.5156019822
-4.6359141348,-15.3892799991,1506365267.6145,0.0212481022,0.142478,1.018378347
-4.1938879167,-15.43024483,1506365267.6345,0.0199987888,0.4420262181,0.0409648308
-4.2650839202,-15.7305854335,1506365267.65451,0.0200021267,0.0711960035,0.3003406035
-4.1699810615,-15.8640276184,1506365267.6745,0.0199990273,0.0951028587,0.1334421849
-3.8501832196,-15.8705481422,1506365267.6945,0.0199980736,0.3197978419,0.0065205238
-3.7710376634,-15.8750005843,1506365267.71575,0.0212519169,0.0791455562,0.0044524421
-3.6448655127,-15.6760146125,1506365267.73575,0.0199990273,0.1261721507,0.1989859718
-3.5958548402,-15.6029716553,1506365267.75575,0.0200018883,0.0490106725,0.0730429572
-3.6036558385,-15.1103418308,1506365267.77574,0.0199840069,0.0078009983,0.4926298245
-3.5851621457,-14.7395631565,1506365267.797,0.0212619305,0.0184936929,0.3707786743
-3.8399888124,-14.2985581004,1506365267.8195,0.0224981308,0.2548266668,0.4410050561
-4.2165061999,-13.9946766853,1506365267.83825,0.0187540054,0.3765173875,0.3038814151
-4.7065389654,-13.2400215209,1506365267.857,0.018748045,0.4900327655,0.7546551644
-4.8108175603,-12.6992561909,1506365267.87955,0.0225520134,0.1042785949,0.54076533
-5.1482753931,-12.1817521931,1506365267.89951,0.0199518204,0.3374578328,0.5175039978
-5.3576345661,-11.7599155376,1506365267.91828,0.0187799931,0.209359173,0.4218366556
-5.9772732624,-11.2601789566,1506365267.9495,0.0312180519,0.6196386963,0.4997365809
-6.4887375099,-10.6995858253,1506365267.96829,0.018789053,0.5114642475,0.5605931313
-6.7620415944,-10.5973452411,1506365267.99074,0.0224459171,0.2733040845,0.1022405842
-6.6412284709,-10.401986002,1506365268.00951,0.0187671185,0.1208131234,0.1953592392
-6.6876845806,-10.1004511056,1506365268.05076,0.0412590504,0.0464561097,0.3015348963
-7.0102599495,-9.0157808911,1506365268.07077,0.0200028419,0.3225753689,1.0846702145
-7.2974441658,-9.0624320468,1506365268.09201,0.021241188,0.2871842162,0.0466511557
-6.7414240327,-8.879107947,1506365268.11201,0.0199987888,0.556020133,0.1833240998
-6.6799089032,-8.7724335611,1506365268.13075,0.0187451839,0.0615151295,0.1066743859
-6.4324427508,-8.8070524485,1506365268.152,0.0212488174,0.2474661524,0.0346188874
-6.144743755,-8.8116664852,1506365268.1733,0.0213019848,0.2876989958,0.0046140366
-5.8274934529,-8.5811841731,1506365268.20212,0.0288162231,0.317250302,0.230482312
-5.5066248521,-8.8301484071,1506365268.22198,0.0198578835,0.3208686008,0.248964234
-5.1648451388,-9.1793520754,1506365268.24448,0.0225028992,0.3417797133,0.3492036683
-4.416059142,-9.276197189,1506365268.26325,0.0187711716,0.7487859968,0.0968451135
-3.8988987616,-9.0244103196,1506365268.28323,0.0199799538,0.5171603804,0.2517868694
-3.4708091882,-8.9918648645,1506365268.30449,0.0212540627,0.4280895735,0.0325454551
-3.2035108684,-8.9524429675,1506365268.32451,0.0200238228,0.2672983198,0.039421897
-2.923800048,-8.6474522747,1506365268.34575,0.0212390423,0.2797108204,0.3049906928
-2.7194310143,-8.6770056527,1506365268.3645,0.0187540054,0.2043690337,0.0295533779
-3.12856486,-8.4075960853,1506365268.38575,0.0212521553,0.4091338457,0.2694095674
-3.3055709432,-8.1519054817,1506365268.40575,0.0199949741,0.1770060832,0.2556906036
-3.9447694983,-7.6817537746,1506365268.42575,0.0199990273,0.6391985551,0.4701517071
-3.7963937226,-7.1760141363,1506365268.4483,0.0225508213,0.1483757757,0.5057396383
-3.7299242159,-6.9603117989,1506365268.4671,0.0187959671,0.0664695067,0.2157023374
-4.2600617206,-6.6651195553,1506365268.48831,0.0212152004,0.5301375046,0.2951922436
-4.8240749796,-6.312078935,1506365268.50707,0.0187618732,0.564013259,0.3530406203
-4.7950186204,-5.8925865588,1506365268.52705,0.019974947,0.0290563592,0.4194923762
-5.2131909712,-5.4939161771,1506365268.54825,0.0211980343,0.4181723508,0.3986703816
-5.4763320761,-5.0148807672,1506365268.56832,0.0200760365,0.2631411049,0.4790354099
-5.5570280147,-4.3543497121,1506365268.58827,0.0199439526,0.0806959387,0.6605310551
-5.8205286312,-3.6290607648,1506365268.6095,0.0212349892,0.2635006164,0.7252889472
-6.0132778481,-3.3274992597,1506365268.627,0.0175001621,0.192749217,0.3015615051
-6.1520337992,-2.9199841842,1506365268.65075,0.0237448215,0.1387559511,0.4075150755
-6.9230884855,-2.4311943074,1506365268.6695,0.0187540054,0.7710546863,0.4887898768
-7.5087809395,-2.1214529837,1506365268.69076,0.0212621689,0.5856924539,0.3097413237
-7.7846465673,-1.9187331738,1506365268.71075,0.0199868679,0.2758656278,0.2027198099
-7.9106899446,-1.9843329344,1506365268.74075,0.0299999714,0.1260433773,0.0655997605
-8.1804021658,-1.8877847292,1506365268.76075,0.0200049877,0.2697122212,0.0965482051
-8.4662057016,-2.1248640104,1506365268.78201,0.02125597,0.2858035358,0.2370792812
-8.2536643119,-2.5060616432,1506365268.802,0.0199890137,0.2125413897,0.3811976327
-8.5895275851,-2.5208942048,1506365268.822,0.020001173,0.3358632732,0.0148325616
-8.575384038,-2.8292661805,1506365268.84333,0.0213329792,0.0141435471,0.3083719757
-9.1942846865,-3.6078933486,1506365268.86327,0.0199329853,0.6189006486,0.778627168
-9.147870791,-3.775507659,1506365268.88327,0.0200030804,0.0464138955,0.1676143104
-9.1028482743,-4.0918664233,1506365268.90456,0.0212869644,0.0450225168,0.3163587643
-9.4774362348,-4.7461089036,1506365268.9233,0.0187489986,0.3745879606,0.6542424803
-9.8183502892,-5.4883322758,1506365268.94453,0.0212209225,0.3409140543,0.7422233722
-10.2405600911,-5.8182703521,1506365268.9646,0.020070076,0.4222098019,0.3299380764
-10.1615683336,-6.1792760425,1506365268.98455,0.0199580193,0.0789917575,0.3610056904
-10.3094134374,-6.4728041076,1506365269.00579,0.0212368965,0.1478451038,0.2935280651
-10.3302384446,-6.6975055253,1506365269.02575,0.0199580193,0.0208250072,0.2247014178
-10.6739907005,-6.827085891,1506365269.04574,0.0199949741,0.3437522559,0.1295803657
-10.7285748948,-6.8279621287,1506365269.06699,0.0212500095,0.0545841943,0.0008762376
-10.7177914461,-6.8522983871,1506365269.08574,0.018750906,0.0107834488,0.0243362585
-11.4200204512,-7.0359831754,1506365269.10827,0.0225260258,0.7022290051,0.1836847883
-11.8462332571,-7.0198938538,1506365269.127,0.0187251568,0.426212806,0.0160893217
-11.7772700786,-7.0906518103,1506365269.15074,0.0237410069,0.0689631785,0.0707579566
-11.9970328874,-7.3401620355,1506365269.16949,0.0187540054,0.2197628088,0.2495102252
-12.0972765601,-7.6615819653,1506365269.18948,0.0199899673,0.1002436727,0.3214199298
-12.2049074621,-7.7732029024,1506365269.20828,0.0187950134,0.107630902,0.111620937
-12.443679871,-7.6840859971,1506365269.22824,0.0199639797,0.2387724089,0.0891169053
-12.3627144938,-7.9901875506,1506365269.25959,0.0313489437,0.0809653772,0.3061015535
-12.0296348973,-7.9762918564,1506365269.27959,0.0199999809,0.3330795965,0.0138956942
-11.9407635461,-8.1989144668,1506365269.3008,0.0212140083,0.0888713512,0.2226226104
-11.8068267308,-8.1520663359,1506365269.31957,0.018764019,0.1339368154,0.0468481309
-11.7687126445,-8.1888062517,1506365269.34082,0.0212569237,0.0381140863,0.0367399157
-11.4751061313,-8.3870687133,1506365269.36082,0.020001173,0.2936065132,0.1982624616
-11.0561969462,-8.5655951648,1506365269.38083,0.0200049877,0.4189091851,0.1785264515
-10.90767919,-8.6237555988,1506365269.40202,0.0211949348,0.1485177562,0.058160434
-10.9587758224,-8.4363950871,1506365269.42332,0.0212979317,0.0510966324,0.1873605117
-11.1699576809,-8.5253593314,1506365269.44207,0.0187439919,0.2111818584,0.0889642444
-10.944988892,-8.3813048404,1506365269.46457,0.0225069523,0.2249687889,0.144054491
-11.0133748605,-8.4456804056,1506365269.48332,0.018748045,0.0683859686,0.0643755651
-11.3180945556,-8.2580589341,1506365269.50334,0.0200181007,0.304719695,0.1876214715
-10.9271574639,-8.1311671537,1506365269.52333,0.0199949741,0.3909370917,0.1268917804
-11.3729512794,-7.6693558258,1506365269.54339,0.0200579166,0.4457938155,0.4618113279
-11.4649444324,-7.8523079198,1506365269.5645,0.0211081505,0.091993153,0.182952094
-11.8211600423,-7.7458915658,1506365269.58452,0.0200219154,0.35621561,0.106416354
-11.2727766461,-7.9656720532,1506365269.61452,0.0299949646,0.5483833962,0.2197804874
-11.3417358443,-8.166487103,1506365269.63577,0.02125597,0.0689591981,0.2008150498
-10.7760223489,-7.9757825314,1506365269.65574,0.0199711323,0.5657134954,0.1907045715
-10.0944056026,-8.0422828959,1506365269.67952,0.0237770081,0.6816167463,0.0665003644
-10.0499281711,-7.9411458189,1506365269.69835,0.0188298225,0.0444774315,0.101137077
-9.9254713753,-8.059086646,1506365269.71702,0.0186691284,0.1244567959,0.1179408272
-9.935113655,-8.1733558648,1506365269.73702,0.0200009346,0.0096422797,0.1142692188
-9.7682632763,-8.1446159182,1506365269.7582,0.0211770535,0.1668503787,0.0287399466
-9.6394093375,-8.2378257205,1506365269.77826,0.0200588703,0.1288539388,0.0932098023
-9.7725116437,-8.1993376751,1506365269.79952,0.0212671757,0.1331023062,0.0384880455
-9.8243464598,-8.4433791663,1506365269.81826,0.0187330246,0.0518348161,0.2440414913
-10.2175239844,-8.7309004753,1506365269.83826,0.0199987888,0.3931775245,0.287521309
-10.1327003974,-8.7372685371,1506365269.85947,0.0212152004,0.0848235869,0.0063680618
-10.5943302141,-8.8998022908,1506365269.87947,0.0199990273,0.4616298166,0.1625337537
-10.7388386472,-9.1559153514,1506365269.90067,0.0211968422,0.1445084332,0.2561130605
-11.1577298854,-9.5116097631,1506365269.91956,0.0188910961,0.4188912382,0.3556944118
-11.2429304727,-9.7473520587,1506365269.94072,0.02115798,0.0852005873,0.2357422956
-11.6483539307,-9.7175965234,1506365269.96199,0.0212740898,0.405423458,0.0297555354
-12.018021007,-9.5156221549,1506365269.98072,0.0187308788,0.3696670764,0.2019743684
-12.4622485516,-9.7998334692,1506365270.00073,0.0200068951,0.4442275446,0.2842113142
-12.7797302544,-9.6687809943,1506365270.02197,0.021241188,0.3174817028,0.1310524749
-12.6999395113,-9.4888383294,1506365270.04198,0.0200068951,0.0797907431,0.1799426648
-12.9727124244,-9.1736003451,1506365270.06204,0.0200669765,0.2727729131,0.3152379843
-13.2848428982,-8.7217312671,1506365270.0833,0.0212571621,0.3121304738,0.451869078
-13.6526939809,-7.9784853602,1506365270.11456,0.0312638283,0.3678510827,0.7432459069
-13.2868552323,-7.7063656163,1506365270.13324,0.0186750889,0.3658387486,0.272119744
-13.1923357907,-7.4141380541,1506365270.15323,0.0199940205,0.0945194416,0.2922275621
-13.1639999743,-6.9452302536,1506365270.17572,0.0224878788,0.0283358164,0.4689078005
-12.6772699812,-6.849184632,1506365270.19447,0.018748045,0.4867299932,0.0960456216
-12.7380575938,-6.1582091058,1506365270.21447,0.020004034,0.0607876127,0.6909755263
-12.4965166786,-5.5992636382,1506365270.23448,0.0200030804,0.2415409152,0.5589454676
-11.8918516633,-5.1142506012,1506365270.26572,0.0312478542,0.6046650153,0.485013037
-11.7303447686,-4.6316427376,1506365270.28702,0.021294117,0.1615068947,0.4826078636
-11.3870117578,-4.3144081775,1506365270.30574,0.018725872,0.3433330108,0.3172345602
-11.7037137712,-3.9137587769,1506365270.32698,0.0212361813,0.3167020133,0.4006494006
-11.8845544213,-3.4102629056,1506365270.34698,0.0199968815,0.1808406501,0.5034958713
-11.3746805246,-3.0954661546,1506365270.36699,0.0200080872,0.5098738967,0.314796751
-11.6591468584,-2.5354180896,1506365270.38699,0.0199999809,0.2844663338,0.560048065
-11.8292475157,-2.3046387451,1506365270.40824,0.0212569237,0.1701006574,0.2307793445
-11.5632091395,-2.303071254,1506365270.42948,0.0212368965,0.2660383762,0.0015674911
-11.5458918717,-2.2201808442,1506365270.44828,0.0188031197,0.0173172678,0.0828904098
-11.1239287513,-2.2889571449,1506365270.46824,0.0199549198,0.4219631204,0.0687763007
-10.766383143,-2.0206683556,1506365270.48949,0.0212481022,0.3575456083,0.2682887893
-10.6914396404,-2.1682152078,1506365270.50948,0.0199930668,0.0749435026,0.1475468521
-10.6800905825,-2.033116772,1506365270.52947,0.0199878216,0.0113490579,0.1350984357
-11.1041375298,-1.5359839669,1506365270.55078,0.0213181973,0.4240469474,0.4971328052
-10.9122297091,-1.3498431671,1506365270.57073,0.019949913,0.1919078208,0.1861407997
-10.481328701,-1.3524412289,1506365270.61077,0.0400400162,0.4309010081,0.0025980617
-10.7378555175,-1.2722621689,1506365270.63197,0.0211999416,0.2565268165,0.0801790599
-10.8494854063,-1.4076920732,1506365270.65323,0.0212581158,0.1116298888,0.1354299043
-10.7907592726,-1.514214233,1506365270.67447,0.0212419033,0.0587261337,0.1065221597
-11.0876801547,-1.5937630226,1506365270.69449,0.0200109482,0.2969208822,0.0795487896
-11.2006771479,-1.5679245547,1506365270.71323,0.0187461376,0.1129969932,0.0258384679
-11.2447544938,-1.7556638055,1506365270.73323,0.0199999809,0.044077346,0.1877392508
-11.3942306573,-1.7554075029,1506365270.75323,0.0199999809,0.1494761635,0.0002563026
-11.2125762614,-1.7965504846,1506365270.77449,0.0212550163,0.1816543959,0.0411429817
-10.9151868882,-1.9335970584,1506365270.79448,0.0199918747,0.2973893733,0.1370465738
-11.0181188993,-2.4800176375,1506365270.81449,0.0200090408,0.1029320112,0.5464205791
-10.8098842461,-2.6229081531,1506365270.8345,0.0200109482,0.2082346532,0.1428905156
-10.5168381671,-3.168980599,1506365270.85573,0.0212340355,0.293046079,0.5460724459
-10.4967275251,-4.0410790015,1506365270.87574,0.0200071335,0.020110642,0.8720984025
-10.6187651722,-4.5895070123,1506365270.89696,0.0212228298,0.1220376471,0.5484280108
-10.1818553677,-5.3205558598,1506365270.91574,0.0187821388,0.4369098045,0.7310488475
-9.697935757,-6.2444582063,1506365270.93817,0.0224289894,0.4839196107,0.9239023465
-8.7616191801,-8.3819849101,1506365270.95834,0.0201678276,0.9363165768,2.1375267038
-8.0642541134,-9.4313728991,1506365270.977,0.0186622143,0.6973650667,1.049387989
-7.5452675059,-10.4903648442,1506365270.99698,0.0199768543,0.5189866075,1.0589919451
-6.8945910822,-11.2312606528,1506365271.01828,0.0212991238,0.6506764237,0.7408958086
-6.084268595,-11.7385838365,1506365271.03821,0.019933939,0.8103224872,0.5073231837
-5.7018011187,-11.8550879312,1506365271.0583,0.0200879574,0.3824674763,0.1165040947
-5.5743348228,-11.5468425166,1506365271.07961,0.0213041306,0.1274662959,0.3082454146
-4.9401174595,-11.2915826682,1506365271.09949,0.0198848248,0.6342173633,0.2552598484
48.9809896331,-42.7415151783,1506365271.13197,0.0324771404,53.9211070925,31.4499325101
-4.6774714863,-10.3953181739,1506365271.15199,0.0200200081,53.6584611194,32.3461970044
-5.0500958113,-9.8283371158,1506365271.17079,0.0188019276,0.3726243249,0.5669810581
-4.9271994449,-9.4693547665,1506365271.19211,0.0213160515,0.1228963664,0.3589823493
-5.0018084567,-9.0510642437,1506365271.21075,0.0186450481,0.0746090118,0.4182905228
-5.1389535638,-8.5115644799,1506365271.23078,0.0200278759,0.1371451071,0.5394997638
-5.2402560217,-7.866049223,1506365271.2521,0.0213239193,0.101302458,0.6455152569
-5.6464655465,-7.5689436721,1506365271.27216,0.0200560093,0.4062095248,0.2971055509
-6.0090331832,-7.3584158016,1506365271.29218,0.0200190544,0.3625676367,0.2105278705
-6.2246454873,-7.2773171028,1506365271.31342,0.0212380886,0.2156123042,0.0810986988
-6.8769709727,-6.7605538456,1506365271.33341,0.0199968815,0.6523254853,0.5167632572
-6.9145696756,-6.8659080886,1506365271.35341,0.0199999809,0.0375987029,0.1053542431
-7.4368961723,-6.8150865054,1506365271.37464,0.0212290287,0.5223264968,0.0508215832
-7.6693429434,-6.9637424314,1506365271.3934,0.0187571049,0.2324467711,0.148655926
-7.5145814709,-7.2116090799,1506365271.41464,0.0212440491,0.1547614725,0.2478666484
-7.4851879731,-7.8345148834,1506365271.44464,0.0299999714,0.0293934978,0.6229058035
-6.9858534721,-8.1893478525,1506365271.46465,0.0200028419,0.499334501,0.3548329692
-7.2381512442,-8.6448481052,1506365271.48589,0.0212461948,0.2522977722,0.4555002526
-7.0752469927,-9.1705086345,1506365271.50702,0.021132946,0.1629042515,0.5256605293
-6.6700855777,-10.1922346189,1506365271.5259,0.0188789368,0.405161415,1.0217259844
-6.2345651932,-10.7644994154,1506365271.54841,0.0225040913,0.4355203845,0.5722647966
-6.0104357069,-11.345632054,1506365271.56953,0.0211188793,0.2241294863,0.5811326386
-5.5521603313,-11.8583678697,1506365271.58841,0.0188801289,0.4582753756,0.5127358157
-4.7373807894,-13.6754336483,1506365271.60832,0.0199148655,0.8147795419,1.8170657786
-4.2458124838,-14.2656330672,1506365271.62842,0.0201001167,0.4915683056,0.5901994188
-4.2581533315,-14.6532610264,1506365271.64841,0.0199859142,0.0123408477,0.3876279593
-4.2442815019,-14.8094133028,1506365271.66952,0.021116972,0.0138718296,0.1561522763
-4.1394791378,-15.5956098692,1506365271.68841,0.0188810825,0.1048023641,0.7861965664
-3.9759657132,-15.6095538511,1506365271.71079,0.0223798752,0.1635134246,0.0139439819
-4.0795012106,-15.8614389959,1506365271.72966,0.0188751221,0.1035354974,0.2518851448
-3.9285308739,-16.8104499422,1506365271.75965,0.0299868584,0.1509703367,0.9490109463
-3.5165026771,-17.442424868,1506365271.77965,0.020001173,0.4120281969,0.6319749258
-3.2463596748,-17.5566288934,1506365271.80084,0.0211918354,0.2701430023,0.1142040254
-2.8901370268,-17.8609624412,1506365271.82091,0.0200681686,0.356222648,0.3043335478
-3.0460661197,-17.7118212606,1506365271.84203,0.021119833,0.1559290929,0.1491411806
-3.0741533205,-17.7935056209,1506365271.8609,0.0188691616,0.0280872008,0.0816843603
-2.5629418669,-17.7407053542,1506365271.87965,0.018750906,0.5112114536,0.0528002667
-2.7899409867,-17.8018745229,1506365271.90215,0.0225040913,0.2269991198,0.0611691687
-2.5844041271,-17.6821164311,1506365271.92215,0.0199999809,0.2055368597,0.1197580918
-3.1205006375,-17.5355751805,1506365271.94339,0.0212349892,0.5360965105,0.1465412506
-2.8092933993,-17.319811847,1506365271.96214,0.018750906,0.3112072383,0.2157633335
-3.3691680215,-17.1398463846,1506365271.98215,0.0200099945,0.5598746222,0.1799654625
-3.9687415705,-17.1265056486,1506365272.00336,0.021214962,0.599573549,0.013340736
-4.2653615971,-17.1028583858,1506365272.02336,0.0199930668,0.2966200266,0.0236472627
-4.7722267356,-17.4853414113,1506365272.04335,0.019990921,0.5068651385,0.3824830254
-5.5182840843,-18.72674264,1506365272.06336,0.0200102329,0.7460573487,1.2414012288
-5.8701124787,-19.4801652034,1506365272.0859,0.0225429535,0.3518283944,0.7534225633
-6.4054762603,-20.0761579478,1506365272.10465,0.0187499523,0.5353637816,0.5959927444
-6.6902815192,-21.2461872514,1506365272.12463,0.0199818611,0.2848052589,1.1700293037
-7.1402942237,-21.9710739407,1506365272.14588,0.021253109,0.4500127045,0.7248866893
-7.1815088636,-22.6567329294,1506365272.1659,0.0200190544,0.0412146399,0.6856589886
-7.0746855433,-22.8672541881,1506365272.18589,0.0199818611,0.1068233202,0.2105212587
-6.4215902735,-23.2983510509,1506365272.20589,0.020004034,0.6530952698,0.4310968629
-6.2477840354,-23.6204565524,1506365272.22714,0.0212459564,0.1738062381,0.3221055015
-6.2876084588,-23.8021138515,1506365272.24709,0.0199542046,0.0398244234,0.1816572991
-5.9251602384,-23.7271544543,1506365272.26713,0.0200419426,0.3624482204,0.0749593972
-5.5796621551,-23.932992258,1506365272.2871,0.0199639797,0.3454980832,0.2058378037
-5.3449611217,-23.7876746324,1506365272.30839,0.0212929249,0.2347010335,0.1453176256
-5.2024153552,-23.7460093464,1506365272.3284,0.0200109482,0.1425457664,0.0416652859
-5.2547062786,-23.7514581032,1506365272.3484,0.0200002193,0.0522909234,0.0054487568
-4.8810677383,-23.6880402794,1506365272.36965,0.0212488174,0.3736385403,0.0634178238
-4.7014978033,-23.5858255852,1506365272.3884,0.0187499523,0.1795699349,0.1022146941
-4.9748969021,-23.8217834078,1506365272.40965,0.0212550163,0.2733990988,0.2359578226
-5.0969630307,-23.5092614173,1506365272.43091,0.0212562084,0.1220661285,0.3125219905
-4.8519634642,-23.6878348376,1506365272.44964,0.0187249184,0.2449995664,0.1785734203
-5.280223681,-23.5682455281,1506365272.46965,0.0200140476,0.4282602168,0.1195893095
-4.8748384931,-23.7141068272,1506365272.49215,0.0225028992,0.4053851879,0.1458612991
-4.9510587002,-23.7035719235,1506365272.5109,0.0187439919,0.0762202071,0.0105349038
-4.9950498526,-23.8904881699,1506365272.5309,0.0200009346,0.0439911524,0.1869162465
-5.2305682879,-23.9880824805,1506365272.5509,0.020001173,0.2355184353,0.0975943105
-5.2470625566,-24.1528112535,1506365272.57215,0.0212488174,0.0164942688,0.1647287731
-4.9179262321,-24.2556234509,1506365272.59338,0.0212321281,0.3291363245,0.1028121974
-4.3447920991,-24.8813600551,1506365272.61214,0.0187568665,0.5731341331,0.6257366042
-4.5196962073,-25.3202135443,1506365272.63338,0.021239996,0.1749041083,0.4388534893
-3.5004051859,-26.0779008383,1506365272.66335,0.0299761295,1.0192910214,0.7576872939
-3.2488647955,-26.1768243769,1506365272.6834,0.0200479031,0.2515403904,0.0989235387
-2.9674359478,-26.6162843139,1506365272.7034,0.0199971199,0.2814288477,0.439459937
-2.9826450945,-26.8654025813,1506365272.7234,0.0199999809,0.0152091467,0.2491182674
-2.3292086346,-26.7887505865,1506365272.7446,0.0212030411,0.6534364599,0.0766519948
-2.1279517527,-26.7005445938,1506365272.7659,0.0212948322,0.2012568819,0.0882059927
-2.1054136967,-26.7483331573,1506365272.78463,0.0187320709,0.022538056,0.0477885635
-1.8747295852,-26.6661065923,1506365272.80707,0.0224449635,0.2306841116,0.082226565
-1.2973467365,-26.5946260198,1506365272.82712,0.0200440884,0.5773828486,0.0714805724
-1.1189615429,-26.4499001796,1506365272.84838,0.0212669373,0.1783851936,0.1447258403
-0.913202232,-26.5931157162,1506365272.86838,0.0200009346,0.2057593109,0.1432155366
-0.7586148321,-26.4942222122,1506365272.88713,0.0187420845,0.1545873998,0.098893504
-0.4993817848,-26.4969642115,1506365272.90714,0.0200121403,0.2592330474,0.0027419993
-0.3230612531,-26.4247971206,1506365272.92714,0.0200018883,0.1763205317,0.0721670909
-0.2963621188,-26.6292157794,1506365272.94712,0.0199840069,0.0266991343,0.2044186587
0.0099434098,-26.6050530263,1506365272.96834,0.0212171078,0.3063055286,0.0241627531
0.5680913064,-26.4388673306,1506365272.98839,0.0200448036,0.5581478965,0.1661856957
0.3384802577,-26.3906969823,1506365273.00838,0.0199980736,0.2296110487,0.0481703483
1.2039611792,-26.3895721971,1506365273.02838,0.0199930668,0.8654809215,0.0011247851
0.7952742155,-26.3143035696,1506365273.04963,0.0212519169,0.4086869637,0.0752686276
1.7635597757,-26.4316572189,1506365273.07089,0.0212631226,0.9682855601,0.1173536493
2.1975905368,-26.4819186441,1506365273.09089,0.0199978352,0.4340307611,0.0502614252
2.0936427272,-26.5934280744,1506365273.11089,0.0200021267,0.1039478095,0.1115094302
2.5542963182,-26.8128912839,1506365273.13089,0.0200018883,0.460653591,0.2194632096
2.6536571555,-26.9035266873,1506365273.17089,0.0399980545,0.0993608372,0.0906354033
2.9364102508,-26.9250000408,1506365273.19213,0.0212368965,0.2827530953,0.0214733535
3.0399315164,-26.7476002284,1506365273.21339,0.0212571621,0.1035212656,0.1773998124
3.0184121865,-26.6524660747,1506365273.23339,0.0200018883,0.0215193299,0.0951341537
2.7606510714,-26.546532846,1506365273.25213,0.0187399387,0.257761115,0.1059332287
3.0114864713,-26.2860180494,1506365273.27337,0.0212450027,0.2508353999,0.2605147965
2.9341437202,-26.0067094725,1506365273.29463,0.0212600231,0.0773427512,0.2793085769
2.5991189771,-25.6818059651,1506365273.32338,0.0287430286,0.3350247431,0.3249035074
1.8786915086,-24.6801941882,1506365273.34589,0.0225150585,0.7204274685,1.0016117768
1.6468373751,-24.1697993749,1506365273.36465,0.0187630653,0.2318541335,0.5103948134
1.1824433127,-23.5334329473,1506365273.38466,0.0200028419,0.4643940624,0.6363664276
0.8986726135,-23.0439768105,1506365273.40464,0.0199861526,0.2837706992,0.4894561368
-0.3571167313,-22.3841045797,1506365273.42589,0.0212459564,1.2557893448,0.6598722308
-0.6665417242,-22.0113425443,1506365273.44588,0.0199890137,0.3094249929,0.3727620354
-1.4397606007,-21.6138633913,1506365273.46589,0.0200150013,0.7732188765,0.397479153
-1.7709647553,-21.3884573467,1506365273.48589,0.0199990273,0.3312041546,0.2254060446
-2.9257387978,-21.0617668243,1506365273.50714,0.0212500095,1.1547740425,0.3266905224
-3.4343144428,-20.8527467129,1506365273.52839,0.0212509632,0.508575645,0.2090201113
-3.6805958632,-20.7768599619,1506365273.54714,0.0187458992,0.2462814204,0.075886751
-3.9071714313,-20.5581575907,1506365273.56961,0.0224671364,0.226575568,0.2187023712
-5.1760330255,-20.429857626,1506365273.58835,0.0187418461,1.2688615942,0.1282999647
-5.1833992797,-20.4802280831,1506365273.60834,0.01998806,0.0073662542,0.0503704572
-5.4612782048,-20.5935201124,1506365273.62964,0.0213041306,0.277878925,0.1132920293
-5.7563929559,-20.5061475201,1506365273.64965,0.0200078487,0.2951147512,0.0873725923
-6.5389839012,-19.8754004715,1506365273.66965,0.0199990273,0.7825909453,0.6307470485
-6.6982904338,-19.4538020156,1506365273.68964,0.0199959278,0.1593065327,0.4215984559
-7.0974068285,-19.3702017983,1506365273.70965,0.020004034,0.3991163947,0.0836002173
-7.1595567659,-18.9690037655,1506365273.73215,0.0225000381,0.0621499374,0.4011980328
-7.681139636,-18.4293781298,1506365273.75336,0.021214962,0.5215828701,0.5396256357
-7.7197122893,-17.7363082214,1506365273.77589,0.0225269794,0.0385726533,0.6930699084
-8.0666951502,-16.96454663,1506365273.80088,0.0249881744,0.3469828609,0.7717615913
-8.2687427345,-16.1146291924,1506365273.83225,0.0313777924,0.2020475842,0.8499174376
-8.2875692479,-15.6598080635,1506365273.85211,0.0198540688,0.0188265134,0.454821129
-7.8569390612,-15.5136201546,1506365273.87212,0.0200130939,0.4306301867,0.1461879089
-7.9188889854,-15.2851960786,1506365273.89337,0.0212528706,0.0619499242,0.228424076
-8.0751756522,-15.1806705321,1506365273.92463,0.0312571526,0.1562866668,0.1045255465
-8.1022042402,-15.1150869422,1506365273.94463,0.0200018883,0.027028588,0.0655835899
-8.4457805285,-15.2011066567,1506365273.96588,0.0212471485,0.3435762883,0.0860197144
-7.8573298896,-15.0760749348,1506365273.99462,0.0287389755,0.5884506389,0.1250317218
-8.0218139858,-15.2310438726,1506365274.01589,0.0212748051,0.1644840962,0.1549689377
