5.2691346291,88.304326877,1506367125.16607,Time,X,Y
-12.0466362447,34.3492513946,1506367139.13145,0.022454977,0.6954489322,0.0772936141
-12.0690723883,34.5820702551,1506367139.15012,0.0186729431,0.0224361436,0.2328188605
-12.0850105775,34.7004937067,1506367139.17022,0.0200982094,0.0159381892,0.1184234517
-12.3558918817,34.7237292706,1506367139.19142,0.0212008953,0.2708813042,0.0232355638
-12.4941166685,34.7666974094,1506367139.21898,0.0275559425,0.1382247868,0.0429681389
-12.3985503176,34.3333391088,1506367139.25142,0.0324411392,0.0955663509,0.4333583006
-12.3261570688,34.2183879794,1506367139.27151,0.02008605,0.0723932488,0.1149511294
-12.0990714335,34.1547859534,1506367139.29023,0.0187218189,0.2270856352,0.063602026
-10.9872530781,33.9462656262,1506367139.32389,0.0336661339,1.1118183554,0.2085203272
-11.3628126189,33.7353388374,1506367139.34399,0.020100832,0.3755595407,0.2109267889
-10.5825462953,33.4987391544,1506367139.37519,0.0311980247,0.7802663236,0.236599683
-10.0811811809,33.1311740975,1506367139.39515,0.0199620724,0.5013651144,0.3675650569
-9.5209549156,32.8117476998,1506367139.41639,0.0212390423,0.5602262653,0.3194263977
-9.0960902766,32.5678998418,1506367139.44637,0.0299730301,0.424864639,0.243847858
-8.3961738155,31.8870262379,1506367139.47271,0.0263469219,0.6999164611,0.6808736039
-7.5664826527,30.456860562,1506367139.50262,0.0299060345,0.8296911628,1.4301656759
-7.0936855214,29.2775896562,1506367139.5327,0.0300829411,0.4727971313,1.1792709058
-6.6925723558,29.1636071142,1506367139.55394,0.0212421417,0.4011131655,0.1139825421
-6.8722776808,29.1132893296,1506367139.57641,0.0224649906,0.179705325,0.0503177846
-6.8911654342,29.1971719774,1506367139.59525,0.0188448429,0.0188877534,0.0838826478
-7.2166672798,29.5618327948,1506367139.6165,0.0212459564,0.3255018456,0.3646608174
-7.2979435464,29.9075802291,1506367139.63644,0.0199429989,0.0812762665,0.3457474343
-8.4689297782,30.8618048524,1506367139.65638,0.0199329853,1.1709862319,0.9542246234
-8.7973536917,31.2068047004,1506367139.67521,0.0188291073,0.3284239135,0.344999848
-8.8701584112,31.5292377588,1506367139.69516,0.019949913,0.0728047195,0.3224330584
-9.6057259718,31.955271674,1506367139.72639,0.0312380791,0.7355675606,0.4260339152
-9.9392464318,32.1821635058,1506367139.75015,0.023761034,0.33352046,0.2268918318
-10.6073537042,32.8024905181,1506367139.77778,0.0276279449,0.6681072724,0.6203270123
-11.0506776639,33.133344985,1506367139.80028,0.0224940777,0.4433239597,0.3308544668
-11.4751161727,33.2810066334,1506367139.834,0.0337259769,0.4244385088,0.1476616484
-11.585825126,33.5737351799,1506367139.86026,0.0262620449,0.1107089534,0.2927285466
-11.7505311853,33.9211634448,1506367139.8815,0.0212328434,0.1647060593,0.3474282648
-11.8867881934,34.1412038181,1506367139.90024,0.0187420845,0.1362570081,0.2200403733
-12.1115655906,33.9079064953,1506367139.92129,0.0210540295,0.2247773972,0.2332973228
-11.9706997596,34.0395932093,1506367139.93886,0.0175669193,0.140865831,0.131686714
-12.0457280963,34.1273249087,1506367139.96279,0.0239331722,0.0750283367,0.0877316994
-11.7161019628,33.8762536785,1506367139.98271,0.0199120045,0.3296261335,0.2510712302
-11.4551798294,33.8626544542,1506367140.00517,0.022466898,0.2609221334,0.0135992244
-11.5699649833,34.0808518798,1506367140.03773,0.032558918,0.114785154,0.2181974257
-11.9024508091,34.2333753187,1506367140.06156,0.0238301754,0.3324858258,0.1525234389
-11.6099601274,34.6327800505,1506367140.09011,0.0285480022,0.2924906817,0.3994047318
-11.8426822289,34.9691249531,1506367140.11014,0.0200297832,0.2327221015,0.3363449026
-11.5285099476,35.2871797755,1506367140.13395,0.0238101482,0.3141722813,0.3180548224
-11.7047578091,35.7438730441,1506367140.16394,0.0299880505,0.1762478614,0.4566932686
-11.7164911514,36.0121338554,1506367140.1914,0.0274598598,0.0117333423,0.2682608113
-11.5420917935,36.1567129937,1506367140.22273,0.0313351154,0.1743993579,0.1445791383
-11.1172819269,36.2668631085,1506367140.25398,0.0312490463,0.4248098666,0.1101501148
-10.9359809736,36.5915046083,1506367140.27392,0.0199429989,0.1813009533,0.3246414998
-10.7862981279,36.5042169019,1506367140.2952,0.0212769508,0.1496828458,0.0872877063
-10.7082797131,36.5286086645,1506367140.314,0.0187969208,0.0780184148,0.0243917626
-11.1153201409,35.5598839755,1506367140.33398,0.0199799538,0.4070404278,0.9687246891
-11.7621043183,33.9713674073,1506367140.35648,0.0225009918,0.6467841775,1.5885165682
-11.5601441118,33.9168929962,1506367140.38523,0.0287480354,0.2019602066,0.054474411
-10.7528087872,34.1289165443,1506367140.40519,0.0199611187,0.8073353245,0.2120235481
-10.3366826934,34.4240766789,1506367140.42517,0.0199859142,0.4161260939,0.2951601346
-10.1071881744,34.525102532,1506367140.44637,0.0211999416,0.2294945189,0.101025853
-9.617924591,34.5011657512,1506367140.46773,0.0213530064,0.4892635834,0.0239367808
-9.9774796182,34.2362617432,1506367140.48656,0.0188369751,0.3595550272,0.264904008
-10.5160870514,34.3512190944,1506367140.50775,0.0211851597,0.5386074332,0.1149573513
-11.1035866128,34.3781855635,1506367140.52773,0.0199840069,0.5874995614,0.0269664691
-10.8437284127,34.3770022828,1506367140.55023,0.0224997997,0.2598582001,0.0011832807
-11.8952588899,34.7400706147,1506367140.57148,0.0212471485,1.0515304772,0.3630683319
-11.8555090148,34.9094891556,1506367140.59148,0.0200030804,0.0397498751,0.1694185409
-12.0041671068,35.0281189677,1506367140.61024,0.0187559128,0.1486580919,0.1186298121
-12.6380469749,35.2771523147,1506367140.63133,0.0210950375,0.6338798682,0.249033347
-13.1203649035,35.4287032745,1506367140.65525,0.0239109993,0.4823179286,0.1515509598
-13.5941757784,35.9725896732,1506367140.68274,0.0274920464,0.4738108749,0.5438863986
-13.7630439526,36.3048491706,1506367140.71518,0.0324449539,0.1688681743,0.3322594974
-13.8097344811,36.7338436325,1506367140.74271,0.0275299549,0.0466905285,0.4289944619
-13.9692413186,35.985377266,1506367140.77527,0.0325548649,0.1595068375,0.7484663665
-14.157815802,35.8172414354,1506367140.80398,0.0287082195,0.1885744833,0.1681358306
-14.0168786494,35.558805219,1506367140.83901,0.0350358486,0.1409371525,0.2584362164
-13.9403528839,35.6054675887,1506367140.86405,0.0250351429,0.0765257656,0.0466623697
-13.5588128337,35.9809827603,1506367140.89647,0.0324258804,0.3815400502,0.3755151715
-13.176476028,36.2254540535,1506367140.92653,0.0300559998,0.3823368057,0.2444712932
-13.0917823612,36.1079334729,1506367140.94529,0.0187590122,0.0846936668,0.1175205806
-12.7975351612,36.2159408249,1506367140.96529,0.0200030804,0.2942472,0.108007352
-12.2470865133,36.2274048087,1506367140.9952,0.0299060345,0.5504486479,0.0114639838
-12.1460451762,36.0413315794,1506367141.01642,0.0212259293,0.1010413372,0.1860732294
-11.9585816026,36.0511903899,1506367141.04152,0.0250959396,0.1874635736,0.0098588106
-12.1689799102,36.0615482943,1506367141.06769,0.0261690617,0.2103983077,0.0103579044
-12.2395429384,35.9798763016,1506367141.08644,0.018750906,0.0705630281,0.0816719927
-11.9235770537,36.4148761653,1506367141.10768,0.021239996,0.3159658846,0.4349998636
-11.8625072638,36.8465389362,1506367141.12779,0.0201160908,0.06106979,0.431662771
-12.0375908831,37.3011690658,1506367141.15145,0.0236589909,0.1750836193,0.4546301295
-11.4961333704,37.7098478507,1506367141.17021,0.0187530518,0.5414575127,0.4086787849
-11.2287062324,38.1386289854,1506367141.2027,0.0324969292,0.2674271379,0.4287811348
-10.4969839711,38.1445371681,1506367141.22394,0.0212340355,0.7317222613,0.0059081827
-10.4969839711,38.1445371681,1506367141.24144,0.0174980164,0,0
-10.3433538597,38.1166579571,1506367141.26396,0.0225248337,0.1536301114,0.027879211
-10.5398087884,38.1976429799,1506367141.28394,0.0199751854,0.1964549286,0.0809850227
-10.1270160781,38.6960038403,1506367141.30518,0.0212478638,0.4127927102,0.4983608605
-10.1270160781,38.6960038403,1506367141.32271,0.0175261497,0,0
-10.0683148945,38.988208351,1506367141.3427,0.0199899673,0.0587011836,0.2922045106
-10.0569870606,39.2812849877,1506367141.37393,0.0312349796,0.011327834,0.2930766368
-9.6180580566,39.3715718734,1506367141.40279,0.0288579464,0.4389290039,0.0902868857
-9.7464767295,39.4668392403,1506367141.43393,0.031140089,0.1284186729,0.0952673669
-9.4451044268,39.5056616718,1506367141.4552,0.0212669373,0.3013723027,0.0388224315
-9.4956026394,39.7669903414,1506367141.48641,0.0312159061,0.0504982126,0.2613286696
-9.2446168912,40.1319394914,1506367141.50517,0.0187501907,0.2509857482,0.3649491499
-9.5357649612,40.2182366685,1506367141.52894,0.023775816,0.2911480699,0.0862971772
-9.6968224658,39.8443122331,1506367141.55516,0.0262210369,0.1610575046,0.3739244354
-9.876869209,39.7836129939,1506367141.57517,0.0200099945,0.1800467433,0.0606992392
-9.4602976858,39.4852921374,1506367141.59512,0.0199451447,0.4165715233,0.2983208565
-9.4795790326,39.2887006737,1506367141.61769,0.0225689411,0.0192813468,0.1965914638
-9.5677637134,38.9071077228,1506367141.63641,0.018725872,0.0881846808,0.3815929509
-9.381738197,38.65529931,1506367141.66027,0.0238530636,0.1860255164,0.2518084128
-8.9312343163,37.6804754487,1506367141.68892,0.0286531448,0.4505038807,0.9748238613
-8.682013416,37.1714379742,1506367141.70895,0.0200269222,0.2492209003,0.5090374745
-8.5853817961,36.4054279423,1506367141.72767,0.0187270641,0.0966316199,0.7660100319
-7.7638497703,35.6023246847,1506367141.74768,0.0200028419,0.8215320258,0.8031032576
-7.6113610425,34.602367037,1506367141.78017,0.0324940681,0.1524887277,0.9999576477
-7.3873303963,33.88873655,1506367141.81143,0.0312590599,0.2240306462,0.713630487
-7.3158832782,33.8953343665,1506367141.83265,0.0212199688,0.0714471181,0.0065978164
-7.3810940954,33.9978457265,1506367141.85892,0.026268959,0.0652108172,0.1025113601
-7.9303798232,34.4220157074,1506367141.87892,0.0199990273,0.5492857277,0.4241699809
-7.9244809456,34.7380953901,1506367141.90145,0.0225389004,0.0058988776,0.3160796827
-8.2537199302,35.1453143012,1506367141.92025,0.0187931061,0.3292389846,0.407218911
-8.8773009616,35.9264481363,1506367141.95642,0.0361750126,0.6235810313,0.7811338352
-9.8157797224,37.5198074164,1506367141.97405,0.0176289082,0.9384787608,1.5933592801
-9.8157797224,37.5198074164,1506367142.00655,0.0324969292,0,0
-10.8747836403,40.1186037059,1506367142.03396,0.0274140835,1.0590039179,2.5987962894
-11.9559687194,41.0895762818,1506367142.05644,0.0224730968,1.0811850791,0.9709725759
-11.9559687194,41.0895762818,1506367142.07518,0.0187418461,0,0
-12.4504306792,41.8800622645,1506367142.09516,0.0199861526,0.4944619598,0.7904859827
-12.5259788572,41.9070800677,1506367142.11522,0.0200519562,0.075548178,0.0270178032
-12.436630923,41.7773641986,1506367142.13403,0.0188119411,0.0893479342,0.129715869
-12.0562753297,41.7749901059,1506367142.15642,0.0223960876,0.3803555933,0.0023740927
-12.0045983712,41.9700056797,1506367142.17518,0.0187549591,0.0516769585,0.1950155738
-12.1608267101,42.4972439858,1506367142.19643,0.0212550163,0.1562283389,0.527238306
-11.5808132238,42.6204256503,1506367142.21644,0.0200080872,0.5800134864,0.1231816645
-11.1479580537,43.2985796818,1506367142.25018,0.0337328911,0.43285517,0.6781540315
-11.121154733,43.5921693332,1506367142.27142,0.0212450027,0.0268033208,0.2935896513
-10.8955919519,43.7431799309,1506367142.29902,0.0275950432,0.2255627811,0.1510105978
-10.5579777845,43.5783406931,1506367142.32017,0.0211548805,0.3376141674,0.1648392379
-10.1519582858,43.3407665997,1506367142.34018,0.0200071335,0.4060194987,0.2375740934
-10.4326230802,43.1182459912,1506367142.36018,0.0200059414,0.2806647944,0.2225206085
-10.1814577097,42.7716482183,1506367142.38144,0.0212540627,0.2511653705,0.3465977729
-10.049169476,42.7595276563,1506367142.41143,0.0299909115,0.1322882336,0.012120562
-9.9973298739,43.3131287087,1506367142.4327,0.0212700367,0.0518396021,0.5536010524
-10.2087881006,43.5864476354,1506367142.45394,0.0212390423,0.2114582267,0.2733189267
-10.1872059178,44.0553011717,1506367142.4727,0.0187590122,0.0215821828,0.4688535363
-10.731714351,44.442275586,1506367142.50392,0.0312209129,0.5445084332,0.3869744143
-11.1800251103,44.4678332178,1506367142.52261,0.0186960697,0.4483107593,0.0255576318
-11.7406109621,44.8395019498,1506367142.54644,0.0238230228,0.5605858518,0.371668732
-12.4526195124,45.3046316655,1506367142.56641,0.0199780464,0.7120085503,0.4651297157
-12.9892868398,45.7211306179,1506367142.59514,0.0287289619,0.5366673275,0.4164989524
-13.0722221208,46.2751057937,1506367142.62643,0.0312869549,0.082935281,0.5539751758
-12.5709332221,47.1216477918,1506367142.64766,0.0212290287,0.5012888986,0.8465419982
-11.8001114129,47.9443931676,1506367142.6665,0.0188410282,0.7708218092,0.8227453758
-11.335262225,48.508676287,1506367142.68643,0.0199270248,0.4648491879,0.5642831194
-11.1067993124,48.8342988269,1506367142.7064,0.019974947,0.2284629126,0.3256225399
-10.2951009678,48.6942978983,1506367142.73767,0.0312650204,0.8116983446,0.1400009286
-9.7224981718,47.4751407254,1506367142.75656,0.0188968182,0.572602796,1.2191571729
-9.8103280509,46.556628122,1506367142.78154,0.0249810219,0.0878298791,0.9185126034
-9.717876802,44.7976350712,1506367142.80892,0.0273761749,0.0924512489,1.7589930509
-10.1227318636,44.037378757,1506367142.82904,0.0201179981,0.4048550616,0.7602563141
-10.0448259993,43.0567663573,1506367142.84898,0.0199449062,0.0779058643,0.9806123997
-10.4317998438,42.5931923936,1506367142.86909,0.0201098919,0.3869738446,0.4635739637
-10.9279752383,41.4975256346,1506367142.88892,0.0198271275,0.4961753945,1.095666759
-11.3950651932,41.173409548,1506367142.9078,0.0188760757,0.4670899549,0.3241160867
-11.4182448864,40.339510801,1506367142.93031,0.0225088596,0.0231796933,0.833898747
-11.4182448864,40.339510801,1506367142.94905,0.0187411308,0,0
-11.7863832098,39.3212585752,1506367142.97016,0.021116972,0.3681383233,1.0182522258
-11.6844295014,39.0126488174,1506367142.99155,0.0213880539,0.1019537084,0.3086097579
-11.4644425584,38.7240357837,1506367143.01017,0.0186178684,0.219986943,0.2886130337
-11.6212916817,38.1513690722,1506367143.03039,0.0202219486,0.1568491232,0.5726667115
-11.813564941,37.6897516417,1506367143.05029,0.0199019909,0.1922732593,0.4616174305
-11.7349399008,37.3218549532,1506367143.07155,0.0212550163,0.0786250402,0.3678966885
-12.0562625285,37.2951504561,1506367143.09155,0.0199961662,0.3213226277,0.0267044971
-11.8316540272,37.2869720404,1506367143.11393,0.022384882,0.2246085013,0.0081784157
-10.9016113558,36.9185305109,1506367143.1328,0.0188679695,0.9300426713,0.3684415295
-11.1480813853,36.6800200991,1506367143.16159,0.0287880898,0.2464700295,0.2385104118
-11.4386331076,35.8586474606,1506367143.18406,0.0224719048,0.2905517223,0.8213726385
-11.5584722423,35.5901360927,1506367143.2053,0.021239996,0.1198391347,0.2685113679
-11.3381385941,35.3158634404,1506367143.22779,0.022495985,0.2203336482,0.2742726522
-11.4486356231,34.8572488787,1506367143.24892,0.0211260319,0.110497029,0.4586145617
-11.2458168477,34.5629858878,1506367143.27393,0.0250101089,0.2028187753,0.2942629909
-10.5587506067,33.6216971059,1506367143.29529,0.0213639736,0.687066241,0.941288782
-10.0099137797,33.725425011,1506367143.3153,0.0200028419,0.548836827,0.1037279052
-10.6153724313,33.6114099359,1506367143.33781,0.0225121975,0.6054586516,0.1140150751
-10.0112095607,33.4225943567,1506367143.35656,0.018750906,0.6041628706,0.1888155792
-9.5195164478,32.9260957211,1506367143.39155,0.0349879265,0.4916931129,0.4964986356
-8.9271446135,32.024204222,1506367143.41904,0.0274920464,0.5923718343,0.901891499
-9.0169026235,31.4875546395,1506367143.44153,0.0224859715,0.08975801,0.5366495825
-8.8320020454,31.4401135686,1506367143.46909,0.0275659561,0.1849005781,0.0474410709
-9.0664488937,31.6741805332,1506367143.49153,0.0224401951,0.2344468483,0.2340669646
-9.13663366,31.8760014604,1506367143.51029,0.0187590122,0.0701847663,0.2018209272
-9.3367698568,32.1429978579,1506367143.53029,0.0200028419,0.2001361968,0.2669963974
-9.6006252138,32.2346709017,1506367143.55282,0.0225250721,0.263855357,0.0916730438
-10.119888678,32.7754072024,1506367143.57407,0.0212519169,0.5192634642,0.5407363007
-10.4665641747,33.2371730434,1506367143.60279,0.0287179947,0.3466754967,0.461765841
-10.9134316535,33.6283857657,1506367143.62279,0.020001173,0.4468674788,0.3912127223
-12.453994587,34.4407280134,1506367143.6528,0.0300049782,1.5405629336,0.8123422477
-14.217749173,35.4747433122,1506367143.6828,0.0300049782,1.763754586,1.0340152988
-14.2133231703,36.0735287229,1506367143.70278,0.0199768543,0.0044260028,0.5987854108
-14.303633834,36.70144702,1506367143.72405,0.0212731361,0.0903106637,0.6279182971
-13.9537530381,37.9760629894,1506367143.75407,0.0300190449,0.3498807959,1.2746159694
-13.2526365797,38.808765639,1506367143.78404,0.0299699306,0.7011164583,0.8327026496
-13.2058803994,39.1348178546,1506367143.80529,0.0212528706,0.0467561804,0.3260522156
-12.6691733174,39.5008427188,1506367143.82404,0.0187520981,0.5367070819,0.3660248642
-12.8078815603,39.6693682734,1506367143.8453,0.0212509632,0.1387082429,0.1685255546
-12.4517412608,39.734149864,1506367143.86652,0.0212259293,0.3561402995,0.0647815906
-12.4478838666,39.9574490543,1506367143.88779,0.0212721825,0.0038573942,0.2232991904
-12.4478838666,39.9574490543,1506367143.90779,0.0199918747,0,0
-12.5986579333,39.3446538881,1506367143.93788,0.0300991535,0.1507740667,0.6127951662
-12.7071581023,38.9328188617,1506367143.95663,0.0187458992,0.1085001691,0.4118350264
-12.7237965865,38.2801286542,1506367143.97907,0.0224430561,0.0166384842,0.6526902075
-11.7609155667,37.2390167721,1506367144.00904,0.0299630165,0.9628810198,1.0411118821
-11.3280919639,36.820117014,1506367144.02799,0.0189509392,0.4328236028,0.4188997582
-10.454037962,35.7988347541,1506367144.05776,0.0297698975,0.874054002,1.0212822599
-10.1218453468,35.573238529,1506367144.08907,0.0313100815,0.3321926152,0.2255962251
-10.145591424,35.6356172949,1506367144.11905,0.0299799442,0.0237460772,0.0623787659
-9.1755235367,35.7376180011,1506367144.14032,0.0212731361,0.9700678873,0.1020007061
-9.1243210101,36.0920350531,1506367144.16154,0.0212199688,0.0512025266,0.354417052
-9.0897238933,36.1545497055,1506367144.18033,0.0187928677,0.0345971168,0.0625146524
-8.7603291082,35.8282798534,1506367144.20654,0.0262072086,0.3293947851,0.3262698521
-8.3335298765,35.8855713628,1506367144.23277,0.0262320042,0.4267992317,0.0572915094
-8.1427955919,36.3849723845,1506367144.25404,0.0212638378,0.1907342846,0.4994010217
-7.7899375841,36.4933885673,1506367144.2728,0.0187630653,0.3528580078,0.1084161828
-7.8150817034,36.9843577901,1506367144.29404,0.0212450027,0.0251441193,0.4909692228
-7.7446343082,37.2357955948,1506367144.31529,0.0212430954,0.0704473952,0.2514378047
-7.2052251663,37.6615846483,1506367144.33404,0.0187528133,0.5394091419,0.4257890535
-7.5804728116,37.5285398932,1506367144.35279,0.0187489986,0.3752476453,0.1330447552
-7.5253968864,37.6355520146,1506367144.37279,0.0199990273,0.0550759252,0.1070121215
-8.1031593263,37.4488411928,1506367144.39279,0.0200009346,0.5777624399,0.1867108219
-7.7155518609,37.5365371478,1506367144.41654,0.0237491131,0.3876074654,0.087695955
-7.4138322311,37.571484897,1506367144.44653,0.0299959183,0.3017196299,0.0349477492
-7.2107048255,37.5516271112,1506367144.4741,0.0275621414,0.2031274056,0.0198577858
-6.7518218656,37.2819896306,1506367144.50152,0.0274188519,0.4588829599,0.2696374806
-6.8736806524,36.8700215557,1506367144.53279,0.0312800407,0.1218587868,0.4119680749
-6.6223042503,35.8673545369,1506367144.56654,0.0337400436,0.2513764021,1.0026670188
-7.2075195552,35.2409308393,1506367144.58529,0.0187520981,0.5852153049,0.6264236975
-7.1892845186,35.0046949951,1506367144.61029,0.0249979496,0.0182350366,0.2362358442
-7.9148887853,34.7835766236,1506367144.63529,0.025001049,0.7256042667,0.2211183716
-8.9373537367,34.3529342155,1506367144.65779,0.0225009918,1.0224649514,0.4306424081
-9.539349814,34.2838287635,1506367144.67652,0.0187280178,0.6019960773,0.069105452
-10.0714616084,34.4018402973,1506367144.70035,0.0238358974,0.5321117943,0.1180115337
-10.0714616084,34.4018402973,1506367144.71778,0.0174329281,0,0
-10.885162932,34.8722542015,1506367144.74903,0.03125,0.8137013236,0.4704139043
-10.9203317785,35.1818198435,1506367144.76778,0.0187489986,0.0351688465,0.309565642
-11.3806077358,36.3263698371,1506367144.78903,0.0212500095,0.4602759574,1.1445499935
-11.849015471,37.1433470736,1506367144.80904,0.020004034,0.4684077352,0.8169772365
-12.0461956195,38.29977495,1506367144.83029,0.02125597,0.1971801485,1.1564278764
-11.7123108364,39.5385655977,1506367144.86028,0.0299899578,0.3338847831,1.2387906477
-11.2544475654,39.9392593014,1506367144.88035,0.0200691223,0.4578632709,0.4006937037
-11.0982374434,40.6499556192,1506367144.90154,0.0211839676,0.1562101221,0.7106963179
-9.933110486,42.390658386,1506367144.92029,0.0187499523,1.1651269574,1.7407027668
-9.4475997415,43.5555400567,1506367144.94153,0.0212430954,0.4855107445,1.1648816707
-9.1278124295,44.3266036106,1506367144.96278,0.0212550163,0.319787312,0.7710635539
-9.6439443388,44.5585185237,1506367144.98153,0.0187468529,0.5161319093,0.2319149131
-9.6481426537,44.4992964886,1506367145.00905,0.0275161266,0.0041983148,0.0592220351
-9.7634433554,44.3091351461,1506367145.04402,0.0349729061,0.1153007017,0.1901613426
-10.1321164143,43.9699618447,1506367145.06277,0.0187489986,0.3686730589,0.3391733014
-9.9663882925,43.859694999,1506367145.08405,0.0212759972,0.1657281219,0.1102668458
-10.5673993237,43.5605331895,1506367145.10279,0.0187401772,0.6010110312,0.2991618094
-10.1501957097,43.4741801267,1506367145.13403,0.0312438011,0.417203614,0.0863530628
-10.1186870668,43.2569117452,1506367145.15528,0.0212521553,0.0315086429,0.2172683816
-10.2259634301,43.2071960722,1506367145.17654,0.02125597,0.1072763632,0.0497156729
-10.2867855464,42.9533032146,1506367145.19656,0.0200200081,0.0608221163,0.2538928576
-10.83122015,42.9060986413,1506367145.22653,0.0299749374,0.5444346037,0.0472045733
-10.5220337233,42.6940148135,1506367145.24653,0.0200009346,0.3091864267,0.2120838278
-10.8676167697,42.7107628764,1506367145.26652,0.0199899673,0.3455830464,0.0167480629
-11.1694158177,42.5936171277,1506367145.28903,0.0225081444,0.301799048,0.1171457488
-11.2669296829,42.5390870245,1506367145.31028,0.0212469101,0.0975138652,0.0545301031
-11.6500475675,42.4068048767,1506367145.33028,0.0200030804,0.3831178846,0.1322821478
-11.4242277398,42.3273704399,1506367145.35028,0.0200018883,0.2258198277,0.0794344368
-11.7700128007,42.5583448338,1506367145.36907,0.0187830925,0.3457850609,0.230974394
-11.7519988622,42.64860321,1506367145.39153,0.0224640369,0.0180139385,0.0902583762
-12.1583320014,42.9205096438,1506367145.42028,0.0287480354,0.4063331392,0.2719064338
-12.5757995518,43.3829962792,1506367145.45029,0.0300118923,0.4174675503,0.4624866354
-12.4762180384,43.5988043632,1506367145.47403,0.0237381458,0.0995815133,0.215808084
-12.0539574302,44.1375760629,1506367145.50403,0.0299999714,0.4222606083,0.5387716997
-12.1884776915,44.1988013663,1506367145.52403,0.0199968815,0.1345202614,0.0612253034
-12.1373493295,44.8894348865,1506367145.55405,0.0300290585,0.051128362,0.6906335202
-12.1740422377,45.3428688172,1506367145.57278,0.0187249184,0.0366929082,0.4534339307
-11.862750356,45.8354810414,1506367145.59403,0.0212481022,0.3112918817,0.4926122241
-11.6563131029,45.8875798594,1506367145.61528,0.0212540627,0.2064372532,0.052098818
-11.4286476072,46.0779054411,1506367145.63403,0.018750906,0.2276654957,0.1903255817
-11.1816082411,46.2720499859,1506367145.65403,0.0199930668,0.2470393661,0.1941445449
-11.0908233518,46.5786979975,1506367145.67526,0.0212299824,0.0907848892,0.3066480116
-11.3696439465,46.3808080249,1506367145.69652,0.0212678909,0.2788205947,0.1978899727
-11.0137283591,46.1013501805,1506367145.71653,0.0200071335,0.3559155875,0.2794578443
-10.9164190258,45.8654508408,1506367145.73661,0.0200819969,0.0973093333,0.2358993397
-11.2133734679,45.6825391762,1506367145.75409,0.0174739361,0.2969544421,0.1829116646
-11.8105962145,45.595373093,1506367145.77907,0.0249888897,0.5972227467,0.0871660832
-11.7236156229,45.4797634147,1506367145.80783,0.0287539959,0.0869805917,0.1156096783
-12.6497396821,45.1803495046,1506367145.83408,0.0262470245,0.9261240592,0.2994139101
-13.3558190975,44.9181669405,1506367145.86153,0.027449131,0.7060794154,0.2621825641
-13.5361602982,44.6189776466,1506367145.88283,0.0213060379,0.1803412007,0.2991892939
-13.6969790581,44.5703675716,1506367145.90038,0.0175478458,0.1608187599,0.048610075
-14.575196869,44.709201258,1506367145.92033,0.0199480057,0.8782178109,0.1388336864
-15.2314053352,43.9475903941,1506367145.94276,0.0224320889,0.6562084662,0.7616108639
-15.8615050717,44.1545910685,1506367145.96408,0.0213189125,0.6300997365,0.2070006744
-16.9475998717,44.5771374051,1506367145.98296,0.0188779831,1.0860948,0.4225463366
-17.7868189433,45.5688139065,1506367146.00156,0.0186080933,0.8392190716,0.9916765014
-20.7427623474,48.5552282895,1506367146.0241,0.0225350857,2.9559434041,2.986414383
-21.7368456047,50.0713141503,1506367146.0441,0.0199999809,0.9940832573,1.5160858608
-23.0906265617,50.7433143691,1506367146.06407,0.0199728012,1.353780957,0.6720002188
-24.6337805561,50.7729033005,1506367146.08532,0.0212521553,1.5431539944,0.0295889314
-27.2204219367,50.2428382182,1506367146.10529,0.019963026,2.5866413806,0.5300650823
-27.9209248812,49.8897772238,1506367146.12533,0.0200459957,0.7005029446,0.3530609944
-28.7724189183,48.2973197576,1506367146.15409,0.0287559032,0.8514940371,1.5924574662
-29.1267936542,46.5523992448,1506367146.17655,0.0224659443,0.3543747359,1.7449205128
-29.2411115662,42.3603607376,1506367146.2066,0.0300421715,0.114317912,4.1920385073
-28.5836075709,40.6272653871,1506367146.22535,0.0187528133,0.6575039953,1.7330953505
-27.2309382948,38.8639943834,1506367146.24655,0.0212030411,1.3526692761,1.7632710037
-24.4430575999,36.2090056332,1506367146.27798,0.031430006,2.7878806949,2.6549887501
-20.2414431884,34.4195738665,1506367146.29655,0.0185670853,4.2016144115,1.7894317667
-17.5119420573,33.7498012564,1506367146.32795,0.0313959122,2.7295011311,0.6697726101
-12.4481449064,32.7975034458,1506367146.34655,0.0186049938,5.0637971509,0.9522978107
-10.0342274695,32.9675528945,1506367146.36789,0.0213410854,2.4139174369,0.1700494487
-5.8311779168,33.4548400135,1506367146.39029,0.022400856,4.2030495527,0.487287119
-5.8311779168,33.4548400135,1506367146.41032,0.0200271606,0,0
0.8137039262,34.3838374456,1506367146.43035,0.0200259686,6.644881843,0.9289974321
3.7942646185,34.7695199624,1506367146.45798,0.0276389122,2.9805606923,0.3856825167
12.1300293171,35.8413111761,1506367146.47793,0.0199451447,8.3357646986,1.0717912138
16.8988280486,36.8504201939,1506367146.50157,0.023640871,4.7687987314,1.0091090178
20.8211459492,37.6902314126,1506367146.52026,0.0186879635,3.9223179007,0.8398112187
29.303871884,38.4884891321,1506367146.55149,0.0312311649,8.4827259347,0.7982577195
32.4359111294,38.7171280911,1506367146.57032,0.0188279152,3.1320392454,0.228638959
37.5616105476,39.4608017207,1506367146.60029,0.0299730301,5.1256994183,0.7436736296
41.269781952,40.0954919828,1506367146.62287,0.0225799084,3.7081714043,0.6346902621
