5.2691346291,88.304326877,1506367125.16607,Time,X,Y
3.4853007429,-5.048952434,1506367127.02865,0.0185699463,0.0782425218,1.9288073613
2.8784209646,-6.5862287995,1506367127.05244,0.0237960815,0.6068797784,1.5372763655
1.3907924322,-8.1270879092,1506367127.07112,0.0186760426,1.4876285323,1.5408591097
-4.0882439379,-9.7430406852,1506367127.09011,0.018985033,5.4790363701,1.615952776
-5.1847125082,-10.5176865986,1506367127.11006,0.0199589729,1.0964685703,0.7746459134
-7.655295127,-11.374109944,1506367127.13368,0.0236189365,2.4705826188,0.8564233454
-14.1517306075,-10.1751334008,1506367127.16244,0.0287549496,6.4964354805,1.1989765432
-15.5251976437,-6.4796485886,1506367127.18242,0.019985199,1.3734670362,3.6954848122
-14.7122972958,1.3583161812,1506367127.20132,0.0188999176,0.8129003479,7.8379647698
-13.6888329979,4.5155316489,1506367127.22119,0.0198628902,1.0234642979,3.1572154677
-12.3093700244,7.4932448324,1506367127.24254,0.0213491917,1.3794629736,2.9777131835
-9.9259298864,10.9097176178,1506367127.26118,0.018643856,2.383440138,3.4164727854
-5.1904302867,20.1993362408,1506367127.29248,0.0312960148,4.7354995997,9.289618623
0.5270709044,35.0368003091,1506367127.32372,0.0312490463,5.7175011912,14.8374640683
1.620910656,41.7387534692,1506367127.34247,0.0187499523,1.0938397516,6.7019531602
-1.7971873941,51.8155241342,1506367127.3737,0.0312240124,3.4180980501,10.076770665
-4.5737552701,55.6279738238,1506367127.39515,0.0214529037,2.776567876,3.8124496896
-10.0539966508,61.2062580936,1506367127.41501,0.0198600292,5.4802413807,5.5782842698
-13.6435553004,64.4132517195,1506367127.43881,0.0237941742,3.5895586496,3.2069936258
-18.6091586118,68.9183583871,1506367127.46867,0.0298638344,4.9656033114,4.5051066676
-19.0202471897,70.4008046032,1506367127.49503,0.0263590813,0.4110885779,1.4824462161
-18.7080042214,68.2788067189,1506367127.52626,0.0312359333,0.3122429683,2.1219978843
-18.3760005487,66.4621748753,1506367127.54744,0.0211789608,0.3320036727,1.8166318436
-17.4702946989,63.8123067861,1506367127.57615,0.0287051201,0.9057058498,2.6498680892
-12.9459747727,50.066369442,1506367127.60008,0.0239319801,4.5243199262,13.745937344
-12.9459747727,50.066369442,1506367127.61866,0.0185821056,0,0
-12.2713068485,44.0785281286,1506367127.63885,0.020182848,0.6746679242,5.9878413134
-11.2744111118,33.6229355882,1506367127.66869,0.0298421383,0.9968957367,10.4555925404
-10.7911014639,27.0994088179,1506367127.69247,0.0237829685,0.4833096479,6.5235267703
-10.3588801703,24.9233163953,1506367127.71127,0.0187969208,0.4322212936,2.1760924227
-9.3010538723,23.1615510376,1506367127.73008,0.0188159943,1.057826298,1.7617653577
-9.1107162132,22.0425784435,1506367127.75012,0.0200390816,0.1903376591,1.1189725941
-8.466722465,20.9806249817,1506367127.77627,0.0261478424,0.6439937483,1.0619534618
-8.1377958438,21.8103918837,1506367127.79365,0.0173790455,0.3289266211,0.8297669019
-7.5597149133,22.0481610392,1506367127.81235,0.0187020302,0.5780809305,0.2377691555
-7.6525271313,23.5631851232,1506367127.8424,0.030050993,0.092812218,1.515024084
-7.7517797876,24.1306297253,1506367127.8636,0.0211999416,0.0992526563,0.5674446021
-7.7208629486,24.2168287907,1506367127.88883,0.0252301693,0.030916839,0.0861990654
-7.636359608,24.5787093182,1506367127.91384,0.0250029564,0.0845033406,0.3618805275
-7.402645682,24.0421066996,1506367127.93626,0.0224208832,0.233713926,0.5366026186
-7.2541310061,23.7915345731,1506367127.96749,0.0312311649,0.1485146759,0.2505721265
-7.6649357186,22.4687489017,1506367127.9863,0.0188109875,0.4108047125,1.3227856713
-8.1784892984,21.5532882773,1506367128.005,0.0186979771,0.5135535798,0.9154606244
-8.5343128775,20.7483430819,1506367128.02375,0.018750906,0.3558235791,0.8049451954
-9.0067077648,18.9552883917,1506367128.05624,0.0324950218,0.4723948873,1.7930546902
-8.9367311507,18.4522375741,1506367128.07747,0.0212271214,0.0699766141,0.5030508176
-9.0796333561,17.8054190964,1506367128.09741,0.0199418068,0.1429022054,0.6468184777
-9.299699892,18.2588762015,1506367128.11875,0.021337986,0.2200665359,0.4534571051
-9.7170170568,18.9075223433,1506367128.14751,0.0287561417,0.4173171647,0.6486461418
-9.8127715056,19.394538357,1506367128.16749,0.0199799538,0.0957544488,0.4870160137
-10.0519193103,20.0632406989,1506367128.19869,0.0312080383,0.2391478047,0.6687023419
-10.7001275992,20.211137542,1506367128.22008,0.0213849545,0.6482082889,0.1478968431
-10.0191705045,20.3343719463,1506367128.25006,0.0299830437,0.6809570948,0.1232344043
-8.8610507368,19.9196961963,1506367128.27999,0.0299339294,1.1581197677,0.4146757501
-8.2959210404,19.5108646987,1506367128.29997,0.0199770927,0.5651296965,0.4088314975
-7.8122324653,19.2303822823,1506367128.32383,0.0238609314,0.483688575,0.2804824164
-6.6413787345,18.3289493312,1506367128.34255,0.0187120438,1.1708537308,0.9014329511
-6.0632207764,18.095039802,1506367128.3713,0.0287530422,0.5781579581,0.2339095291
-5.857918245,17.2815820615,1506367128.39001,0.0187139511,0.2053025314,0.8134577405
-5.6386621426,17.0240831264,1506367128.41242,0.0224108696,0.2192561024,0.2574989351
-5.8975376297,17.0107110189,1506367128.43241,0.0199820995,0.258875487,0.0133721075
-6.209174154,17.0783886657,1506367128.45242,0.0200181007,0.3116365243,0.0676776468
-6.3652191125,17.4545477119,1506367128.48116,0.0287418365,0.1560449586,0.3761590462
-6.318767839,17.9837900961,1506367128.50007,0.0189020634,0.0464512735,0.5292423842
-6.2940336209,18.4956014805,1506367128.52131,0.0212450027,0.0247342181,0.5118113844
-6.4770656365,19.6710204249,1506367128.55243,0.0311150551,0.1830320157,1.1754189444
-6.4296243826,20.5123123001,1506367128.5713,0.0188708305,0.0474412539,0.8412918752
-6.6721138373,21.1134126641,1506367128.59255,0.0212512016,0.2424894547,0.601100364
-6.5402424817,22.0273904343,1506367128.61257,0.0200169086,0.1318713556,0.9139777702
-6.8118766407,23.5110998089,1506367128.63625,0.0236821175,0.271634159,1.4837093745
-7.4092337622,25.3907798841,1506367128.66511,0.0288648605,0.5973571215,1.8796800752
-7.1953026165,26.1916810715,1506367128.6851,0.0199890137,0.2139311457,0.8009011874
-7.4573017941,26.7407641541,1506367128.70505,0.0199480057,0.2619991776,0.5490830826
-7.322222309,27.2312665405,1506367128.72379,0.0187439919,0.1350794851,0.4905023864
-7.236042939,28.1199797674,1506367128.74382,0.0200240612,0.0861793699,0.8887132269
-6.7300614599,28.3649222134,1506367128.76379,0.0199699402,0.5059814791,0.244942446
-6.2642189114,28.8364777853,1506367128.78371,0.0199220181,0.4658425485,0.4715555719
-5.8076038254,29.0287418778,1506367128.80374,0.020031929,0.456615086,0.1922640925
-5.1455372113,29.0713717909,1506367128.8238,0.0200541019,0.6620666141,0.0426299132
-4.7986399354,29.1994094592,1506367128.84632,0.022521019,0.3468972759,0.1280376682
-4.3542642332,29.1768739347,1506367128.86511,0.0187909603,0.4443757022,0.0225355245
-4.2450174617,29.1802705801,1506367128.88507,0.0199589729,0.1092467715,0.0033966455
-4.2645984941,29.0551895015,1506367128.90636,0.021296978,0.0195810324,0.1250810787
-4.1894181415,29.0682187937,1506367128.92507,0.0187029839,0.0751803526,0.0130292922
-3.8818299876,29.3121886189,1506367128.94501,0.019947052,0.3075881539,0.2439698252
-4.361008896,29.5093069561,1506367128.96505,0.0200400352,0.4791789084,0.1971183373
-4.2320423774,29.5644421559,1506367128.98506,0.0200078487,0.1289665186,0.0551351997
-4.0151413395,29.7569018087,1506367129.00758,0.022521019,0.2169010379,0.1924596528
-3.9446460562,29.473585966,1506367129.02879,0.0212061405,0.0704952833,0.2833158427
-3.9446460562,29.473585966,1506367129.05255,0.023763895,0,0
-3.6554981063,29.09708791,1506367129.07879,0.0262410641,0.2891479498,0.3764980559
-3.5188496127,28.9235695576,1506367129.09879,0.0199949741,0.1366484937,0.1735183525
-4.5280755367,28.1901258885,1506367129.11756,0.0187749863,1.0092259241,0.733443669
-5.0300982659,27.9951787951,1506367129.13881,0.0212500095,0.5020227292,0.1949470935
-5.3065920322,27.9375408589,1506367129.16373,0.0249159336,0.2764937663,0.0576379362
-5.6753509762,27.7407828927,1506367129.21003,0.0463001728,0.368758944,0.1967579662
-5.0528930481,28.0559387769,1506367129.23624,0.0262088776,0.6224579281,0.3151558843
-4.1929208938,28.6744362676,1506367129.26881,0.0325660706,0.8599721543,0.6184974906
-3.6265862987,30.2538155745,1506367129.2937,0.0248968601,0.5663345951,1.5793793069
-3.1589757671,31.8126352353,1506367129.31506,0.0213551521,0.4676105316,1.5588196608
-2.6843833941,32.4466397955,1506367129.33378,0.0187180042,0.474592373,0.6340045603
-2.7960714187,33.2688684751,1506367129.355,0.021228075,0.1116880246,0.8222286795
-3.3462980342,34.8206673027,1506367129.38129,0.0262827873,0.5502266155,1.5517988276
-3.155530191,35.5806305131,1506367129.40629,0.0249991417,0.1907678432,0.7599632105
-3.128974779,36.5079995734,1506367129.4238,0.0175149441,0.026555412,0.9273690603
-3.1877483938,36.703467998,1506367129.44382,0.0200209618,0.0587736148,0.1954684246
-3.5722751743,36.9647318703,1506367129.46249,0.018666029,0.3845267805,0.2612638722
-4.1428547914,38.0592947883,1506367129.48259,0.0200989246,0.5705796171,1.0945629181
-4.2906348377,38.7122160232,1506367129.50126,0.0186760426,0.1477800463,0.6529212349
-4.8432109926,39.4340895831,1506367129.52755,0.0262830257,0.552576155,0.7218735598
-7.0749898719,40.3754541223,1506367129.54749,0.0199429989,2.2317788792,0.9413645393
-8.58722975,41.1155205646,1506367129.57494,0.0274550915,1.5122398782,0.7400664422
-8.7920809654,41.3622602937,1506367129.595,0.0200560093,0.2048512154,0.2467397291
-8.5593317303,41.8699148923,1506367129.62261,0.0276119709,0.2327492351,0.5076545987
-8.2133477278,41.530866908,1506367129.64381,0.021198988,0.3459840026,0.3390479843
-7.416214688,40.6699111859,1506367129.67883,0.0350160599,0.7971330398,0.8609557221
-6.77328466,39.7507355395,1506367129.69757,0.0187468529,0.642930028,0.9191756463
-4.8838231471,37.964331177,1506367129.71879,0.021212101,1.8894615128,1.7864043625
-3.7574622743,36.7290635774,1506367129.73753,0.0187489986,1.1263608729,1.2352675996
-3.047362745,35.3181933127,1506367129.7575,0.0199680328,0.7100995292,1.4108702647
-2.6944229851,34.3454348671,1506367129.77495,0.0174438953,0.3529397599,0.9727584456
-1.4019021852,31.960896653,1506367129.80744,0.0324969292,1.2925207999,2.3845382141
-0.1122753155,30.1877838494,1506367129.8312,0.023761034,1.2896268697,1.7731128036
-0.1122753155,30.1877838494,1506367129.85,0.0187950134,0,0
0.4037426096,28.9940506964,1506367129.87744,0.0274381638,0.5160179251,1.193733153
0.5343861314,28.2660570517,1506367129.90125,0.0238089561,0.1306435218,0.7279936446
0.9160661687,27.9337757045,1506367129.92126,0.020015955,0.3816800372,0.3322813472
0.7617364553,28.0422083537,1506367129.95,0.0287339687,0.1543297133,0.1084326492
0.5787634999,28.3828501296,1506367129.9738,0.0238080025,0.1829729554,0.3406417759
0.398726005,28.6409849431,1506367130.00384,0.0300319195,0.1800374949,0.2581348135
0.0642456097,28.9406851239,1506367130.03005,0.0262131691,0.3344803952,0.2997001807
0.1881632947,29.2068022293,1506367130.05129,0.0212359428,0.123917685,0.2661171055
-0.0474563099,29.4110445459,1506367130.07499,0.0237078667,0.2356196046,0.2042423166
-0.8497523572,30.6458888074,1506367130.10246,0.0274682045,0.8022960474,1.2348442615
-1.6747745469,31.4530714177,1506367130.12129,0.0188248158,0.8250221897,0.8071826103
-2.5020480704,33.5087430146,1506367130.14505,0.0237591267,0.8272735235,2.0556715969
-2.6951468727,34.4823210743,1506367130.17512,0.0300788879,0.1930988023,0.9735780597
-3.6666421469,35.9457686751,1506367130.20506,0.0299370289,0.9714952742,1.4634476008
-4.5630022823,38.0749227789,1506367130.22505,0.0199930668,0.8963601354,2.1291541038
-4.6236491997,39.4368141102,1506367130.25255,0.0274939537,0.0606469174,1.3618913313
-2.8225183124,40.0890133664,1506367130.27629,0.0237469673,1.8011308873,0.6521992562
-2.6201631753,40.2308593322,1506367130.29496,0.0186600685,0.2023551371,0.1418459658
-2.4965735405,41.4833916545,1506367130.32385,0.0288960934,0.1235896347,1.2525323223
-2.3178183764,42.3022891277,1506367130.3488,0.0249538422,0.1787551642,0.8188974732
-1.7118425907,44.4445102542,1506367130.37494,0.0261390209,0.6059757857,2.1422211265
-1.506089895,45.17268697,1506367130.39499,0.0200459957,0.2057526957,0.7281767158
-1.8667756385,45.8741103838,1506367130.41631,0.0213229656,0.3606857435,0.7014234139
-3.1565280843,47.0676597754,1506367130.43508,0.0187621117,1.2897524458,1.1935493916
-3.2569408865,46.9484074019,1506367130.45498,0.0199019909,0.1004128022,0.1192523735
-2.9997110823,46.2139436386,1506367130.47639,0.0214080811,0.2572298042,0.7344637633
-2.7604693747,45.1569266865,1506367130.49745,0.0210697651,0.2392417076,1.0570169522
-2.6939461065,42.2448467131,1506367130.5225,0.0250401497,0.0665232682,2.9120799734
-2.9633735857,37.44051302,1506367130.55251,0.0300190449,0.2694274792,4.8043336931
-3.1481738137,34.7797733428,1506367130.57756,0.0250499249,0.184800228,2.6607396771
-3.5525505349,29.2145723608,1506367130.60002,0.0224590302,0.4043767212,5.565200982
-4.1784218368,26.3508297333,1506367130.62004,0.0200200081,0.6258713019,2.8637426275
-4.573272389,24.197708775,1506367130.63879,0.0187458992,0.3948505522,2.1531209583
-5.1226146131,22.6481695845,1506367130.65879,0.0199990273,0.5493422241,1.5495391905
-6.4748697952,21.2679759628,1506367130.68504,0.0262560844,1.3522551821,1.3801936217
-8.3975535885,21.7398138722,1506367130.71132,0.0262708664,1.9226837933,0.4718379093
-8.4305463561,22.0180893593,1506367130.73121,0.0198950768,0.0329927676,0.2782754872
-10.2688921484,21.4471156974,1506367130.76002,0.0288119316,1.8383457923,0.5709736619
-10.8523777255,21.180174579,1506367130.77997,0.019947052,0.5834855771,0.2669411184
-12.1496785494,21.4176038655,1506367130.81002,0.0300481319,1.2973008239,0.2374292866
-13.3492592956,21.7279452867,1506367130.8425,0.0324819088,1.1995807461,0.3103414212
-13.5155389569,21.8834025854,1506367130.86242,0.0199248791,0.1662796613,0.1554572986
-14.9974454433,22.0663171185,1506367130.88384,0.021417141,1.4819064864,0.1829145332
-14.9974454433,22.0663171185,1506367130.90375,0.0199069977,0,0
-16.2038610966,21.9694581465,1506367130.92622,0.0224719048,1.2064156533,0.096858972
-16.9470870465,20.5702954112,1506367130.94631,0.0200891495,0.7432259499,1.3991627353
-17.0033858946,19.6275726585,1506367130.97252,0.026214838,0.0562988481,0.9427227527
-17.0402399434,18.360518578,1506367130.99251,0.01998806,0.0368540488,1.2670540805
-16.9486310584,17.7066700404,1506367131.01251,0.0199949741,0.091608885,0.6538485377
-16.6078020655,16.9205872555,1506367131.03375,0.0212459564,0.3408289928,0.7860827848
-16.8590335115,17.2122540219,1506367131.05626,0.0225050449,0.251231446,0.2916667664
-16.3640852532,18.3339649293,1506367131.0875,0.0312430859,0.4949482584,1.1217109074
-16.2087734328,20.6573991499,1506367131.11377,0.0262730122,0.1553118204,2.3234342205
-16.5268385831,22.3394520361,1506367131.14376,0.0299830437,0.3180651503,1.6820528862
-16.7757215348,27.5358747213,1506367131.1675,0.0237419605,0.2488829517,5.1964226852
-16.565358508,34.8304803096,1506367131.19625,0.0287489891,0.2103630268,7.2946055883
-16.5020510569,38.1229099448,1506367131.22,0.0237510204,0.0633074511,3.2924296352
-16.5542083072,40.7283685224,1506367131.24125,0.0212478638,0.0521572503,2.6054585776
-16.6486625583,44.3524431368,1506367131.2675,0.0262510777,0.094454251,3.6240746144
-17.1025140993,45.2629083135,1506367131.28875,0.0212519169,0.453851541,0.9104651767
-17.3879446817,45.6668183397,1506367131.30749,0.0187439919,0.2854305824,0.4039100262
-16.6212630836,46.1298209086,1506367131.33129,0.0237951279,0.7666815981,0.4630025689
-16.7441286474,46.1918305234,1506367131.365,0.0337119102,0.1228655638,0.0620096148
-16.5452806874,46.8246969496,1506367131.3837,0.0186989307,0.19884796,0.6328664262
-15.8473759444,47.5311396261,1506367131.41002,0.0263152122,0.6979047429,0.7064426765
-15.7506134654,47.5986034485,1506367131.43879,0.0287759304,0.096762479,0.0674638224
-15.4518608127,47.4597637719,1506367131.46003,0.021242857,0.2987526527,0.1388396766
-14.7953355243,46.6206976932,1506367131.48882,0.0287871361,0.6565252884,0.8390660787
-14.6780600383,46.1520711436,1506367131.51006,0.0212368965,0.117275486,0.4686265496
-14.3815818396,44.8770859037,1506367131.53006,0.0200021267,0.2964781987,1.2749852399
-13.5816566293,43.2873108502,1506367131.55131,0.0212450027,0.7999252103,1.5897750535
-13.254223419,40.2549387645,1506367131.5738,0.0224969387,0.3274332103,3.0323720857
-12.9804803036,38.2059583908,1506367131.60127,0.0274679661,0.2737431154,2.0489803737
-13.3926352618,33.7448093178,1506367131.62378,0.0225141048,0.4121549582,4.461149073
-13.6396928011,31.6329137576,1506367131.64256,0.0187740326,0.2470575393,2.1118955602
-13.9445595043,29.5248369946,1506367131.66126,0.0187039375,0.3048667031,2.108076763
-14.0278588508,27.7552417596,1506367131.68375,0.0224909782,0.0832993465,1.769595235
-14.6132684511,25.1675113189,1506367131.71248,0.0287280083,0.5854096003,2.5877304407
-15.3599589019,24.182777124,1506367131.73251,0.0200309753,0.7466904508,0.9847341949
-15.8384654461,23.9065054624,1506367131.76499,0.032476902,0.4785065442,0.2762716616
-15.1960051635,23.3043208906,1506367131.78499,0.0199980736,0.6424602826,0.6021845718
-15.1149382343,22.4473417089,1506367131.80498,0.0199940205,0.0810669292,0.8569791817
-14.3421749313,20.6295530916,1506367131.83377,0.0287840366,0.772763303,1.8177886173
-14.1117443199,18.6431589109,1506367131.85999,0.0262260437,0.2304306113,1.9863941807
-13.9800733008,17.6707375869,1506367131.88747,0.0274808407,0.1316710191,0.972421324
-14.2537954282,15.960235338,1506367131.91873,0.0312581062,0.2737221273,1.7105022489
-14.458914827,15.2701167575,1506367131.94626,0.0275290012,0.2051193988,0.6901185805
-14.5326213163,15.1455204551,1506367131.96875,0.0224900246,0.0737064894,0.1245963024
-14.5993270175,15.2682651446,1506367131.99629,0.0275449753,0.0667057012,0.1227446895
-14.4561877982,15.6253619719,1506367132.01499,0.0186960697,0.1431392193,0.3570968274
-14.3318634998,16.0296929215,1506367132.03754,0.0225470066,0.1243242984,0.4043309496
-13.7217469586,16.8311014825,1506367132.05876,0.0212228298,0.6101165411,0.801408561
-13.6121929275,17.0975702186,1506367132.07874,0.0199840069,0.1095540311,0.2664687361
-13.8492603902,17.3513733518,1506367132.09885,0.0201101303,0.2370674627,0.2538031333
-13.1871827285,18.2915545609,1506367132.13378,0.0349290371,0.6620776616,0.940181209
-12.8799886478,19.5679322372,1506367132.15997,0.0261847973,0.3071940808,1.2763776763
-12.5362154333,20.3004852069,1506367132.18507,0.0250980854,0.3437732145,0.7325529697
-11.9449957222,21.2993807407,1506367132.20641,0.0213410854,0.591219711,0.9988955338
-11.0525867945,22.4216385577,1506367132.2313,0.0248978138,0.8924089278,1.122257817
-10.7415479672,23.1427012082,1506367132.25004,0.0187301636,0.3110388273,0.7210626504
-10.377477919,23.371677811,1506367132.26744,0.0174028873,0.3640700482,0.2289766028
-10.1669914844,23.7557116405,1506367132.28995,0.0225081444,0.2104864345,0.3840338295
-10.0100207173,24.1252101815,1506367132.31615,0.0262060165,0.1569707672,0.369498541
-9.5489902278,24.715745633,1506367132.33866,0.0225028992,0.4610304895,0.5905354515
-9.3098989498,25.0938322824,1506367132.36007,0.0214109421,0.239091278,0.3780866494
-9.4773935162,26.6640388666,1506367132.39007,0.0299990177,0.1674945664,1.5702065842
-9.8815873184,27.7440414853,1506367132.41123,0.0211610794,0.4041938022,1.0800026187
-9.768564889,30.1353800765,1506367132.43995,0.0287280083,0.1130224294,2.3913385911
-9.6406599218,30.8729259874,1506367132.46006,0.0201079845,0.1279049672,0.7375459109
-10.2161755037,31.6703444495,1506367132.48128,0.0212180614,0.5755155819,0.7974184621
-10.0042951171,31.7479835497,1506367132.50128,0.0200018883,0.2118803866,0.0776391002
-10.3433397257,31.546672127,1506367132.52129,0.0200121403,0.3390446086,0.2013114227
-10.2102265627,31.12429503,1506367132.54255,0.0212509632,0.133113163,0.4223770969
-10.4683546227,30.7361003259,1506367132.56379,0.0212459564,0.25812806,0.3881947041
-10.8776102027,30.788968163,1506367132.59254,0.0287439823,0.40925558,0.0528678371
-10.7633076466,31.0232581461,1506367132.61502,0.0224859715,0.1143025561,0.2342899831
-11.0684968212,31.1191910034,1506367132.63253,0.0175070763,0.3051891746,0.0959328572
