6.3928563432,-14.2893063742,1506365905.13421,Time,X,Y,,
1.3896284485,12.1934246798,1506365911.31306,0.0225119591,0.5452157199,2.1030713875,,
1.9182093701,12.7577018228,1506365911.33181,0.0187501907,0.5285809216,0.564277143,,
2.347116369,13.2598034615,1506365911.35181,0.0200028419,0.4289069989,0.5021016387,,
2.7526937877,13.5360119956,1506365911.37306,0.0212490559,0.4055774187,0.2762085342,,
3.1195279635,13.5900210277,1506365911.39557,0.0225069523,0.3668341758,0.0540090321,,
2.9906536257,14.0303840094,1506365911.42431,0.0287451744,0.1288743377,0.4403629817,,
3.3382045345,13.9859721578,1506365911.44306,0.0187478065,0.3475509088,0.0444118516,,
3.413093447,13.4753826864,1506365911.47431,0.03125,0.0748889125,0.5105894714,,
3.1900405321,12.94425025,1506365911.49431,0.0199971199,0.2230529149,0.5311324364,,
3.0880117404,12.5533484471,1506365911.51556,0.0212550163,0.1020287917,0.390901803,,
3.4491887066,11.8013807024,1506365911.53806,0.0225000381,0.3611769662,0.7519677447,,
3.5858057969,10.4157207084,1506365911.56555,0.0274918079,0.1366170903,1.385659994,,
4.4386911163,8.7674800492,1506365911.58431,0.0187540054,0.8528853194,1.6482406592,,
5.1068230639,7.528427979,1506365911.60431,0.0200021267,0.6681319476,1.2390520702,,
5.5370438014,6.1930306841,1506365911.62431,0.0199980736,0.4302207375,1.3353972949,,
6.3044858995,5.3636945396,1506365911.64556,0.0212469101,0.7674420982,0.8293361444,,
7.0239873084,3.5198575426,1506365911.66554,0.0199830532,0.7195014089,1.843836997,,
7.4557812294,2.8630841867,1506365911.68932,0.0237798691,0.431793921,0.656773356,,
8.2406725422,1.2439775075,1506365911.71688,0.027559042,0.7848913128,1.6191066791,,
8.3478877168,0.7818856975,1506365911.73683,0.0199561119,0.1072151746,0.46209181,,
7.9551742471,0.5162178673,1506365911.75814,0.0213079453,0.3927134697,0.2656678303,,
