6.3928563432,-14.2893063742,1506365905.13421,Time,X,Y,,
7.3883631404,-0.8890770159,1506365919.95318,0.0200150013,0.0802040562,0.6858803061,,
7.0152635929,-0.4310360168,1506365919.97191,0.0187289715,0.3730995476,0.4580409991,,
6.9015651634,0.0251938621,1506365919.99206,0.0201501846,0.1136984295,0.4562298789,,
6.5908201378,1.0436697532,1506365920.01193,0.0198698044,0.3107450255,1.0184758911,,
6.7676616037,1.3529404044,1506365920.03193,0.020001173,0.1768414659,0.3092706513,,
6.4399731092,1.7161967997,1506365920.05193,0.0199999809,0.3276884945,0.3632563952,,
6.520018603,1.9995831813,1506365920.07191,0.0199790001,0.0800454938,0.2833863817,,
6.0528089209,2.6142050682,1506365920.10445,0.0325369835,0.4672096821,0.6146218869,,
6.3703005864,3.3724119785,1506365920.12317,0.0187199116,0.3174916655,0.7582069102,,
6.2583680724,4.0426637674,1506365920.14442,0.0212521553,0.111932514,0.6702517889,,
6.1228567298,4.8042386311,1506365920.16316,0.0187389851,0.1355113426,0.7615748637,,
6.0174841473,5.3646552145,1506365920.18454,0.0213799477,0.1053725825,0.5604165835,,
6.0340798834,5.9082235463,1506365920.20446,0.0199179649,0.0165957361,0.5435683318,,
6.225569237,6.6997263786,1506365920.22442,0.0199611187,0.1914893536,0.7915028323,,
6.4103462907,7.0209430349,1506365920.24454,0.0201179981,0.1847770537,0.3212166563,,
6.4314089166,7.0522825744,1506365920.26443,0.019895792,0.0210626259,0.0313395395,,
6.2782769624,7.0529571534,1506365920.28455,0.0201201439,0.1531319542,0.0006745789,,
6.6739141177,6.7626456755,1506365920.30692,0.0223679543,0.3956371553,0.2903114778,,
6.2597717115,6.7795822935,1506365920.3258,0.0188820362,0.4141424062,0.016936618,,
6.3704663896,6.5212214717,1506365920.3458,0.0199968815,0.1106946781,0.2583608218,,
6.0111916869,6.4876291169,1506365920.36705,0.0212521553,0.3592747027,0.0335923548,,
5.9995327009,6.2862881859,1506365920.38702,0.0199639797,0.011658986,0.201340931,,
5.6985557355,6.1805008185,1506365920.4083,0.0212879181,0.3009769653,0.1057873673,,
5.5262534664,6.2834148825,1506365920.42706,0.0187590122,0.1723022692,0.102914064,,
5.9484824763,6.1530100784,1506365920.44955,0.0224840641,0.4222290099,0.1304048041,,
6.1200721822,5.5929795157,1506365920.4783,0.0287539959,0.171589706,0.5600305627,,
6.0778186549,4.851934181,1506365920.4983,0.0199959278,0.0422535273,0.7410453347,,
6.5756018687,4.6359694984,1506365920.5183,0.0199980736,0.4977832138,0.2159646826,,
6.2787908979,4.0776280475,1506365920.54066,0.0223670006,0.2968109708,0.558341451,,
6.7216765932,3.6659147627,1506365920.56954,0.0288760662,0.4428856953,0.4117132847,,
6.4586730239,3.3378747196,1506365920.59075,0.0212128162,0.2630035693,0.3280400432,,
7.1097123142,2.8745626362,1506365920.61078,0.0200281143,0.6510392903,0.4633120833,,
6.4294963744,2.6216621187,1506365920.63078,0.0199978352,0.6802159397,0.2529005175,,
6.7007715734,2.6559885785,1506365920.65214,0.0213601589,0.271275199,0.0343264597,,
6.7605354288,2.7950264093,1506365920.67578,0.0236439705,0.0597638554,0.1390378309,,
6.8838727482,2.4056152512,1506365920.70328,0.0275030136,0.1233373194,0.3894111581,,
7.0776718435,2.4790572972,1506365920.72202,0.0187370777,0.1937990954,0.073442046,,
7.1675648016,2.2594552363,1506365920.7433,0.021281004,0.0898929581,0.2196020608,,
7.166158805,2.4190785091,1506365920.7633,0.0199959278,0.0014059966,0.1596232728,,
6.7994557834,2.1179720893,1506365920.78324,0.0199458599,0.3667030216,0.3011064198,,
6.5640438111,2.1839054887,1506365920.80325,0.020001173,0.2354119723,0.0659333994,,
6.5635599219,2.2083557196,1506365920.82323,0.0199859142,0.0004838891,0.0244502309,,
6.4340806519,2.3014056123,1506365920.86331,0.0400819778,0.1294792701,0.0930498927,,
6.259276605,2.2900768714,1506365920.88451,0.0211999416,0.1748040469,0.0113287409,,
5.908676799,2.56214779,1506365920.90577,0.0212600231,0.350599806,0.2720709185,,
6.1509648055,2.7427262464,1506365920.9258,0.0200250149,0.2422880065,0.1805784564,,
5.7991118741,2.9073863343,1506365920.9458,0.0199990273,0.3518529314,0.1646600879,,
6.1037582526,2.8788877925,1506365920.97582,0.0300180912,0.3046463785,0.0284985418,,
6.0011411647,2.6642573919,1506365920.99582,0.0200090408,0.1026170879,0.2146304006,,
5.8523329716,2.7202348142,1506365921.01711,0.021283865,0.148808193,0.0559774223,,
5.5896727398,3.2513406786,1506365921.03709,0.0199840069,0.2626602318,0.5311058644,,
5.7128888965,3.3427804954,1506365921.06085,0.0237550735,0.1232161567,0.0914398168,,
5.385148199,3.3339282175,1506365921.07959,0.0187449455,0.3277406975,0.0088522779,,
5.3416688456,3.6616335679,1506365921.09959,0.0199940205,0.0434793534,0.3277053504,,
5.4358684476,4.031920758,1506365921.11834,0.0187530518,0.0941996021,0.3702871902,,
4.9784063619,4.1948110965,1506365921.13835,0.0200078487,0.4574620858,0.1628903384,,
4.9246646754,4.458892923,1506365921.15957,0.0212230682,0.0537416865,0.2640818265,,
5.1897220964,4.7963912102,1506365921.18086,0.0212891102,0.265057421,0.3374982872,,
4.856147806,5.1055775798,1506365921.19954,0.0186808109,0.3335742904,0.3091863696,,
5.3326421147,5.4347840072,1506365921.22072,0.0211801529,0.4764943087,0.3292064274,,
5.1801832747,5.3814033741,1506365921.23947,0.0187530518,0.15245884,0.0533806331,,
4.9069551677,5.5650659357,1506365921.25951,0.0200338364,0.273228107,0.1836625616,,
5.0661670569,5.6875489968,1506365921.2808,0.0212891102,0.1592118892,0.1224830611,,
5.070840614,5.9336733451,1506365921.30329,0.0224978924,0.004673557,0.2461243483,,
4.9886521581,5.9658524997,1506365921.32205,0.0187511444,0.0821884559,0.0321791546,,
4.8664915663,6.0167708114,1506365921.34329,0.0212488174,0.1221605917,0.0509183117,,
5.3250028512,5.9084114442,1506365921.36202,0.0187270641,0.4585112849,0.1083593672,,
5.5050397043,5.8967174888,1506365921.38452,0.0224981308,0.1800368531,0.0116939553,,
5.3311154098,5.9463691732,1506365921.40327,0.0187549591,0.1739242945,0.0496516844,,
5.396883083,6.1324885925,1506365921.42454,0.0212619305,0.0657676732,0.1861194193,,
5.1479211509,6.4105057412,1506365921.45333,0.0287930965,0.2489619321,0.2780171487,,
5.6768092996,6.2797675154,1506365921.47328,0.0199530125,0.5288881487,0.1307382258,,
5.4214706826,6.4124107197,1506365921.49454,0.0212550163,0.255338617,0.1326432044,,
5.7001644272,6.4800902988,1506365921.52454,0.0300078392,0.2786937446,0.0676795791,,
5.4236713488,6.6896302281,1506365921.54455,0.020004034,0.2764930784,0.2095399293,,
5.4539559015,6.6012705444,1506365921.56831,0.0237600803,0.0302845528,0.0883596837,,
5.7499040609,6.8325222191,1506365921.58704,0.0187358856,0.2959481594,0.2312516747,,
5.5179774143,6.8400025879,1506365921.60577,0.01872015,0.2319266467,0.0074803688,,
5.8471112718,7.2575572908,1506365921.62577,0.0200068951,0.3291338575,0.4175547029,,
5.6980698151,7.3703580595,1506365921.64571,0.0199389458,0.1490414567,0.1128007687,,
5.6624292437,7.6911610247,1506365921.66707,0.0213589668,0.0356405714,0.3208029652,,
5.850760791,8.2097919004,1506365921.68697,0.0198991299,0.1883315473,0.5186308757,,
5.6916011675,8.5293394054,1506365921.707,0.020031929,0.1591596235,0.319547505,,
6.0480931448,9.1259242295,1506365921.72704,0.0200419426,0.3564919773,0.5965848241,,
5.9487732362,9.702530499,1506365921.74829,0.0212500095,0.0993199086,0.5766062695,,
5.4773643795,10.6124098423,1506365921.76828,0.0199911594,0.4714088567,0.9098793433,,
5.8922341799,11.188434411,1506365921.79079,0.0225098133,0.4148698003,0.5760245687,,
5.8922341799,11.188434411,1506365921.80831,0.0175120831,0,0,,
5.7856928198,11.5655417784,1506365921.83074,0.0224349499,0.1065413601,0.3771073674,,
5.7082000467,11.5780228632,1506365921.84956,0.0188159943,0.0774927731,0.0124810848,,
5.9346597906,11.6902270694,1506365921.86959,0.0200300217,0.2264597439,0.1122042061,,
6.1504465081,11.664831098,1506365921.88957,0.0199780464,0.2157867175,0.0253959714,,
5.8440133935,11.575360522,1506365921.9096,0.0200390816,0.3064331146,0.089470576,,
5.8528468716,11.4375793133,1506365921.93082,0.021214962,0.0088334781,0.1377812087,,
5.8297104042,11.3979205043,1506365921.9521,0.0212769508,0.0231364674,0.039658809,,
5.550291275,11.081445303,1506365921.97085,0.0187540054,0.2794191292,0.3164752014,,
5.4376424192,11.1378960572,1506365921.99083,0.0199830532,0.1126488558,0.0564507543,,
5.2766781935,11.2766066687,1506365922.01209,0.0212528706,0.1609642257,0.1387106115,,
5.0317386841,11.135220357,1506365922.03331,0.0212240219,0.2449395094,0.1413863117,,
4.794921545,11.2893339557,1506365922.05206,0.0187499523,0.2368171391,0.1541135987,,
4.4653448844,11.5250524265,1506365922.07331,0.0212481022,0.3295766606,0.2357184708,,
4.64357914,11.6561391732,1506365922.09332,0.0200119019,0.1782342556,0.1310867466,,
4.6435545913,11.9068660405,1506365922.11455,0.0212261677,2.45486600878309E-005,0.2507268673,,
4.464287885,12.5186251326,1506365922.1358,0.0212578773,0.1792667064,0.6117590921,,
4.54157073,12.7687023738,1506365922.15329,0.0174880028,0.0772828451,0.2500772412,,
4.4876099678,13.0044018518,1506365922.17577,0.0224809647,0.0539607622,0.235699478,,
4.2529507384,13.279985051,1506365922.19453,0.0187561512,0.2346592295,0.2755831993,,
4.2723269048,13.7996462599,1506365922.21453,0.0199999809,0.0193761664,0.5196612089,,
4.0091156796,14.7875221069,1506365922.23578,0.0212459564,0.2632112252,0.9878758469,,
3.8241851615,15.1492497913,1506365922.25578,0.0199999809,0.1849305182,0.3617276844,,
4.0491309474,15.5667511817,1506365922.27579,0.0200140476,0.2249457859,0.4175013904,,
3.8463873453,15.6204919434,1506365922.29579,0.0199968815,0.2027436021,0.0537407617,,
3.905210107,15.8355328642,1506365922.31579,0.020001173,0.0588227617,0.2150409208,,
3.6968636738,15.8977385642,1506365922.33704,0.0212519169,0.2083464332,0.0622057,,
3.7541384113,16.0750746237,1506365922.35704,0.0199959278,0.0572747375,0.1773360595,,
3.5946675619,16.1659990932,1506365922.37704,0.020004034,0.1594708494,0.0909244694,,
3.9472979661,16.3992998945,1506365922.39954,0.0224969387,0.3526304042,0.2333008013,,
3.8865749815,16.904159062,1506365922.41829,0.0187540054,0.0607229845,0.5048591675,,
3.8932955767,17.7373782641,1506365922.43704,0.018748045,0.0067205952,0.8332192022,,
3.807950842,18.3244890472,1506365922.45709,0.0200500488,0.0853447347,0.587110783,,
3.7960885983,19.0417376375,1506365922.47836,0.021269083,0.0118622437,0.7172485903,,
3.5882089564,19.7609639259,1506365922.49952,0.021160841,0.2078796418,0.7192262883,,
4.2499047681,19.9573650845,1506365922.51827,0.018748045,0.6616958117,0.1964011586,,
4.1451341113,20.0133347693,1506365922.53833,0.0200669765,0.1047706568,0.0559696849,,
4.3453381548,19.9615018442,1506365922.55829,0.0199520588,0.2002040435,0.0518329251,,
4.6766596534,19.7784036691,1506365922.57954,0.02125597,0.3313214987,0.1830981752,,
4.8371502137,19.7623390891,1506365922.59954,0.0200009346,0.1604905603,0.0160645799,,
5.0847235025,19.5038967134,1506365922.61953,0.0199921131,0.2475732888,0.2584423758,,
5.416737346,19.2989675691,1506365922.64073,0.0211920738,0.3320138436,0.2049291443,,
5.4922049246,19.0642480166,1506365922.66073,0.0200059414,0.0754675786,0.2347195525,,
5.9234471434,18.7965608212,1506365922.68328,0.0225520134,0.4312422188,0.2676871954,,
6.1354275261,18.5550748626,1506365922.70204,0.0187530518,0.2119803827,0.2414859586,,
6.3675337554,18.3814226944,1506365922.72219,0.0201559067,0.2321062293,0.1736521681,,
6.7428542644,17.5108353753,1506365922.74204,0.0198419094,0.375320509,0.8705873191,,
6.9199747711,17.5754343757,1506365922.76204,0.0200021267,0.1771205067,0.0645990004,,
7.2488053472,17.3036912333,1506365922.78329,0.0212519169,0.3288305762,0.2717431424,,
7.17198181,16.9086876131,1506365922.80329,0.0199971199,0.0768235373,0.3950036202,,
7.1116391904,16.4914304921,1506365922.82329,0.020004034,0.0603426196,0.417257121,,
7.3646716212,16.4644142832,1506365922.84579,0.0224988461,0.2530324308,0.0270162089,,
7.2435865492,16.3582144174,1506365922.86453,0.0187439919,0.121085072,0.1061998657,,
7.4487479283,16.4463541189,1506365922.88454,0.0200030804,0.2051613791,0.0881397015,,
7.6417815848,15.9787577433,1506365922.90451,0.0199689865,0.1930336564,0.4675963756,,
7.2833118711,15.6411667682,1506365922.92454,0.020031929,0.3584697136,0.3375909752,,
7.7760950744,15.4059497063,1506365922.94459,0.0200510025,0.4927832033,0.2352170618,,
7.7626981733,14.8281870351,1506365922.96446,0.0198690891,0.0133969011,0.5777626712,,
7.8676310694,14.1807481839,1506365922.98579,0.0213298798,0.1049328961,0.6474388512,,
8.1002676568,13.7661582394,1506365923.00701,0.0212221146,0.2326365873,0.4145899445,,
8.1983989941,13.1062263589,1506365923.02579,0.0187780857,0.0981313374,0.6599318805,,
7.8298490811,12.7895227,1506365923.04828,0.0224969387,0.368549913,0.3167036589,,
7.9759100628,11.8862430449,1506365923.06703,0.018748045,0.1460609817,0.9032796551,,
8.004778543,11.6893669819,1506365923.08701,0.0199799538,0.0288684801,0.196876063,,
8.0076162634,11.3400032129,1506365923.10704,0.0200278759,0.0028377204,0.349363769,,
7.8749562155,10.748531963,1506365923.13695,0.0299110413,0.1326600479,0.5914712499,,
7.4148150601,10.7408442225,1506365923.15953,0.0225811005,0.4601411553,0.0076877405,,
7.9312326137,10.1275829397,1506365923.17828,0.0187518597,0.5164175536,0.6132612828,,
7.8885672776,10.03330668,1506365923.19829,0.0200061798,0.0426653361,0.0942762597,,
7.6644988171,9.9995501481,1506365923.21829,0.0199987888,0.2240684604,0.033756532,,
7.9933023849,9.8208070341,1506365923.23824,0.0199491978,0.3288035678,0.178743114,,
7.5405105154,9.7188082187,1506365923.2582,0.0199589729,0.4527918696,0.1019988153,,
7.2095417828,9.8685515361,1506365923.27829,0.0200889111,0.3309687326,0.1497433174,,
6.9479673219,10.130794228,1506365923.29955,0.0212631226,0.2615744609,0.2622426919,,
6.9686766965,10.4024792506,1506365923.31952,0.0199677944,0.0207093746,0.2716850226,,
6.8421505961,10.2871297439,1506365923.34202,0.0224981308,0.1265261004,0.1153495067,,
6.7420987148,10.7746125812,1506365923.36954,0.0275199413,0.1000518813,0.4874828373,,
6.2297913608,11.072063044,1506365923.38954,0.0199999809,0.512307354,0.2974504627,,
5.7626273461,11.5191569851,1506365923.42328,0.0337450504,0.4671640147,0.4470939411,,
5.5880980761,11.8374638655,1506365923.45073,0.0274460316,0.17452927,0.3183068805,,
5.6131848008,12.0470555368,1506365923.47327,0.0225470066,0.0250867247,0.2095916713,,
5.358254517,12.1585473568,1506365923.49203,0.0187599659,0.2549302838,0.11149182,,
5.2638243956,12.0117783316,1506365923.51203,0.0199959278,0.0944301213,0.1467690252,,
4.6835416692,11.9585781537,1506365923.53329,0.0212631226,0.5802827264,0.0532001779,,
4.9056310145,11.7284625618,1506365923.55215,0.018862009,0.2220893453,0.2301155919,,
5.0042785579,11.7196783171,1506365923.57214,0.0199878216,0.0986475434,0.0087842447,,
4.4166360386,11.8613115839,1506365923.59214,0.020001173,0.5876425193,0.1416332669,,
4.5424585739,11.8666246143,1506365923.61215,0.0200078487,0.1258225353,0.0053130303,,
4.4362691199,11.7790777597,1506365923.63215,0.0199999809,0.106189454,0.0875468546,,
4.4901917419,11.8407720776,1506365923.65328,0.0211260319,0.053922622,0.0616943179,,
4.4466907675,11.7567971058,1506365923.67329,0.0200099945,0.0435009744,0.0839749717,,
4.0395451899,12.005416109,1506365923.69331,0.0200200081,0.4071455776,0.2486190032,,
4.2682154671,11.8594297536,1506365923.71331,0.0199990273,0.2286702772,0.1459863555,,
4.5715744812,12.0439498053,1506365923.73571,0.0224010944,0.303359014,0.1845200517,,
4.265033902,12.2293161963,1506365923.75454,0.0188350677,0.3065405792,0.185366391,,
4.3350080678,12.3072060907,1506365923.77455,0.0200109482,0.0699741658,0.0778898944,,
4.1731709592,12.3282060851,1506365923.7958,0.0212459564,0.1618371086,0.0209999944,,
4.1959079801,12.664695978,1506365923.81714,0.0213429928,0.0227370209,0.3364898929,,
4.3031497843,12.6326107411,1506365923.83572,0.0185749531,0.1072418042,0.032085237,,
4.5089048565,12.7751146043,1506365923.85715,0.021435976,0.2057550722,0.1425038632,,
4.2815322968,13.1291954188,1506365923.88714,0.029984951,0.2273725597,0.3540808145,,
4.7818726311,13.6794977043,1506365923.91715,0.0300102234,0.5003403343,0.5503022855,,
4.544148375,14.6017335483,1506365923.94715,0.0299978256,0.2377242561,0.922235844,,
4.7420319653,15.0361734477,1506365923.96714,0.0199930668,0.1978835903,0.4344398994,,
4.7415620369,15.42367569,1506365923.98714,0.0199990273,0.0004699285,0.3875022423,,
4.8638682281,16.4547212601,1506365924.00824,0.021105051,0.1223061912,1.0310455701,,
4.7309482469,16.7948290855,1506365924.02827,0.0200219154,0.1329199811,0.3401078254,,
5.1334804836,17.157034823,1506365924.04827,0.0199999809,0.4025322367,0.3622057375,,
4.8321819546,17.3083400828,1506365924.06825,0.0199840069,0.301298529,0.1513052598,,
5.0816636493,17.7025017486,1506365924.08953,0.0212819576,0.2494816947,0.3941616658,,
4.8284578296,17.6174390678,1506365924.10826,0.0187270641,0.2532058197,0.0850626808,,
4.9897859496,17.6555555918,1506365924.12954,0.0212819576,0.16132812,0.038116524,,
5.1080537632,17.6909553828,1506365924.14951,0.019972086,0.1182678135,0.035399791,,
5.5087445059,17.6689913454,1506365924.16952,0.0200119019,0.4006907427,0.0219640374,,
5.2196021973,17.7491792966,1506365924.18955,0.020029068,0.2891423086,0.0801879512,,
5.2548789427,17.7716370217,1506365924.21204,0.0224869251,0.0352767454,0.0224577251,,
5.3265720852,17.6948952848,1506365924.23077,0.0187339783,0.0716931425,0.0767417369,,
5.4902012158,17.6568286662,1506365924.25214,0.0213630199,0.1636291306,0.0380666187,,
5.563064858,17.7984544904,1506365924.27228,0.0201411247,0.0728636421,0.1416258243,,
5.8410447546,17.6075804561,1506365924.29081,0.0185289383,0.2779798967,0.1908740343,,
6.0703500394,17.7394763929,1506365924.31076,0.0199480057,0.2293052847,0.1318959368,,
6.3961887083,17.6519096438,1506365924.33325,0.022495985,0.3258386689,0.0875667491,,
6.4780131216,17.8133630369,1506365924.35214,0.0188930035,0.0818244133,0.161453393,,
6.6637909793,17.7427271708,1506365924.37215,0.0200009346,0.1857778577,0.0706358661,,
6.3999322471,17.6548888022,1506365924.39327,0.0211219788,0.2638587322,0.0878383685,,
7.178616967,17.8035548116,1506365924.41327,0.0199980736,0.7786847199,0.1486660094,,
7.0099858763,17.5462744498,1506365924.44326,0.0299949646,0.1686310907,0.2572803619,,
7.2727852542,17.6734072761,1506365924.46326,0.0199971199,0.2627993779,0.1271328263,,
7.2381473218,17.7746141516,1506365924.48453,0.0212759972,0.0346379324,0.1012068755,,
7.3044547956,17.4918994904,1506365924.50577,0.0212340355,0.0663074737,0.2827146612,,
7.5748826148,17.5353497383,1506365924.52453,0.0187659264,0.2704278193,0.043450248,,
7.7448012178,17.3857532034,1506365924.54575,0.0212190151,0.169918603,0.1495965349,,
7.6956614751,17.3683860657,1506365924.56453,0.0187799931,0.0491397427,0.0173671377,,
7.6427151452,17.1674238702,1506365924.58453,0.0199940205,0.0529463299,0.2009621955,,
7.9660215322,16.5545798474,1506365924.61575,0.031224966,0.323306387,0.6128440228,,
8.2254440613,16.1277358176,1506365924.63578,0.0200328827,0.2594225291,0.4268440298,,
8.3795152899,15.5233570035,1506365924.65576,0.0199801922,0.1540712286,0.604378814,,
8.2609399999,15.3522015415,1506365924.69075,0.0349888802,0.11857529,0.171155462,,
8.5966081267,14.8299904602,1506365924.7095,0.0187489986,0.3356681267,0.5222110813,,
8.8669810025,14.6968696738,1506365924.72827,0.0187630653,0.2703728758,0.1331207864,,
8.5123247934,14.6214263033,1506365924.74826,0.0199940205,0.3546562091,0.0754433705,,
8.4117766332,14.4873222458,1506365924.7671,0.0188448429,0.1005481603,0.1341040575,,
8.3160693087,14.5177943887,1506365924.7871,0.0199980736,0.0957073245,0.0304721428,,
8.5788553186,14.8332057091,1506365924.80826,0.0211560726,0.2627860099,0.3154113205,,
8.5209945831,14.5590805451,1506365924.82827,0.0200068951,0.0578607355,0.274125164,,
8.3690649785,14.6394108517,1506365924.84947,0.0212011337,0.1519296045,0.0803303066,,
8.881091916,14.4535773202,1506365924.86946,0.019990921,0.5120269374,0.1858335315,,
8.9532792242,14.6006471387,1506365924.88949,0.0200300217,0.0721873082,0.1470698185,,
8.6388527029,14.4942842098,1506365924.90948,0.0199949741,0.3144265213,0.1063629289,,
8.5198549927,14.5168031219,1506365924.93074,0.0212550163,0.1189977101,0.0225189121,,
9.076023491,14.3279150573,1506365924.95074,0.0199980736,0.5561684983,0.1888880647,,
8.7781242863,14.1240992364,1506365924.97074,0.0200028419,0.2978992047,0.2038158209,,
9.3160685851,13.8463439824,1506365924.99073,0.0199890137,0.5379442987,0.277755254,,
9.2090758554,13.5105543826,1506365925.01073,0.0199990273,0.1069927296,0.3357895998,,
8.8034552614,13.216572278,1506365925.03323,0.0225059986,0.4056205941,0.2939821046,,
8.831348431,12.9321860834,1506365925.0521,0.0188670158,0.0278931697,0.2843861946,,
8.5853151986,12.7616070079,1506365925.0721,0.0199999809,0.2460332324,0.1705790755,,
8.2213065224,12.1805974215,1506365925.0921,0.0199999809,0.3640086763,0.5810095864,,
8.5998631172,12.0548531657,1506365925.11323,0.0211341381,0.3785565948,0.1257442557,,
8.3213105585,11.7953368034,1506365925.13324,0.0200049877,0.2785525587,0.2595163623,,
8.3416861219,11.6184959392,1506365925.15337,0.0201318264,0.0203755634,0.1768408642,,
7.9189465074,11.2936902594,1506365925.17586,0.0224850178,0.4227396146,0.3248056797,,
7.8111712891,10.9852250223,1506365925.1946,0.0187489986,0.1077752183,0.3084652371,,
7.8152970115,10.5557952284,1506365925.2157,0.0211009979,0.0041257224,0.4294297939,,
7.8758359054,9.9229141546,1506365925.2346,0.0188989639,0.0605388939,0.6328810738,,
7.5914411018,9.2808487842,1506365925.2546,0.0199990273,0.2843948035,0.6420653704,,
8.0022610446,8.0705521823,1506365925.2746,0.0199980736,0.4108199428,1.2102966019,,
7.75498129,7.4598380761,1506365925.29959,0.0249841213,0.2472797546,0.6107141062,,
8.2718958853,6.6611021571,1506365925.32585,0.0262668133,0.5169145953,0.798735919,,
7.7285911105,6.4606758552,1506365925.34585,0.0199949741,0.5433047748,0.2004263019,,
7.8782636674,6.1092490465,1506365925.36706,0.0212140083,0.1496725569,0.3514268087,,
8.1800613339,5.8381058867,1506365925.38952,0.0224571228,0.3017976666,0.2711431599,,
8.5621119369,5.423689659,1506365925.4084,0.0188779831,0.382050603,0.4144162277,,
8.1855014128,5.4390310981,1506365925.42714,0.0187439919,0.3766105241,0.0153414392,,
8.0141002357,5.3503319423,1506365925.44714,0.0200009346,0.1714011771,0.0886991559,,
7.9858986692,5.1477928475,1506365925.46839,0.0212509632,0.0282015665,0.2025390948,,
7.9113888151,5.1347895354,1506365925.4884,0.0200030804,0.0745098541,0.0130033121,,
7.5481937733,4.8860336532,1506365925.5084,0.0199999809,0.3631950418,0.2487558823,,
7.3220998059,4.7393695041,1506365925.52964,0.0212459564,0.2260939674,0.146664149,,
7.2004539031,4.5165802731,1506365925.54839,0.0187439919,0.1216459028,0.2227892311,,
6.9433450983,4.4327421392,1506365925.56963,0.0212440491,0.2571088048,0.0838381339,,
7.0799968167,4.5068795413,1506365925.58964,0.0200080872,0.1366517184,0.0741374022,,
6.9422312098,4.4581492352,1506365925.60963,0.0199959278,0.1377656069,0.0487303061,,
6.7671314508,4.2880509586,1506365925.63091,0.0212800503,0.175099759,0.1700982766,,
6.7471265537,4.1678901252,1506365925.65215,0.0212368965,0.020004897,0.1201608334,,
6.7999330806,3.9563476352,1506365925.67089,0.0187411308,0.0528065269,0.2115424901,,
6.604674783,3.7470694964,1506365925.69089,0.0200009346,0.1952582976,0.2092781388,,
6.4441760388,3.3653245399,1506365925.71089,0.0199990273,0.1604987442,0.3817449565,,
6.5148842116,3.3208041822,1506365925.73089,0.0200018883,0.0707081728,0.0445203577,,
6.2190813225,3.1375048497,1506365925.75214,0.0212471485,0.2958028891,0.1832993325,,
6.2694305135,3.0039223585,1506365925.77212,0.0199809074,0.050349191,0.1335824912,,
6.11241074,2.758921702,1506365925.79215,0.0200250149,0.1570197735,0.2450006565,,
5.9379954546,2.747675986,1506365925.8134,0.0212490559,0.1744152854,0.011245716,,
5.8877999801,2.7207637308,1506365925.83339,0.0199990273,0.0501954745,0.0269122553,,
6.1670596107,2.7076071052,1506365925.85465,0.0212509632,0.2792596306,0.0131566256,,
6.1258963228,2.3632478668,1506365925.87339,0.018748045,0.0411632879,0.3443592384,,
6.2512396424,2.0542704802,1506365925.89589,0.0224978924,0.1253433197,0.3089773866,,
5.8598412552,1.8738455019,1506365925.91466,0.018764019,0.3913983872,0.1804249782,,
5.7508879532,1.8695801648,1506365925.93589,0.0212340355,0.108953302,0.0042653371,,
6.0251348964,1.6392389482,1506365925.95464,0.018748045,0.2742469432,0.2303412166,,
6.0170458507,1.4218006712,1506365925.98713,0.0324890614,0.0080890457,0.217438277,,
5.9715866491,1.0214714563,1506365926.00588,0.0187578201,0.0454592016,0.400329215,,
5.7427058862,0.8469597047,1506365926.02584,0.0199539661,0.2288807629,0.1745117516,,
5.3859011212,0.7672245542,1506365926.04583,0.0199961662,0.356804765,0.0797351505,,
5.4431338095,0.5281587948,1506365926.06709,0.0212528706,0.0572326884,0.2390657594,,
5.1941719133,0.4480005902,1506365926.08584,0.0187489986,0.2489618962,0.0801582046,,
5.4405149881,0.4462156695,1506365926.10584,0.0199999809,0.2463430748,0.0017849207,,
5.0122175319,0.4082679003,1506365926.12709,0.0212512016,0.4282974562,0.0379477692,,
5.1096985879,0.702122423,1506365926.1471,0.0200119019,0.097481056,0.2938545227,,
5.0322866968,0.5546888146,1506365926.16959,0.0224869251,0.0774118911,0.1474336084,,
5.0777866659,0.7144345565,1506365926.18959,0.0200021267,0.0454999691,0.1597457418,,
5.2304113605,0.9017300253,1506365926.20834,0.0187499523,0.1526246946,0.1872954689,,
5.0805279692,0.6879437838,1506365926.22834,0.0199990273,0.1498833913,0.2137862415,,
5.1540764977,0.513596494,1506365926.24834,0.0200018883,0.0735485286,0.1743472898,,
5.0253477065,0.5269862951,1506365926.26959,0.0212459564,0.1287287912,0.0133898011,,
5.1266648206,0.4187484474,1506365926.29209,0.0225081444,0.1013171142,0.1082378477,,
4.7333741011,0.395304325,1506365926.31958,0.0274889469,0.3932907196,0.0234441225,,
4.9036485107,0.5145551875,1506365926.33959,0.0200049877,0.1702744096,0.1192508625,,
5.1221151207,0.4351804049,1506365926.35959,0.0200021267,0.2184666099,0.0793747826,,
4.922537177,0.7603609245,1506365926.38082,0.0212287903,0.1995779436,0.3251805196,,
4.7151826102,0.6789280139,1506365926.3996,0.0187780857,0.2073545669,0.0814329106,,
4.4824408709,0.9873974822,1506365926.42085,0.0212490559,0.2327417393,0.3084694682,,
4.9386906619,1.1743294118,1506365926.44084,0.019990921,0.4562497909,0.1869319296,,
4.4201979983,1.4924352876,1506365926.46083,0.0199971199,0.5184926636,0.3181058758,,
4.4195062934,2.0025962365,1506365926.48209,0.0212519169,0.0006917049,0.5101609489,,
4.4108803769,2.4002569059,1506365926.50209,0.0200030804,0.0086259165,0.3976606694,,
4.0646196148,3.1357538615,1506365926.52084,0.0187489986,0.3462607621,0.7354969556,,
