-2.4548153643,34.4006978466,1506366801.2874,Time,X,Y
2.1217341579,18.1675873239,1506366803.26371,0.0198800564,0.6280304292,0.2437853395
2.5041261277,18.1513221319,1506366803.28244,0.0187330246,0.3823919697,0.016265192
2.5811781642,18.158158035,1506366803.30257,0.0201318264,0.0770520365,0.0068359031
2.6003997645,18.238053475,1506366803.32244,0.0198659897,0.0192216004,0.07989544
2.8272982038,18.500001994,1506366803.34244,0.020001173,0.2268984392,0.261948519
3.106649579,18.5909610572,1506366803.3637,0.0212569237,0.2793513753,0.0909590632
3.3586361259,18.7888085104,1506366803.38373,0.0200278759,0.2519865469,0.1978474532
3.3831198858,18.9146128682,1506366803.40369,0.0199670792,0.0244837599,0.1258043578
4.0955296176,19.2156198538,1506366803.42495,0.0212540627,0.7124097318,0.3010069856
4.3723021775,19.436907481,1506366803.44495,0.0199990273,0.2767725599,0.2212876272
4.3159298033,19.5852364771,1506366803.46495,0.0200078487,0.0563723742,0.1483289961
4.3879059643,19.9037843988,1506366803.48495,0.0199940205,0.071976161,0.3185479218
4.3850731337,20.1088037272,1506366803.50619,0.0212380886,0.0028328306,0.2050193284
4.236844956,20.5834103568,1506366803.5262,0.0200099945,0.1482281777,0.4746066296
3.9038283088,20.84267877,1506366803.54619,0.0199980736,0.3330166472,0.2592684133
3.8766202718,21.149267232,1506366803.56745,0.0212569237,0.027208037,0.306588462
4.0837002856,21.7014929112,1506366803.58744,0.0199840069,0.2070800138,0.5522256793
3.6726203782,21.804592086,1506366803.60745,0.020015955,0.4110799073,0.1030991748
3.5445533858,22.0799384005,1506366803.62744,0.0199890137,0.1280669924,0.2753463145
3.185717939,22.1129746258,1506366803.64743,0.01998806,0.3588354468,0.0330362253
3.7318988734,22.7999107816,1506366803.66746,0.0200328827,0.5461809344,0.6869361558
3.6805875414,23.1508919509,1506366803.68747,0.0200111866,0.0513113319,0.3509811692
4.1110331041,23.6347364882,1506366803.70745,0.0199768543,0.4304455626,0.4838445374
4.0797036044,23.8999267588,1506366803.72867,0.0212259293,0.0313294996,0.2651902706
4.3848703329,24.2245663327,1506366803.74879,0.0201101303,0.3051667285,0.3246395738
4.3567387969,24.4111703715,1506366803.76882,0.0200350285,0.0281315361,0.1866040388
4.6345431503,24.508312626,1506366803.78882,0.0200009346,0.2778043534,0.0971422545
4.9408843389,24.5668030911,1506366803.80879,0.0199649334,0.3063411886,0.0584904652
5.3941427105,24.4821783645,1506366803.82873,0.019944191,0.4532583716,0.0846247267
5.1070293666,24.3061575246,1506366803.84872,0.0199849606,0.2871133439,0.1760208399
5.2071730322,24.193477958,1506366803.86997,0.021258831,0.1001436656,0.1126795666
5.3264249429,24.3620623706,1506366803.88996,0.019985199,0.1192519107,0.1685844126
5.7690752322,24.3703451961,1506366803.91133,0.0213718414,0.4426502893,0.0082828254
5.7156132969,24.5982673827,1506366803.9412,0.0298731327,0.0534619353,0.2279221867
6.2133981377,24.9325975695,1506366803.96131,0.0201070309,0.4977848408,0.3343301867
6.2401541281,25.247271633,1506366803.98134,0.0200238228,0.0267559904,0.3146740635
6.279910332,25.5834581785,1506366804.00131,0.0199770927,0.0397562039,0.3361865455
6.4808952855,25.7773564072,1506366804.02261,0.0213000774,0.2009849535,0.1938982288
6.391893073,26.2223307504,1506366804.04261,0.0200009346,0.0890022125,0.4449743432
6.7959330888,26.5439455393,1506366804.08012,0.0375089645,0.4040400158,0.3216147889
6.8252036759,26.9507331179,1506366804.10388,0.0237560272,0.029270587,0.4067875786
7.0906263918,26.7421653299,1506366804.12511,0.0212318897,0.2654227159,0.208567788
7.0368856817,26.7030712886,1506366804.14386,0.0187511444,0.0537407101,0.0390940413
7.0219154277,26.5902772797,1506366804.16511,0.0212490559,0.014970254,0.1127940089
6.7641495607,26.174178162,1506366804.1851,0.0199918747,0.2577658669,0.4160991177
6.7704351954,25.2049546366,1506366804.20635,0.0212450027,0.0062856346,0.9692235254
6.8486989539,24.7862343444,1506366804.22635,0.0200030804,0.0782637585,0.4187202922
6.5199702347,24.0304204658,1506366804.24635,0.0199999809,0.3287287192,0.7558138786
6.9225956861,23.2021251403,1506366804.26767,0.0213170052,0.4026254515,0.8282953255
7.0444675303,21.8191362697,1506366804.28764,0.019974947,0.1218718442,1.3829888706
7.4523226773,21.5789540895,1506366804.30754,0.0198988914,0.407855147,0.2401821802
7.4257819593,21.2887299017,1506366804.32762,0.0200781822,0.0265407181,0.2902241878
7.4898752784,21.2847477738,1506366804.34893,0.0213088989,0.0640933191,0.0039821279
6.8394007783,20.7927099001,1506366804.36882,0.0198869705,0.6504745001,0.4920378737
7.1346163544,20.6382474744,1506366804.3888,0.0199871063,0.2952155761,0.1544624257
7.1041489808,20.4255766664,1506366804.40883,0.020031929,0.0304673735,0.212670808
7.147312596,20.0417648758,1506366804.42882,0.0199849606,0.0431636152,0.3838117906
6.809525569,19.5107037762,1506366804.44882,0.020001173,0.337787027,0.5310610996
6.0507015366,19.1428393053,1506366804.46887,0.0200479031,0.7588240324,0.3678644708
5.8946017584,18.8204356617,1506366804.48882,0.0199530125,0.1560997782,0.3224036436
6.1044201768,18.1694966319,1506366804.51007,0.0212469101,0.2098184184,0.6509390299
5.8853299917,17.1493880526,1506366804.53007,0.0200021267,0.2190901851,1.0201085793
5.2808761076,16.7128084031,1506366804.55007,0.0199999809,0.6044538841,0.4365796494
5.6172828449,16.5243037254,1506366804.57006,0.0199940205,0.3364067373,0.1885046777
5.3397690893,16.0623548778,1506366804.5901,0.0200388432,0.2775137555,0.4619488476
4.5310715403,15.7351693315,1506366804.61132,0.0212152004,0.808697549,0.3271855464
4.4080857373,15.6091579086,1506366804.63132,0.0199999809,0.122985803,0.1260114228
4.0486383787,15.6029656551,1506366804.65142,0.0201020241,0.3594473586,0.0061922536
3.4651402025,15.4698784371,1506366804.67258,0.0211567879,0.5834981762,0.1330872179
2.4913560248,15.7911779345,1506366804.69258,0.0200071335,0.9737841777,0.3212994974
1.900120432,15.9384434989,1506366804.71257,0.0199830532,0.5912355929,0.1472655644
1.1636578207,16.1051840132,1506366804.73258,0.0200119019,0.7364626112,0.1667405143
0.780049081,16.432738296,1506366804.75257,0.0199899673,0.3836087397,0.3275542827
-0.4483250224,16.7817104034,1506366804.77383,0.0212600231,1.2283741034,0.3489721075
-0.5768750314,17.3770879806,1506366804.79382,0.0199949741,0.1285500091,0.5953775772
-1.4722908076,17.495227643,1506366804.81385,0.0200221539,0.8954157762,0.1181396624
-2.361782616,17.9625426917,1506366804.83512,0.0212759972,0.8894918083,0.4673150487
-3.2614424992,18.2376397219,1506366804.85506,0.0199408531,0.8996598833,0.2750970303
-3.5412059815,18.4408806908,1506366804.87508,0.0200121403,0.2797634822,0.2032409688
-3.5861790853,18.0031195978,1506366804.89508,0.0200018883,0.0449731038,0.437761093
-3.7199959477,17.8922536722,1506366804.91638,0.0213010311,0.1338168624,0.1108659256
-3.546858228,17.8979958258,1506366804.9364,0.0200228691,0.1731377198,0.0057421536
-3.3165080776,17.6212632032,1506366804.95761,0.0212061405,0.2303501504,0.2767326226
-2.7817435751,17.7422494199,1506366804.97634,0.0187320709,0.5347645024,0.1209862167
-2.4280958204,17.754484796,1506366804.99755,0.0212099552,0.3536477547,0.0122353762
-1.3599056506,17.6602293884,1506366805.01754,0.0199928284,1.0681901698,0.0942554076
-1.1303108519,17.6601375194,1506366805.03769,0.0201511383,0.2295947987,0.000091869
-0.0878579526,17.5358703046,1506366805.05896,0.0212628841,1.0424528992,0.1242672148
0.4198412398,17.7949984197,1506366805.07884,0.0198860168,0.5076991925,0.2591281151
1.3104628416,17.7238287039,1506366805.0988,0.0199570656,0.8906216018,0.0711697158
1.7423264705,17.7120025469,1506366805.11899,0.0201919079,0.4318636289,0.0118261571
2.2492750802,17.5290162614,1506366805.13883,0.0198390484,0.5069486096,0.1829862855
2.6554268197,17.372574811,1506366805.15881,0.0199840069,0.4061517395,0.1564414503
3.6330196353,16.9892539204,1506366805.18008,0.0212669373,0.9775928155,0.3833208906
4.1229601726,16.5982839017,1506366805.20135,0.021269083,0.4899405374,0.3909700187
4.977910574,16.3321267465,1506366805.22004,0.0186870098,0.8549504014,0.2661571552
5.2407870038,16.1123965773,1506366805.24006,0.0200250149,0.2628764298,0.2197301693
6.1533245476,15.6613326506,1506366805.26131,0.0212500095,0.9125375439,0.4510639266
6.3427090416,15.7623105644,1506366805.28132,0.0200068951,0.189384494,0.1009779138
6.6670962381,15.5837245284,1506366805.30257,0.0212521553,0.3243871964,0.178586036
6.9743259733,15.2670849628,1506366805.32256,0.0199918747,0.3072297353,0.3166395656
7.6414083149,14.7329621363,1506366805.34756,0.025001049,0.6670823416,0.5341228265
8.2978998084,13.7068055914,1506366805.37257,0.025001049,0.6564914935,1.0261565448
7.8564064894,13.1890407342,1506366805.39381,0.0212440491,0.4414933191,0.5177648572
7.9444210264,12.3991395793,1506366805.41378,0.0199668407,0.088014537,0.7899011549
7.8282545651,11.6226252187,1506366805.43381,0.0200359821,0.1161664613,0.7765143606
7.774185786,10.0366943294,1506366805.45381,0.0200021267,0.0540687791,1.5859308893
7.5289047084,9.3707645978,1506366805.47379,0.0199799538,0.2452810777,0.6659297316
7.5431220029,8.7372875223,1506366805.49397,0.0201721191,0.0142172945,0.6334770754
7.5563077676,8.518797196,1506366805.51507,0.0211048126,0.0131857647,0.2184903263
7.5699454806,8.3034599488,1506366805.53507,0.0199990273,0.0136377131,0.2153372473
8.2124617804,8.1696244121,1506366805.55509,0.0200240612,0.6425162997,0.1338355366
7.8326803795,8.1283401781,1506366805.57507,0.019972086,0.3797814008,0.041284234
7.7598689205,7.7968881833,1506366805.59632,0.0212538242,0.072811459,0.3314519948
7.8109006069,7.4705085484,1506366805.61631,0.0199911594,0.0510316863,0.3263796349
7.8010204373,7.3920222755,1506366805.6363,0.0199899673,0.0098801695,0.0784862729
7.519254869,7.376210803,1506366805.65633,0.0200300217,0.2817655684,0.0158114725
7.4275632176,7.3067919248,1506366805.67881,0.0224819183,0.0916916513,0.0694188782
7.5763694586,7.0034902923,1506366805.69881,0.0199971199,0.148806241,0.3033016325
7.7852836622,6.6738533824,1506366805.71754,0.0187327862,0.2089142036,0.3296369099
7.9676838509,6.2342942032,1506366805.73759,0.0200431347,0.1824001887,0.4395591792
7.9489199584,6.0634579784,1506366805.75882,0.0212330818,0.0187638925,0.1708362248
8.0297594858,5.3563091355,1506366805.77882,0.0199968815,0.0808395274,0.7071488429
8.2299874697,4.8699725936,1506366805.79882,0.020004034,0.200227984,0.4863365419
7.8348003736,4.7441201838,1506366805.81882,0.0200009346,0.3951870962,0.1258524097
8.0804712592,4.764170888,1506366805.84008,0.0212581158,0.2456708857,0.0200507041
8.1182376465,4.2472832395,1506366805.86013,0.0200459957,0.0377663873,0.5168876484
8.1111220424,4.3811239307,1506366805.88006,0.0199358463,0.0071156042,0.1338406912
8.1356735843,3.8854963189,1506366805.90002,0.0199620724,0.0245515419,0.4956276118
8.053716382,3.4933086808,1506366805.92005,0.0200259686,0.0819572023,0.3921876381
7.9785039903,2.9945083336,1506366805.9413,0.021253109,0.0752123918,0.4988003472
7.7728805429,2.8595188865,1506366805.9613,0.0199959278,0.2056234474,0.1349894471
7.7638427591,2.8543975643,1506366805.9813,0.0200009346,0.0090377838,0.0051213223
7.6755817301,2.5403828831,1506366806.00255,0.0212540627,0.088261029,0.3140146812
7.1633145186,2.4291062099,1506366806.02257,0.0200140476,0.5122672115,0.1112766732
7.3331864473,2.6279332914,1506366806.04259,0.0200269222,0.1698719287,0.1988270815
6.9156461701,2.7854670274,1506366806.06381,0.0212140083,0.4175402772,0.157533736
6.5911435872,2.8285797498,1506366806.0839,0.0200870037,0.3245025829,0.0431127224
5.9406293387,3.291136537,1506366806.10388,0.0199811459,0.6505142485,0.4625567872
5.6359265696,3.2111185105,1506366806.12511,0.0212378502,0.3047027691,0.0800180265
5.6992415065,3.4622951413,1506366806.14636,0.0212509632,0.0633149369,0.2511766308
5.0323488923,3.730757298,1506366806.16511,0.0187411308,0.6668926143,0.2684621568
4.5424436437,4.3561732424,1506366806.18513,0.0200200081,0.4899052486,0.6254159444
4.2360284626,4.8126740345,1506366806.20631,0.0211808681,0.3064151811,0.4565007921
3.5985524299,4.9324874002,1506366806.22632,0.0200080872,0.6374760327,0.1198133657
3.2247707355,4.9384290844,1506366806.24756,0.0212459564,0.3737816944,0.0059416843
2.6707494319,4.8233634343,1506366806.27764,0.0300819874,0.5540213036,0.1150656502
2.1840552841,4.9761848954,1506366806.29632,0.0186769962,0.4866941478,0.1528214611
1.5423678812,4.9172950896,1506366806.31642,0.0200989246,0.6416874029,0.0588898057
1.1836677115,5.1943770256,1506366806.33756,0.0211451054,0.3587001697,0.277081936
0.9273393459,5.1492102312,1506366806.35755,0.0199820995,0.2563283656,0.0451667944
0.8980321416,5.4125791118,1506366806.38009,0.0225389004,0.0293072044,0.2633688807
0.6675400666,5.8516012017,1506366806.39883,0.018748045,0.230492075,0.4390220899
0.4372199359,6.2130728625,1506366806.41883,0.0199980736,0.2303201307,0.3614716608
0.5602468224,6.6801803403,1506366806.44008,0.0212528706,0.1230268865,0.4671074778
-0.0293286985,7.2328304284,1506366806.46011,0.020029068,0.5895755208,0.5526500881
-0.2086502169,7.867622449,1506366806.48261,0.0224928856,0.1793215184,0.6347920206
-1.262798322,9.3686229486,1506366806.51012,0.0275170803,1.0541481051,1.5010004996
-1.5998703186,10.1928679468,1506366806.53005,0.0199270248,0.3370719965,0.8242449982
-1.6854524069,10.8339051979,1506366806.55256,0.0225059986,0.0855820883,0.6410372511
-1.6687225265,11.4779902066,1506366806.57381,0.0212569237,0.0167298804,0.6440850087
-1.3672694675,12.1082009117,1506366806.59256,0.0187511444,0.301453059,0.6302107051
-1.755592997,12.4407248872,1506366806.64144,0.0488758087,0.3883235295,0.3325239756
-1.6716930335,12.9423749553,1506366806.66505,0.0236110687,0.0838999636,0.501650068
-1.6908992731,13.0419902396,1506366806.68381,0.0187599659,0.0192062396,0.0996152843
-1.9318863171,13.4351609981,1506366806.70381,0.0199971199,0.2409870441,0.3931707585
-1.8803968556,13.9168578498,1506366806.72505,0.0212440491,0.0514894616,0.4816968517
-2.3889254994,14.6389309101,1506366806.74507,0.0200128555,0.5085286439,0.7220730603
-2.1920793574,15.4196227212,1506366806.76505,0.0199899673,0.196846142,0.7806918111
-3.8257361593,17.5305344329,1506366806.78509,0.0200381279,1.6336568019,2.1109117117
-4.5679422575,18.3735327978,1506366806.80504,0.0199429989,0.7422060982,0.8429983649
-5.4765192547,19.5793450984,1506366806.82756,0.0225260258,0.9085769972,1.2058123006
-5.3717632459,19.8507673625,1506366806.84636,0.0187959671,0.1047560087,0.2714222641
-5.4507990593,20.8128730964,1506366806.86895,0.0225958824,0.0790358133,0.9621057338
-5.1917282415,21.4310580228,1506366806.88882,0.0198681355,0.2590708178,0.6181849264
-4.6510491813,22.2528850042,1506366806.90756,0.0187380314,0.5406790602,0.8218269814
-3.9254716291,23.1923406614,1506366806.92757,0.0200078487,0.7255775521,0.9394556572
-1.9507377576,25.6623283425,1506366806.95005,0.0224809647,1.9747338716,2.4699876811
-0.5650602123,26.7879702232,1506366806.96879,0.0187411308,1.3856775453,1.1256418807
0.0214432339,27.3675961393,1506366806.99015,0.0213639736,0.5865034462,0.5796259161
0.7597716664,28.155860192,1506366807.01122,0.0210649967,0.7383284324,0.7882640527
2.0850956974,29.4050877056,1506366807.03007,0.0188548565,1.325324031,1.2492275136
2.8714245411,29.6283356283,1506366807.05004,0.0199680328,0.7863288437,0.2232479227
3.489165133,30.0986344567,1506366807.07018,0.0201380253,0.6177405918,0.4702988284
4.2176481105,30.425057444,1506366807.09134,0.02115798,0.7284829775,0.3264229873
4.9283388117,30.6296391949,1506366807.12135,0.0300080776,0.7106907012,0.2045817509
5.5689315174,30.6001523851,1506366807.14262,0.0212728977,0.6405927057,0.0294868099
6.2063969027,30.3969892057,1506366807.16263,0.0200061798,0.6374653854,0.2031631793
6.042691719,30.4302936407,1506366807.18266,0.0200359821,0.1637051837,0.033304435
6.1009528794,30.1254796922,1506366807.20387,0.0212068558,0.0582611604,0.3048139485
6.4980429032,29.9254111514,1506366807.22382,0.019947052,0.3970900239,0.2000685408
6.6233570341,30.0163886449,1506366807.24516,0.0213451385,0.1253141309,0.0909774935
7.1186729377,29.9967561321,1506366807.26515,0.019993782,0.4953159035,0.0196325128
7.0872814067,30.1810643505,1506366807.28515,0.0200002193,0.0313915309,0.1843082184
7.4245218361,30.7164087904,1506366807.30515,0.0199999809,0.3372404293,0.53534444
7.4455938185,31.0053661237,1506366807.32515,0.0199968815,0.0210719824,0.2889573333
7.3688427527,31.3089069035,1506366807.34518,0.0200331211,0.0767510657,0.3035407798
7.1997212737,31.3637918489,1506366807.36516,0.0199718475,0.169121479,0.0548849454
7.9814329027,31.3981221855,1506366807.3863,0.0211400986,0.781711629,0.0343303365
7.6846191266,31.498405406,1506366807.4076,0.0213000774,0.2968137761,0.1002832205
8.0124463139,31.5270187016,1506366807.42755,0.0199539661,0.3278271873,0.0286132956
7.6432372965,31.3786750758,1506366807.44761,0.0200619698,0.3692090174,0.1483436258
7.5534619958,31.2700929208,1506366807.46772,0.0201120377,0.0897753007,0.108582155
7.4807447107,31.3646807388,1506366807.48759,0.0198659897,0.0727172851,0.094587818
7.0731255319,31.3740144018,1506366807.50755,0.0199558735,0.4076191788,0.009333663
7.4182274995,31.6696028355,1506366807.52762,0.0200779438,0.3451019676,0.2955884337
7.3239987769,32.1545247775,1506366807.54877,0.021143198,0.0942287226,0.484921942
7.2345811733,32.4953510998,1506366807.57881,0.0300419331,0.0894176035,0.3408263222
6.7195207825,33.6887587716,1506366807.60024,0.0214290619,0.5150603909,1.1934076718
6.4063771718,34.2576028311,1506366807.62024,0.0200028419,0.3131436106,0.5688440595
6.039918924,34.9977582355,1506366807.63757,0.0173311234,0.3664582478,0.7401554043
5.9003932607,35.7469308118,1506366807.6552,0.017624855,0.1395256633,0.7491725763
5.6972851818,35.962693901,1506366807.6738,0.0186040401,0.2031080789,0.2157630893
5.6972851818,35.962693901,1506366807.69131,0.0175130367,0,0
4.9815470165,36.3343941935,1506366807.71258,0.0212619305,0.7157381653,0.3717002925
4.6762677871,36.7752031102,1506366807.73132,0.0187489986,0.3052792294,0.4408089167
3.9804472441,36.8861674003,1506366807.75253,0.0212051868,0.695820543,0.1109642901
3.5457475932,37.2563195762,1506366807.77251,0.0199799538,0.4346996509,0.3701521758
2.5750381983,37.1597879283,1506366807.79254,0.0200338364,0.9707093949,0.0965316478
2.7015487165,36.8910759809,1506366807.81262,0.0200800896,0.1265105183,0.2687119475
3.0339597141,36.4688826716,1506366807.83257,0.0199429989,0.3324109975,0.4221933093
2.7004504467,36.1423223909,1506366807.85387,0.0213010311,0.3335092674,0.3265602807
2.7050101069,35.7390127002,1506366807.87381,0.0199370384,0.0045596602,0.4033096907
2.3307917673,35.5565665305,1506366807.90757,0.0337669849,0.3742183396,0.1824461697
1.7228225405,35.3068566281,1506366807.92628,0.018709898,0.6079692268,0.2497099024
1.1905997965,35.347911157,1506366807.94511,0.0188241005,0.532222744,0.0410545289
1.0654398935,35.2066637763,1506366807.96516,0.0200560093,0.125159903,0.1412473807
0.5563838082,35.3306161526,1506366807.98629,0.0211288929,0.5090560852,0.1239523764
0.4300814933,35.3812809647,1506366808.00631,0.0200190544,0.1263023149,0.0506648121
0.426846109,35.6745752229,1506366808.02629,0.0199849606,0.0032353843,0.2932942582
