-11.7033097864,43.9191682029,1506365605.84482,Time,X,Y
-12.5219704433,34.8299116532,1506365608.59104,0.0300021172,0.2745733631,0.3188459551
-12.3112830799,35.0530363868,1506365608.60978,0.0187399387,0.2106873635,0.2231247337
-12.2276736598,35.3037386063,1506365608.62979,0.0200099945,0.0836094201,0.2507022195
-12.3157669331,35.7963384374,1506365608.65103,0.0212380886,0.0880932734,0.4925998311
-12.19800159,36.414906892,1506365608.67102,0.0199968815,0.1177653432,0.6185684546
-12.4235904337,36.8919221341,1506365608.69102,0.0200021267,0.2255888438,0.4770152421
-12.8837365378,37.3423060505,1506365608.71102,0.0199968815,0.460146104,0.4503839164
-13.2047775821,37.4603791257,1506365608.73104,0.0200171471,0.3210410443,0.1180730752
-13.1330152283,37.0588353087,1506365608.75225,0.0212090015,0.0717623538,0.401543817
-13.641438687,36.5326141497,1506365608.77233,0.0200779438,0.5084234587,0.526221159
-13.5995016085,36.2099963487,1506365608.79231,0.0199868679,0.0419370784,0.322617801
-13.6219228121,36.0846288123,1506365608.81237,0.0200541019,0.0224212035,0.1253675364
-13.6527441118,35.3213049804,1506365608.83234,0.0199689865,0.0308212998,0.7633238319
-13.8848730583,35.1058038589,1506365608.85353,0.0211980343,0.2321289465,0.2155011215
-13.7183343994,35.244494946,1506365608.87354,0.0200059414,0.166538659,0.138691087
-13.3876231538,34.9493496173,1506365608.89353,0.0199959278,0.3307112456,0.2951453287
-13.2466421173,35.0901118599,1506365608.91345,0.0199151039,0.1409810364,0.1407622427
-12.9919747878,35.323022722,1506365608.93478,0.0213310719,0.2546673295,0.2329108621
-13.3223412077,35.5212353155,1506365608.9547,0.0199148655,0.3303664199,0.1982125935
-12.9717388115,35.6432457395,1506365608.97476,0.0200591087,0.3506023962,0.122010424
-12.9990574486,36.1891321887,1506365609.00734,0.0325870514,0.0273186371,0.5458864491
-12.7709302658,36.5186277983,1506365609.02606,0.0187208652,0.2281271828,0.3294956096
-12.8716007471,36.8322659332,1506365609.04608,0.0200171471,0.1006704813,0.3136381349
-12.8972811543,37.3255578179,1506365609.07104,0.024958849,0.0256804072,0.4932918847
-12.3079688243,37.9894206824,1506365609.08988,0.0188379288,0.58931233,0.6638628645
-12.3170547116,38.3316203057,1506365609.10851,0.0186290741,0.0090858873,0.3421996233
-12.2522411097,38.6195079831,1506365609.12725,0.0187439919,0.0648136018,0.2878876774
-12.001909286,39.1017080137,1506365609.14847,0.0212211609,0.2503318237,0.4822000306
-12.0231002337,39.3846046857,1506365609.1697,0.0212337971,0.0211909477,0.282896672
-11.7428511337,40.2729779465,1506365609.1885,0.0187950134,0.2802491001,0.8883732607
-12.0564276068,40.5560230452,1506365609.2085,0.020001173,0.3135764732,0.2830450987
-11.9707964863,40.7755900734,1506365609.22975,0.0212459564,0.0856311205,0.2195670282
-11.8197098544,41.2513549388,1506365609.26225,0.032501936,0.151086632,0.4757648654
-12.0101978465,41.336418295,1506365609.28098,0.0187311172,0.1904879921,0.0850633562
-11.8073297192,41.3094657501,1506365609.31102,0.0300409794,0.2028681273,0.0269525448
-12.1254703495,41.4036952081,1506365609.33224,0.0212168694,0.3181406303,0.094229458
-12.0747099197,41.8171872691,1506365609.35099,0.0187470913,0.0507604298,0.413492061
-12.2967807464,41.7883135801,1506365609.37099,0.0199999809,0.2220708267,0.0288736891
-12.2672579513,42.0919849415,1506365609.39348,0.0224990845,0.0295227951,0.3036713615
-12.5915239353,42.1699165539,1506365609.41348,0.0199999809,0.3242659841,0.0779316124
-12.775960468,42.5681170539,1506365609.43228,0.0187928677,0.1844365327,0.3982005
-12.6878357564,42.626280076,1506365609.45599,0.0237090588,0.0881247117,0.0581630221
-12.66930946,42.9050230274,1506365609.47725,0.0212609768,0.0185262963,0.2787429513
-12.6894030542,42.9941328782,1506365609.49598,0.0187358856,0.0200935942,0.0891098508
-12.6215664629,43.1477053905,1506365609.51348,0.0174980164,0.0678365913,0.1535725123
-12.6737087874,43.4169593543,1506365609.53474,0.0212590694,0.0521423245,0.2692539638
-12.7900452696,43.7015175194,1506365609.55471,0.0199670792,0.1163364822,0.2845581651
-12.6193114408,43.7461152836,1506365609.5747,0.0199930668,0.1707338288,0.0445977642
-13.0272280507,44.1232427098,1506365609.59479,0.0200908184,0.4079166099,0.3771274262
-12.8881294013,44.3538764879,1506365609.61596,0.021171093,0.1390986494,0.2306337781
-12.8832377665,44.453632862,1506365609.636,0.0200359821,0.0048916349,0.0997563741
-12.6493590401,44.4199749085,1506365609.65599,0.0199871063,0.2338787264,0.0336579535
-12.7240100095,44.266272669,1506365609.67847,0.0224809647,0.0746509695,0.1537022394
-12.6825525664,44.2172257841,1506365609.69724,0.0187699795,0.0414574431,0.049046885
-12.7600896268,44.2261428485,1506365609.71849,0.0212550163,0.0775370604,0.0089170645
-12.6755933318,44.131973922,1506365609.73723,0.0187418461,0.0844962951,0.0941689266
-12.1459718538,43.9424308172,1506365609.75851,0.021281004,0.5296214779,0.1895431047
-12.3589274471,43.871382803,1506365609.77849,0.0199751854,0.2129555932,0.0710480142
-12.3705603939,43.5418088663,1506365609.80474,0.0262517929,0.0116329469,0.3295739367
-12.270750797,43.20230061,1506365609.82849,0.0237522125,0.0998095969,0.3395082563
-12.5618782305,43.1608875645,1506365609.84976,0.0212619305,0.2911274335,0.0414130455
-12.4698467486,43.0575019628,1506365609.86976,0.0200018883,0.0920314819,0.1033856017
-12.6079097194,42.5962116549,1506365609.88975,0.0199949741,0.1380629707,0.4612903079
-13.0483279575,42.5281397254,1506365609.90977,0.0200130939,0.4404182382,0.0680719295
-12.9187440596,42.4823152598,1506365609.93101,0.021239996,0.1295838979,0.0458244655
-12.932485822,42.425073564,1506365609.95102,0.0200099945,0.0137417624,0.0572416958
-13.1686227749,42.1401399546,1506365609.97101,0.0199990273,0.2361369529,0.2849336095
-12.9623026899,42.3283574962,1506365609.99092,0.0199098587,0.206320085,0.1882175416
-12.8302458995,42.4884274633,1506365610.01351,0.0225880146,0.1320567904,0.1600699671
-13.0203028777,42.6366407164,1506365610.03227,0.018761158,0.1900569782,0.1482132531
-12.8873932401,43.0124359633,1506365610.05351,0.0212409496,0.1329096376,0.3757952469
-12.7337640858,43.3203381261,1506365610.07237,0.0188589096,0.1536291543,0.3079021627
-12.4844559906,43.3026065318,1506365610.09225,0.0198791027,0.2493080952,0.0177315943
-12.567666027,43.8187845507,1506365610.11349,0.0212390423,0.0832100364,0.5161780189
-12.6701431394,44.3513890863,1506365610.13352,0.0200300217,0.1024771124,0.5326045356
-12.1752347286,44.6120095171,1506365610.15357,0.0200469494,0.4949084108,0.2606204308
-12.2219691538,44.9697108502,1506365610.17352,0.0199480057,0.0467344252,0.3577013331
-12.1382933375,44.9857284576,1506365610.19469,0.021173954,0.0836758162,0.0160176074
-11.5719686004,45.4427283366,1506365610.21489,0.0201990604,0.5663247372,0.456999879
-11.5711372293,45.4083116831,1506365610.23474,0.0198540688,0.0008313711,0.0344166535
-11.7570004951,45.4608677589,1506365610.25476,0.020015955,0.1858632658,0.0525560758
-11.7902652806,45.2863506917,1506365610.27732,0.0225658417,0.0332647855,0.1745170672
-11.6126529487,44.3180308905,1506365610.29603,0.0187041759,0.1776123319,0.9683198011
-11.8332883658,43.6832008297,1506365610.31601,0.019977808,0.2206354171,0.6348300609
-12.0434153049,43.1764548988,1506365610.33614,0.0201330185,0.210126939,0.5067459308
-11.9373099552,41.9907901339,1506365610.35721,0.021073103,0.1061053496,1.185664765
-11.7333876495,40.9875048859,1506365610.37863,0.0214140415,0.2039223057,1.003285248
-11.7415836205,40.2547444853,1506365610.39733,0.0187048912,0.0081959711,0.7327604006
-11.6684792277,39.8785708453,1506365610.41731,0.0199761391,0.0731043928,0.37617364
-11.976408208,39.5385810917,1506365610.43988,0.0225698948,0.3079289803,0.3399897536
-11.4679655618,39.358271165,1506365610.45863,0.0187540054,0.5084426462,0.1803099267
-11.6334303891,39.4775487407,1506365610.47863,0.0200009346,0.1654648274,0.1192775758
-11.6854029094,39.5944990478,1506365610.49863,0.0199961662,0.0519725203,0.1169503071
-11.2563687731,40.1281458393,1506365610.51986,0.0212287903,0.4290341363,0.5336467915
-11.1500679183,40.3420310442,1506365610.53989,0.0200271606,0.1063008548,0.2138852049
-11.2132544549,40.6412788395,1506365610.55988,0.0199968815,0.0631865366,0.2992477954
-10.68017465,40.3201765651,1506365610.58111,0.0212321281,0.5330798049,0.3211022745
-10.7576366493,40.123643534,1506365610.60471,0.0235939026,0.0774619993,0.1965330311
-10.9092736366,40.0072758987,1506365610.63109,0.0263841152,0.1516369873,0.1163676353
-10.4654039155,39.1048990087,1506365610.65237,0.0212738514,0.4438697212,0.90237689
-10.7415594948,38.8993800738,1506365610.67233,0.0199651718,0.2761555793,0.2055189349
-10.4866988727,38.397701624,1506365610.69363,0.021299839,0.2548606221,0.5016784498
-10.4770329347,37.9683988149,1506365610.71362,0.0199871063,0.009665938,0.4293028091
-9.8420682338,36.8830545713,1506365610.73363,0.0200068951,0.6349647009,1.0853442436
-9.8244301202,36.75636577,1506365610.75359,0.0199620724,0.0176381136,0.1266888013
-10.2128550493,36.4884820567,1506365610.77364,0.0200490952,0.3884249291,0.2678837134
-9.8968159798,36.4257464659,1506365610.79488,0.0212469101,0.3160390695,0.0627355907
-9.724231094,36.0654022682,1506365610.81489,0.0200030804,0.1725848858,0.3603441977
-9.5474763915,36.2897045654,1506365610.83488,0.0199968815,0.1767547025,0.2243022971
-9.959906615,36.3619278693,1506365610.85488,0.0199999809,0.4124302236,0.072223304
-10.0306205959,36.3274761332,1506365610.87604,0.0211551189,0.0707139809,0.0344517362
-9.6710790403,36.4806571671,1506365610.90601,0.0299739838,0.3595415556,0.153181034
-9.7017283231,36.5420281625,1506365610.93608,0.0300688744,0.0306492828,0.0613709954
-9.9719877761,36.4350943989,1506365610.95611,0.020029068,0.270259453,0.1069337637
-9.5838506983,36.3421381821,1506365610.97737,0.0212640762,0.3881370778,0.0929562167
-9.576722742,36.2894455281,1506365610.99743,0.020059824,0.0071279564,0.052692654
-9.9787308012,36.2086192921,1506365611.01734,0.0199100971,0.4020080592,0.080826236
-10.2350793768,36.2173158845,1506365611.03733,0.0199840069,0.2563485756,0.0086965924
-10.4724227754,36.740441694,1506365611.05858,0.0212481022,0.2373433986,0.5231258095
-10.4133089332,37.2688369187,1506365611.09737,0.0387978554,0.0591138422,0.5283952247
-11.0863987054,37.7266907044,1506365611.11861,0.0212321281,0.6730897722,0.4578537857
-11.0538287381,38.0216602787,1506365611.13862,0.0200169086,0.0325699673,0.2949695742
-11.1810545604,38.4174560161,1506365611.15987,0.0212519169,0.1272258223,0.3957957375
-11.2249024708,38.5633513915,1506365611.17988,0.0200030804,0.0438479104,0.1458953753
-11.4533574351,39.0414507631,1506365611.19988,0.0199999809,0.2284549643,0.4780993716
-11.5255373354,39.5712293505,1506365611.21987,0.0199949741,0.0721799002,0.5297785874
-11.3915265397,39.7622883837,1506365611.24116,0.0212819576,0.1340107956,0.1910590332
-11.3358446275,40.2097429535,1506365611.26112,0.0199639797,0.0556819122,0.4474545698
-11.289101978,40.5158552727,1506365611.28111,0.0199952126,0.0467426495,0.3061123192
-11.6102804412,40.5605676862,1506365611.30239,0.0212738514,0.3211784632,0.0447124135
-11.2969793839,40.7350625933,1506365611.32239,0.0199999809,0.3133010574,0.1744949071
-11.389729756,40.5714172765,1506365611.34236,0.0199670792,0.0927503722,0.1636453168
-11.4647415827,40.4884251069,1506365611.36363,0.0212700367,0.0750118267,0.0829921696
-11.592388603,39.9952288448,1506365611.38363,0.020004034,0.1276470203,0.4931962621
-11.4603677778,39.6261144062,1506365611.40363,0.0200028419,0.1320208252,0.3691144386
-11.6700545977,39.6636167383,1506365611.42488,0.0212471485,0.2096868199,0.0375023322
-11.890132762,39.6530860071,1506365611.44488,0.0199968815,0.2200781643,0.0105307312
-11.7533529067,39.6521565855,1506365611.46487,0.0199949741,0.1367798553,0.0009294217
-11.9052263223,39.8127091132,1506365611.48489,0.0200190544,0.1518734156,0.1605525277
-11.6973893548,39.915402761,1506365611.50489,0.0200009346,0.2078369675,0.1026936478
-12.0203950787,40.147256575,1506365611.52613,0.0212380886,0.3230057238,0.231853814
-11.9664073384,40.1823762832,1506365611.54613,0.0199968815,0.0539877403,0.0351197082
-11.7095429603,40.3311762053,1506365611.56614,0.0200121403,0.256864378,0.1487999221
-11.7575085666,40.4987897672,1506365611.58611,0.0199759007,0.0479656063,0.1676135619
-11.4567194398,40.4638942999,1506365611.60734,0.0212271214,0.3007891268,0.0348954673
-11.1717032411,40.8041971281,1506365611.62732,0.0199830532,0.2850161987,0.3403028282
-10.9646052899,40.9829342579,1506365611.64738,0.0200519562,0.2070979512,0.1787371298
-11.2615196621,41.1869468654,1506365611.66862,0.0212459564,0.2969143722,0.2040126076
-11.3521332084,41.7575665103,1506365611.68855,0.0199298859,0.0906135463,0.5706196449
-10.8022496926,41.9302402564,1506365611.70863,0.0200731754,0.5498835159,0.1726737461
-11.2365694493,41.9843584832,1506365611.72862,0.0199968815,0.4343197568,0.0541182267
-10.9813397838,42.2447570154,1506365611.74987,0.0212521553,0.2552296655,0.2603985322
-11.2647408177,42.2486619031,1506365611.77112,0.0212469101,0.2834010339,0.0039048876
-11.1660780153,42.3127953936,1506365611.78987,0.0187499523,0.0986628024,0.0641334906
-11.2805007906,42.7224426081,1506365611.81112,0.0212481022,0.1144227753,0.4096472145
-10.9736744924,42.7187713134,1506365611.83105,0.0199298859,0.3068262981,0.0036712947
-11.5382930557,43.0264921305,1506365611.85112,0.020072937,0.5646185633,0.307720817
-11.5982278531,43.1348694859,1506365611.87111,0.01998806,0.0599347974,0.1083773554
-11.6042341799,42.9941687796,1506365611.89238,0.0212659836,0.0060063268,0.1407007063
-11.7875030996,43.0504689714,1506365611.91238,0.0200021267,0.1832689197,0.0563001917
-11.4334886201,42.7735814089,1506365611.93237,0.0199959278,0.3540144795,0.2768875625
-11.7776694491,42.409862312,1506365611.95362,0.0212469101,0.3441808291,0.3637190969
-11.4761246554,42.366066382,1506365611.97236,0.0187370777,0.3015447938,0.04379593
-11.5039971052,42.0349717928,1506365611.99377,0.0214080811,0.0278724499,0.3310945892
-11.6491395573,42.0871956937,1506365612.01361,0.0198419094,0.145142452,0.0522239009
-11.4236433419,41.7734993299,1506365612.03486,0.0212550163,0.2254962154,0.3136963638
-11.8110415279,41.6775055853,1506365612.05362,0.0187559128,0.387398186,0.0959937446
-11.5556972154,41.9275699616,1506365612.07491,0.0212910175,0.2553443125,0.2500643763
-11.4751595264,42.0065603395,1506365612.0948,0.0198919773,0.080537689,0.0789903779
-11.6196109759,41.8245995578,1506365612.11485,0.020045042,0.1444514495,0.1819607817
-11.4967732661,41.8436361005,1506365612.13486,0.0200090408,0.1228377098,0.0190365427
-11.3343646197,41.9567247804,1506365612.16611,0.0312569141,0.1624086464,0.1130886798
-11.0260646985,41.8117489871,1506365612.18612,0.0200030804,0.3082999213,0.1449757932
-10.9948227818,41.8997051538,1506365612.20611,0.0199980736,0.0312419167,0.0879561667
-10.4225948023,41.5726929393,1506365612.22736,0.0212469101,0.5722279795,0.3270122145
-10.5657820042,41.5693591421,1506365612.24736,0.0199999809,0.1431872019,0.0033337972
-10.4415730663,41.2648509555,1506365612.26735,0.0199930668,0.1242089379,0.3045081865
-10.4311051627,41.2251572179,1506365612.28736,0.0200090408,0.0104679035,0.0396937377
-10.529593002,40.5516309282,1506365612.30861,0.0212509632,0.0984878392,0.6735262896
-9.9587260499,40.3503838097,1506365612.32989,0.0212728977,0.570866952,0.2012471185
-10.0993093112,40.3096113281,1506365612.3486,0.0187110901,0.1405832613,0.0407724816
-10.019158894,40.1200497077,1506365612.36611,0.0175139904,0.0801504173,0.1895616204
-9.725350162,39.8471004822,1506365612.39025,0.0241370201,0.293808732,0.2729492255
-9.7812348949,39.8305037149,1506365612.40984,0.0195860863,0.0558847329,0.0165967673
-9.8799303714,39.7044767211,1506365612.4311,0.0212678909,0.0986954765,0.1260269938
-9.8427184851,39.689640912,1506365612.45113,0.0200309753,0.0372118863,0.0148358091
-9.6220763663,39.7003896959,1506365612.48112,0.0299830437,0.2206421188,0.0107487839
-10.0172583752,39.8657230568,1506365612.50112,0.0200018883,0.3951820089,0.1653333609
-9.5228667111,39.7727584998,1506365612.52111,0.0199930668,0.4943916641,0.092964557
-9.6984682045,39.6106754057,1506365612.54362,0.0225100517,0.1756014935,0.1620830941
-9.5818437081,39.5175138974,1506365612.56492,0.0212950706,0.1166244964,0.0931615084
-9.8707831897,39.465962059,1506365612.59362,0.0287020206,0.2889394816,0.0515518383
-9.2193573134,39.183913901,1506365612.61363,0.0200109482,0.6514258764,0.2820481581
