X Pos, Y Pos, Time, dT, dX Pos, dY Pos,,Samples, Total X, Total Y, Total Time, Total D+
X Pos, Y Pos, Time, dT, dX Pos, dY Pos,,5577,1710.2166206700758,1085.2977372773178,120.9398250579834,3420.4332413401517
