X Pos, Y Pos, Time, dT, dX Pos, dY Pos,,Samples, Total X, Total Y, Total Time, Total D+
X Pos, Y Pos, Time, dT, dX Pos, dY Pos,,5496,1576.0805903709459,1331.7864828023799,120.97124195098877,3152.1611807418917
