X Pos, Y Pos, Time, dT, dX Pos, dY Pos,,Samples, Total X, Total Y, Total Time, Total D+
X Pos, Y Pos, Time, dT, dX Pos, dY Pos,,5661,1757.0640340386362,1263.1298533398492,120.91872692108154,3514.1280680772725
