X Position,Y Position,Time,_T,_X Pos,_Y Pos,,,,
-9.449270068,-35.39725814,1509735781,,,,,Total Samples:,,5811
-9.18186396,-35.54971359,1509735781,0.019949913,0.267406108,0.152455453,,Total X Distance:,,6348.525215
-9.43639768,-36.3853598,1509735781,0.021090031,0.25453372,0.835646202,,Total Y Distance:,,3057.190893
-9.669340925,-36.70257752,1509735781,0.01996994,0.232943244,0.317217723,,Total Time:,,120.9497499
-9.336303019,-36.78632999,1509735781,0.020070076,0.333037905,0.083752469,,Avg Sampling Rate:,,48.04474588
-9.526750859,-37.05289737,1509735781,0.020050049,0.19044784,0.266567377,,Total Distance,,9405.716108
-9.3769304,-37.52858816,1509735781,0.019999981,0.149820459,0.475690789,,,,
-9.195781404,-37.4074974,1509735781,0.030079842,0.181148996,0.121090755,,,,
-8.891747143,-37.96801877,1509735781,0.022440195,0.304034261,0.560521365,,,,
-8.729918022,-38.10096112,1509735781,0.018759966,0.161829122,0.132942356,,,,
-8.870567255,-38.33215717,1509735781,0.021199942,0.140649233,0.231196049,,,,
-8.662939865,-38.36867695,1509735781,0.018820047,0.207627389,0.036519782,,,,
-8.380614,-38.23496832,1509735782,0.02125001,0.282325865,0.133708631,,,,
-8.281252678,-38.02841008,1509735782,0.019989967,0.099361322,0.20655824,,,,
-7.985057801,-37.61406322,1509735782,0.02125001,0.296194878,0.414346864,,,,
-7.814385787,-37.16389889,1509735782,0.02125001,0.170672014,0.450164324,,,,
-7.689946559,-35.26126649,1509735782,0.019979954,0.124439227,1.902632404,,,,
-7.916432057,-33.99827864,1509735782,0.018749952,0.226485497,1.262987847,,,,
-7.651781016,-32.41756019,1509735782,0.019989967,0.26465104,1.580718451,,,,
-7.172652818,-30.9235888,1509735782,0.020160198,0.479128199,1.49397139,,,,
-7.029113588,-28.16403982,1509735782,0.017349958,0.14353923,2.75954898,,,,
-6.897260172,-26.81686542,1509735782,0.020009995,0.131853416,1.3471744,,,,
-6.930189157,-25.56777986,1509735782,0.019989967,0.032928985,1.249085563,,,,
-6.63941202,-24.12377753,1509735782,0.017479897,0.290777137,1.444002325,,,,
-6.278415851,-21.75247283,1509735782,0.027510166,0.360996169,2.371304699,,,,
-5.637313881,-20.97043576,1509735782,0.018769979,0.64110197,0.782037077,,,,
-5.962028128,-20.2428838,1509735782,0.021239996,0.324714248,0.727551956,,,,
-5.656175563,-19.68626672,1509735782,0.019979954,0.305852566,0.55661708,,,,
-5.524504609,-18.47904328,1509735782,0.020109892,0.131670954,1.207223444,,,,
-4.995578994,-17.43199668,1509735782,0.021150112,0.528925615,1.047046592,,,,
-5.182878965,-16.48827525,1509735782,0.021189928,0.187299971,0.943721439,,,,
-4.764274944,-15.5559112,1509735782,0.02008009,0.418604021,0.932364045,,,,
-4.020387867,-13.30056688,1509735782,0.03125,0.743887078,2.255344318,,,,
-3.492334376,-11.14051842,1509735782,0.018729925,0.528053491,2.160048463,,,,
-3.391080245,-10.01502597,1509735782,0.019999981,0.101254131,1.125492451,,,,
-2.71599928,-9.018176167,1509735782,0.018749952,0.675080965,0.996849803,,,,
-2.537622497,-8.545068407,1509735782,0.020050049,0.178376783,0.47310776,,,,
-1.843091284,-7.617530906,1509735782,0.019989967,0.694531213,0.927537502,,,,
-0.764441923,-6.92860136,1509735782,0.02125001,1.078649361,0.688929546,,,,
-0.629271771,-6.570210679,1509735782,0.019999981,0.135170152,0.358390681,,,,
-0.316546594,-6.097353584,1509735782,0.021219969,0.312725177,0.472857095,,,,
-0.806478803,-5.120406637,1509735782,0.019980192,0.489932209,0.976946947,,,,
-1.16174784,-4.473782434,1509735782,0.022519827,0.355269037,0.646624203,,,,
-1.058054257,-4.638295725,1509735782,0.018750191,0.103693584,0.16451329,,,,
-2.175446676,-4.206518858,1509735782,0.019999981,1.117392419,0.431776866,,,,
-3.528027386,-4.992852849,1509735782,0.019999981,1.35258071,0.78633399,,,,
-3.933656544,-5.312480684,1509735782,0.019999981,0.405629159,0.319627835,,,,
-4.93665701,-5.755251696,1509735782,0.029989958,1.003000466,0.442771013,,,,
-5.388721327,-6.362343037,1509735782,0.019939899,0.452064317,0.60709134,,,,
-5.864084991,-6.733290831,1509735782,0.021239996,0.475363664,0.370947794,,,,
-6.16756704,-7.366438343,1509735782,0.020050049,0.303482049,0.633147512,,,,
-6.953448805,-8.586144763,1509735782,0.021190166,0.785881764,1.21970642,,,,
-7.198907749,-9.123384408,1509735782,0.020029783,0.245458944,0.537239646,,,,
-7.346144307,-9.834436676,1509735782,0.019990206,0.147236558,0.711052267,,,,
-7.490334686,-10.77635996,1509735782,0.021259785,0.144190379,0.941923289,,,,
-7.709900866,-12.31212604,1509735782,0.018730164,0.21956618,1.535766076,,,,
-8.014630392,-13.39114568,1509735782,0.020050049,0.304729526,1.079019638,,,,
-8.332544132,-14.33760073,1509735782,0.020020008,0.31791374,0.946455053,,,,
-8.382371967,-14.82467037,1509735782,0.021229982,0.049827836,0.487069636,,,,
-9.199268098,-15.39127306,1509735782,0.021239996,0.816896131,0.566602696,,,,
-9.66958725,-15.8041026,1509735783,0.018989801,0.470319151,0.412829539,,,,
-9.282250906,-16.03463481,1509735783,0.019780159,0.387336344,0.230532204,,,,
-10.13414273,-16.02728193,1509735783,0.020009995,0.851891825,0.007352874,,,,
-10.05865417,-16.53346725,1509735783,0.022480011,0.07548856,0.506185314,,,,
-10.17786097,-16.86705694,1509735783,0.018739939,0.119206799,0.333589692,,,,
-9.921000101,-16.94121615,1509735783,0.02125001,0.256860868,0.074159212,,,,
-9.696847104,-17.39423759,1509735783,0.020009995,0.224152997,0.453021437,,,,
-9.510255641,-17.64878042,1509735783,0.021270037,0.186591463,0.25454283,,,,
-9.209544445,-18.0508811,1509735783,0.019999981,0.300711196,0.402100688,,,,
-9.174212524,-17.99272167,1509735783,0.022480011,0.035331921,0.058159432,,,,
-9.160337344,-17.97074716,1509735783,0.019999981,0.01387518,0.021974511,,,,
-9.319702838,-18.33940646,1509735783,0.018749952,0.159365493,0.368659303,,,,
-9.20265064,-18.19086686,1509735783,0.021270037,0.117052198,0.148539607,,,,
-9.368656278,-17.90264674,1509735783,0.021239996,0.166005639,0.288220118,,,,
-9.406237745,-17.55876762,1509735783,0.018749952,0.037581466,0.343879121,,,,
-9.278713363,-17.6472244,1509735783,0.021260023,0.127524382,0.088456784,,,,
-9.701858249,-17.58536619,1509735783,0.019999981,0.423144886,0.061858209,,,,
-10.15698575,-17.3153404,1509735783,0.021229982,0.455127497,0.270025796,,,,
-10.18939537,-17.36744273,1509735783,0.019999981,0.032409626,0.052102333,,,,
-10.44668268,-17.59467989,1509735783,0.022450209,0.25728731,0.227237163,,,,
-10.95158004,-17.40240574,1509735783,0.018819809,0.504897359,0.192274153,,,,
-10.9118785,-17.37534392,1509735783,0.02125001,0.039701539,0.027061817,,,,
-11.07010609,-17.32967665,1509735783,0.019979954,0.158227591,0.045667271,,,,
-10.74014503,-17.65117582,1509735783,0.021230221,0.329961062,0.32149917,,,,
-10.93088023,-17.54852144,1509735783,0.019999981,0.190735202,0.102654388,,,,
-10.3206596,-17.57393078,1509735783,0.021260023,0.610220634,0.025409341,,,,
-10.73247479,-17.83033049,1509735783,0.020020008,0.411815195,0.256399711,,,,
-10.61808469,-17.82686173,1509735783,0.021239996,0.114390103,0.003468757,,,,
-10.48855848,-18.0635022,1509735783,0.022489786,0.12952621,0.236640469,,,,
-9.775267635,-17.95671543,1509735783,0.018740177,0.713290846,0.106786771,,,,
-9.889630828,-17.73286039,1509735783,0.020030022,0.114363194,0.223855043,,,,
-9.563067616,-17.80391882,1509735783,0.022480011,0.326563212,0.071058437,,,,
-9.457691932,-17.59548734,1509735783,0.018739939,0.105375684,0.208431484,,,,
-9.27905845,-17.64687275,1509735783,0.020020008,0.178633482,0.051385416,,,,
-9.565102846,-17.5104932,1509735783,0.017509937,0.286044397,0.136379554,,,,
-9.16642878,-17.16991265,1509735783,0.022490025,0.398674066,0.340580552,,,,
-9.199416724,-17.18535611,1509735783,0.022469997,0.032987944,0.015443458,,,,
-9.609253348,-16.06623553,1509735783,0.018759966,0.409836624,1.119120572,,,,
-8.873392986,-15.48493853,1509735783,0.022480011,0.735860361,0.581297004,,,,
-9.06138601,-14.93529443,1509735783,0.02128005,0.187993024,0.549644098,,,,
-9.429120901,-13.87044634,1509735783,0.019989967,0.36773489,1.064848093,,,,
-9.432980677,-11.76435782,1509735783,0.018699884,0.003859776,2.10608852,,,,
-9.78923171,-10.67074424,1509735783,0.020050049,0.356251033,1.093613581,,,,
-10.41281331,-9.972658542,1509735783,0.02125001,0.623581602,0.698085696,,,,
-10.40457825,-8.619914942,1509735783,0.02125001,0.008235064,1.3527436,,,,
-10.67176114,-8.611294361,1509735783,0.019999981,0.267182889,0.008620581,,,,
-10.93584063,-8.198101332,1509735783,0.021260023,0.264079489,0.41319303,,,,
-10.54804299,-8.21319804,1509735783,0.019950151,0.387797632,0.015096708,,,,
-10.18340765,-7.90460065,1509735783,0.021269798,0.364635346,0.30859739,,,,
-10.71186391,-7.818529586,1509735784,0.019989967,0.528456256,0.086071064,,,,
-10.09681476,-7.896663959,1509735784,0.021270037,0.615049141,0.078134374,,,,
-9.637975473,-8.351049341,1509735784,0.019970179,0.458839291,0.454385381,,,,
-9.650982406,-8.471186689,1509735784,0.019999981,0.013006933,0.120137348,,,,
-9.222610757,-8.361438085,1509735784,0.020079851,0.428371649,0.109748603,,,,
-9.181013199,-8.18993348,1509735784,0.021229982,0.041597558,0.171504605,,,,
-8.927189397,-8.170742391,1509735784,0.021219969,0.253823802,0.019191089,,,,
-8.541836219,-7.892726109,1509735784,0.01880002,0.385353178,0.278016282,,,,
-8.646421403,-8.022540982,1509735784,0.019970179,0.104585184,0.129814874,,,,
-9.076926541,-8.023584453,1509735784,0.019999981,0.430505137,0.00104347,,,,
-8.826791758,-7.89007594,1509735784,0.021239996,0.250134782,0.133508513,,,,
-7.889571244,-8.568411107,1509735784,0.018719912,0.937220514,0.678335167,,,,
-8.051643664,-8.505312229,1509735784,0.021229982,0.16207242,0.063098878,,,,
-7.852544022,-8.658938498,1509735784,0.019999981,0.199099642,0.153626269,,,,
-7.402014956,-8.493700169,1509735784,0.020009995,0.450529066,0.165238329,,,,
-6.643749288,-9.384853776,1509735784,0.019999981,0.758265668,0.891153607,,,,
-6.843114669,-9.631068788,1509735784,0.020020008,0.199365382,0.246215012,,,,
-6.432287409,-9.934170767,1509735784,0.020020008,0.41082726,0.303101979,,,,
-6.052270496,-10.80222321,1509735784,0.022490025,0.380016913,0.868052439,,,,
-5.806106523,-12.21134507,1509735784,0.020139933,0.246163973,1.409121862,,,,
-5.807114533,-12.91123793,1509735784,0.021110058,0.001008009,0.699892861,,,,
-5.5996144,-13.79468512,1509735784,0.021270037,0.207500132,0.883447191,,,,
-5.177545079,-14.95634045,1509735784,0.018729925,0.422069321,1.161655332,,,,
-4.860170616,-17.17509882,1509735784,0.021239996,0.317374463,2.218758373,,,,
-4.988724092,-17.85147598,1509735784,0.019970179,0.128553477,0.67637716,,,,
-4.961761889,-18.04143648,1509735784,0.022509813,0.026962203,0.189960494,,,,
-5.265268181,-18.48317172,1509735784,0.021260023,0.303506292,0.441735238,,,,
-5.778086727,-19.33681106,1509735784,0.018750191,0.512818546,0.853639348,,,,
-6.096550069,-19.93009198,1509735784,0.019999981,0.318463342,0.59328092,,,,
-6.326428077,-20.10273666,1509735784,0.02125001,0.229878008,0.172644682,,,,
