X Position,Y Position,Time,_T,_X Pos,_Y Pos,,,,
-10.409334,-21.62919395,1509730274,,,,,Total Samples:,,5813
-10.29000375,-21.81156207,1509730274,0.021210194,0.119330251,0.182368116,,Total X Distance:,,1169.403719
-9.790037697,-22.14041268,1509730274,0.032529831,0.499966048,0.328850615,,Total Y Distance:,,1718.436852
-9.458498738,-22.17762157,1509730274,0.018870115,0.331538959,0.037208888,,Total Time:,,120.95873
-9.323802636,-22.57152423,1509730274,0.019979954,0.134696102,0.393902662,,Avg Sampling Rate:,,48.05771358
-8.989272392,-23.2730665,1509730274,0.019999981,0.334530244,0.701542272,,Total Distance,,2887.840571
-9.08198453,-23.60780491,1509730274,0.019999981,0.092712138,0.334738404,,,,
-8.899678954,-23.93638904,1509730274,0.019999981,0.182305576,0.328584137,,,,
-8.83742839,-24.27852845,1509730274,0.021110058,0.062250564,0.342139402,,,,
-8.960252733,-24.47632278,1509730274,0.021239996,0.122824344,0.197794338,,,,
-8.969492861,-24.64827593,1509730274,0.020119905,0.009240128,0.171953145,,,,
-9.046455938,-24.57653863,1509730274,0.021219969,0.076963076,0.071737303,,,,
-9.130465954,-24.69916796,1509730274,0.018750191,0.084010017,0.122629331,,,,
-9.290265336,-24.99822673,1509730274,0.021169901,0.159799381,0.29905877,,,,
-9.418869806,-25.09213824,1509730274,0.020040035,0.12860447,0.093911515,,,,
-9.563327475,-25.2214748,1509730274,0.01996994,0.144457669,0.129336554,,,,
-9.528129589,-25.44273364,1509730274,0.024990082,0.035197886,0.221258839,,,,
-9.619341205,-25.66501836,1509730274,0.026309967,0.091211616,0.222284722,,,,
-9.466657725,-25.96919526,1509730274,0.021199942,0.15268348,0.304176899,,,,
-9.867538738,-26.07058056,1509730274,0.019989967,0.400881013,0.101385307,,,,
-9.485194277,-26.0808342,1509730275,0.019990206,0.382344461,0.010253631,,,,
-9.600759181,-26.34547613,1509730275,0.0224998,0.115564904,0.264641933,,,,
-9.546119632,-26.55968135,1509730275,0.018769979,0.054639549,0.214205217,,,,
-9.549712537,-26.52780726,1509730275,0.021230221,0.003592905,0.031874088,,,,
-9.199671868,-26.49577784,1509730275,0.021389961,0.350040669,0.032029419,,,,
-9.708710102,-26.71917433,1509730275,0.018620014,0.509038234,0.223396489,,,,
-9.78454658,-26.68848408,1509730275,0.022490025,0.075836478,0.030690244,,,,
-9.565859837,-26.63490524,1509730275,0.021349907,0.218686742,0.053578848,,,,
-9.661384939,-26.82448087,1509730275,0.019989967,0.095525102,0.189575632,,,,
-9.79650343,-26.87442442,1509730275,0.018759966,0.135118491,0.049943553,,,,
-9.981618503,-26.69509673,1509730275,0.021260023,0.185115073,0.179327692,,,,
-10.1097026,-26.60009843,1509730275,0.020020008,0.128084099,0.094998303,,,,
-10.27227791,-26.56763433,1509730275,0.019979954,0.162575311,0.032464093,,,,
-10.26255013,-26.50237188,1509730275,0.021239996,0.009727785,0.065262454,,,,
-10.1808287,-26.44962335,1509730275,0.019940138,0.081721432,0.052748529,,,,
